Time (s),PPG_RED_RAW,PPG_IR,PPG_GREEN,ECG,T_AMBIENT,T_OBJECT,HR_GT
0.0000,32276,35088,90,1330,22.45,24.10,N/A
0.0025,32279,35088,93,1291,22.45,24.10,N/A
0.0050,32281,35094,79,1263,22.45,24.10,N/A
0.0075,32280,35095,77,1092,22.45,24.10,N/A
0.0100,32290,35096,85,994,22.45,24.10,N/A
0.0125,32284,35091,83,963,22.45,24.10,N/A
0.0150,32273,35089,97,1314,22.45,24.10,N/A
0.0175,32270,35082,99,1638,22.45,24.10,N/A
0.0200,32277,35098,93,1736,22.45,24.10,N/A
0.0225,32275,35063,89,1593,22.45,24.10,N/A
0.0250,32280,35086,86,715,22.45,24.10,N/A
0.0275,32281,35088,80,489,22.45,24.10,N/A
0.0300,32277,35099,84,768,22.45,24.10,N/A
0.0325,32284,35095,87,1179,22.45,24.10,N/A
0.0350,32283,35093,80,1505,22.45,24.10,N/A
0.0375,32278,35093,95,1424,22.45,24.10,N/A
0.0400,32283,35089,86,1430,22.45,24.10,N/A
0.0425,32273,35074,92,1392,22.45,24.10,N/A
0.0450,32274,35074,81,1248,22.45,24.10,N/A
0.0475,32276,35080,100,1083,22.45,24.10,N/A
0.0500,32273,35076,78,1065,22.45,24.10,N/A
0.0525,32271,35088,90,1289,22.45,24.10,N/A
0.0550,32270,35083,79,1467,22.45,24.10,N/A
0.0575,32281,35089,76,1453,22.45,24.10,N/A
0.0600,32286,35082,96,1300,22.45,24.10,N/A
0.0625,32278,35077,82,1228,22.45,24.10,N/A
0.0650,32286,35084,91,1202,22.45,24.10,N/A
0.0675,32279,35083,71,1279,22.45,24.10,N/A
0.0700,32281,35068,86,1465,22.45,24.10,N/A
0.0725,32272,35067,87,1556,22.45,24.10,N/A
0.0750,32277,35070,88,1297,22.45,24.10,N/A
0.0775,32270,35082,88,1336,22.45,24.10,N/A
0.0800,32284,35084,84,1090,22.45,24.10,N/A
0.0825,32273,35076,91,1034,22.45,24.10,N/A
0.0850,32276,35087,77,1142,22.45,24.10,N/A
0.0875,32282,35088,77,1308,22.45,24.10,N/A
0.0900,32287,35090,81,1328,22.45,24.10,N/A
0.0925,32271,35077,95,1485,22.45,24.10,N/A
0.0950,32282,35080,85,1660,22.45,24.10,N/A
0.0975,32272,35089,86,1421,22.45,24.10,N/A
0.1000,32275,35098,91,1073,22.45,24.10,N/A
0.1025,32283,35089,78,1006,22.45,24.10,N/A
0.1050,32291,35102,86,1256,22.45,24.10,N/A
0.1075,32282,35098,85,1208,22.45,24.10,N/A
0.1100,32284,35101,80,1136,22.45,24.10,N/A
0.1125,32282,35107,80,1384,22.45,24.10,N/A
0.1150,32292,35104,86,1517,22.45,24.10,N/A
0.1175,32287,35113,88,1474,22.45,24.10,N/A
0.1200,32284,35090,100,1376,22.45,24.10,N/A
0.1225,32280,35104,102,1028,22.45,24.10,N/A
0.1250,32275,35099,98,941,22.45,24.10,N/A
0.1275,32277,35101,87,1197,22.45,24.10,N/A
0.1300,32267,35103,80,1442,22.45,24.10,N/A
0.1325,32291,35118,91,1384,22.45,24.10,N/A
0.1350,32281,35107,78,1304,22.45,24.10,N/A
0.1375,32288,35113,85,1122,22.45,24.10,N/A
0.1400,32294,35117,81,1085,22.45,24.10,N/A
0.1425,32284,35093,93,961,22.45,24.10,N/A
0.1450,32277,35108,84,928,22.45,24.10,N/A
0.1475,32272,35091,85,1060,22.45,24.10,N/A
0.1500,32279,35096,105,1225,22.45,24.10,N/A
0.1525,32276,35098,77,1504,22.45,24.10,N/A
0.1550,32280,35094,92,1637,22.45,24.10,N/A
0.1575,32255,35115,70,1500,22.45,24.10,N/A
0.1600,32277,35109,80,1431,22.45,24.10,N/A
0.1625,32297,35094,73,1385,22.45,24.10,N/A
0.1650,32300,35091,76,1074,22.45,24.10,N/A
0.1675,32283,35092,62,1058,22.45,24.10,N/A
0.1700,32281,35081,72,1256,22.45,24.10,N/A
0.1725,32285,35075,101,1730,22.45,24.10,N/A
0.1750,32262,35104,78,1693,22.45,24.10,N/A
0.1775,32272,35107,60,1420,22.45,24.10,N/A
0.1800,32293,35094,81,1492,22.45,24.10,N/A
0.1825,32288,35090,88,1206,22.45,24.10,N/A
0.1850,32283,35103,92,744,22.45,24.10,N/A
0.1875,32278,35059,90,764,22.45,24.10,N/A
0.1900,32275,35059,55,835,22.45,24.10,N/A
0.1925,32274,35066,58,1012,22.45,24.10,N/A
0.1950,32292,35104,86,1300,22.45,24.10,N/A
0.1975,32287,35113,88,1493,22.45,24.10,N/A
0.2000,32288,35078,108,1347,22.45,24.10,N/A
0.2025,32283,35079,104,1202,22.45,24.10,N/A
0.2050,32277,35078,98,1122,22.42,24.04,N/A
0.2075,32271,35095,79,1272,22.42,24.04,N/A
0.2100,32284,35099,79,1288,22.42,24.04,N/A
0.2125,32281,35109,76,1218,22.42,24.04,N/A
0.2150,32278,35098,89,1450,22.42,24.04,N/A
0.2175,32272,35099,76,1542,22.42,24.04,N/A
0.2200,32274,35089,95,1344,22.42,24.04,N/A
0.2225,32272,35088,78,1318,22.42,24.04,N/A
0.2250,32271,35082,87,1224,22.42,24.04,N/A
0.2275,32281,35093,82,1053,22.42,24.04,N/A
0.2300,32280,35100,72,1113,22.42,24.04,N/A
0.2325,32278,35097,81,1494,22.42,24.04,N/A
0.2350,32289,35107,76,1718,22.42,24.04,N/A
0.2375,32280,35104,87,1534,22.42,24.04,N/A
0.2400,32285,35110,80,1134,22.42,24.04,N/A
0.2425,32282,35109,83,1150,22.42,24.04,N/A
0.2450,32279,35100,79,967,22.42,24.04,N/A
0.2475,32267,35081,84,914,22.42,24.04,N/A
0.2500,32272,35082,87,1247,22.42,24.04,N/A
0.2525,32283,35100,87,1391,22.42,24.04,N/A
0.2550,32281,35096,80,1508,22.42,24.04,N/A
0.2575,32279,35093,97,1456,22.42,24.04,N/A
0.2600,32283,35113,81,1396,22.42,24.04,N/A
0.2625,32270,35114,84,1163,22.42,24.04,N/A
0.2650,32280,35104,93,827,22.42,24.04,N/A
0.2675,32274,35114,86,946,22.42,24.04,N/A
0.2700,32282,35098,93,1308,22.42,24.04,N/A
0.2725,32269,35110,89,1330,22.42,24.04,N/A
0.2750,32276,35101,90,1314,22.42,24.04,N/A
0.2775,32271,35097,89,1468,22.42,24.04,N/A
0.2800,32274,35110,93,1340,22.42,24.04,N/A
0.2825,32277,35114,86,1308,22.42,24.04,N/A
0.2850,32276,35106,88,1307,22.42,24.04,N/A
0.2875,32270,35116,96,1218,22.42,24.04,N/A
0.2900,32274,35119,86,1130,22.42,24.04,N/A
0.2925,32280,35122,89,1439,22.42,24.04,N/A
0.2950,32283,35134,79,1545,22.42,24.04,N/A
0.2975,32276,35113,92,1469,22.42,24.04,N/A
0.3000,32271,35125,92,1370,22.42,24.04,N/A
0.3025,32276,35102,81,1120,22.42,24.04,N/A
0.3050,32285,35117,94,1133,22.42,24.04,N/A
0.3075,32279,35123,92,1161,22.42,24.04,N/A
0.3100,32271,35124,90,1186,22.42,24.04,N/A
0.3125,32276,35115,83,1530,22.42,24.04,N/A
0.3150,32277,35126,82,1662,22.42,24.04,N/A
0.3175,32282,35125,80,1344,22.42,24.04,N/A
0.3200,32284,35126,87,1286,22.42,24.04,N/A
0.3225,32284,35127,78,1041,22.42,24.04,N/A
0.3250,32270,35129,97,954,22.42,24.04,N/A
0.3275,32272,35120,100,1006,22.42,24.04,N/A
0.3300,32263,35099,93,1200,22.42,24.04,N/A
0.3325,32271,35120,79,1356,22.42,24.04,N/A
0.3350,32262,35123,74,1525,22.42,24.04,N/A
0.3375,32281,35132,85,1522,22.42,24.04,N/A
0.3400,32277,35125,80,1473,22.42,24.04,N/A
0.3425,32279,35133,79,1176,22.42,24.04,N/A
0.3450,32278,35130,87,1004,22.42,24.04,N/A
0.3475,32274,35123,80,1091,22.42,24.04,N/A
0.3500,32268,35124,101,1262,22.42,24.04,N/A
0.3525,32274,35113,92,1549,22.42,24.04,N/A
0.3550,32271,35129,92,1736,22.42,24.04,N/A
0.3575,32281,35099,95,1520,22.42,24.04,N/A
0.3600,32274,35113,79,1408,22.42,24.04,N/A
0.3625,32272,35124,77,1034,22.42,24.04,N/A
0.3650,32281,35128,83,974,22.42,24.04,N/A
0.3675,32273,35127,79,890,22.42,24.04,N/A
0.3700,32277,35133,79,1092,22.42,24.04,N/A
0.3725,32281,35132,80,1514,22.42,24.04,N/A
0.3750,32264,35117,103,1812,22.42,24.04,N/A
0.3775,32276,35117,88,1614,22.42,24.04,N/A
0.3800,32268,35120,112,1209,22.42,24.04,N/A
0.3825,32271,35120,98,982,22.42,24.04,N/A
0.3850,32265,35112,91,953,22.42,24.04,N/A
0.3875,32277,35126,77,952,22.42,24.04,N/A
0.3900,32273,35120,86,1104,22.42,24.04,N/A
0.3925,32286,35127,89,1426,22.42,24.04,N/A
0.3950,32275,35129,81,1405,22.42,24.04,N/A
0.3975,32272,35119,77,1290,22.42,24.04,N/A
0.4000,32279,35122,85,1116,22.42,24.04,N/A
0.4025,32273,35104,88,1123,22.42,24.04,N/A
0.4050,32264,35115,91,1092,22.42,24.04,N/A
0.4075,32272,35113,83,1313,22.42,24.04,N/A
0.4100,32265,35111,86,1443,22.42,24.04,N/A
0.4125,32262,35111,79,1684,22.42,24.04,N/A
0.4150,32265,35107,70,1874,22.42,24.04,N/A
0.4175,32265,35120,79,1524,22.42,24.04,N/A
0.4200,32259,35107,80,1181,22.42,24.04,N/A
0.4225,32273,35117,79,904,22.42,24.04,N/A
0.4250,32262,35117,88,932,22.42,24.04,N/A
0.4275,32273,35110,84,1163,22.42,24.04,N/A
0.4300,32262,35100,91,1664,22.42,24.04,N/A
0.4325,32266,35099,87,1810,22.42,24.04,N/A
0.4350,32267,35107,77,1511,22.42,24.04,N/A
0.4375,32264,35120,89,1236,22.42,24.04,N/A
0.4400,32263,35118,79,952,22.42,24.04,N/A
0.4425,32266,35119,92,872,22.42,24.04,N/A
0.4450,32268,35123,90,1043,22.42,24.04,N/A
0.4475,32268,35118,86,1110,22.42,24.04,N/A
0.4500,32268,35125,81,1286,22.42,24.04,N/A
0.4525,32267,35121,91,1437,22.42,24.04,N/A
0.4550,32263,35098,86,1538,22.42,24.04,N/A
0.4575,32272,35113,95,1564,22.42,24.04,N/A
0.4600,32266,35123,79,1457,22.42,24.04,N/A
0.4625,32260,35122,77,1110,22.42,24.04,N/A
0.4650,32275,35135,78,849,22.42,24.04,N/A
0.4675,32273,35132,81,910,22.42,24.04,N/A
0.4700,32271,35139,73,1356,22.42,24.04,N/A
0.4725,32272,35137,77,1637,22.42,24.04,N/A
0.4750,32271,35138,81,1663,22.42,24.04,N/A
0.4775,32278,35141,74,1611,22.42,24.04,N/A
0.4800,32270,35137,85,1201,22.42,24.04,N/A
0.4825,32262,35129,86,1136,22.42,24.04,N/A
0.4850,32264,35134,81,1048,22.42,24.04,N/A
0.4875,32269,35133,88,1179,22.42,24.04,N/A
0.4900,32265,35140,86,1366,22.42,24.04,N/A
0.4925,32265,35139,91,1287,22.42,24.04,N/A
0.4950,32274,35139,76,1449,22.42,24.04,N/A
0.4975,32275,35139,88,1488,22.42,24.04,N/A
0.5000,32267,35150,87,1286,22.42,24.04,N/A
0.5025,32256,35126,98,1159,22.42,24.04,N/A
0.5050,32268,35134,95,1004,22.42,24.04,N/A
0.5075,32270,35130,79,1408,22.42,24.04,N/A
0.5100,32255,35122,79,1741,22.42,24.04,N/A
0.5125,32269,35125,88,1661,22.42,24.04,N/A
0.5150,32260,35132,96,1300,22.42,24.04,N/A
0.5175,32266,35123,96,1127,22.42,24.04,N/A
0.5200,32262,35129,89,1160,22.42,24.04,N/A
0.5225,32269,35125,85,1184,22.42,24.04,N/A
0.5250,32265,35125,80,1040,22.42,24.04,N/A
0.5275,32260,35116,84,1140,22.42,24.04,N/A
0.5300,32250,35120,89,1342,22.42,24.04,N/A
0.5325,32258,35106,84,1335,22.42,24.04,N/A
0.5350,32260,35102,96,1504,22.42,24.04,N/A
0.5375,32261,35105,102,1504,22.42,24.04,N/A
0.5400,32254,35117,87,1018,22.42,24.04,N/A
0.5425,32252,35102,81,975,22.42,24.04,N/A
0.5450,32265,35108,91,1223,22.42,24.04,N/A
0.5475,32258,35110,87,1445,22.42,24.04,N/A
0.5500,32245,35110,77,1361,22.42,24.04,N/A
0.5525,32264,35109,94,1257,22.42,24.04,N/A
0.5550,32260,35114,85,1302,22.42,24.04,N/A
0.5575,32261,35112,93,1250,22.42,24.04,N/A
0.5600,32255,35105,90,1176,22.42,24.04,N/A
0.5625,32258,35117,87,1154,22.42,24.04,N/A
0.5650,32257,35124,78,1067,22.42,24.04,N/A
0.5675,32259,35127,83,1268,22.42,24.04,N/A
0.5700,32281,35120,87,1517,22.42,24.04,N/A
0.5725,32270,35123,77,1638,22.42,24.04,N/A
0.5750,32272,35130,81,1865,22.42,24.04,N/A
0.5775,32266,35127,80,1515,22.42,24.04,N/A
0.5800,32269,35119,97,981,22.42,24.04,N/A
0.5825,32256,35118,89,809,22.42,24.04,N/A
0.5850,32271,35129,84,877,22.42,24.04,N/A
0.5875,32266,35123,91,1018,22.42,24.04,N/A
0.5900,32269,35133,93,1378,22.42,24.04,N/A
0.5925,32279,35145,89,1625,22.42,24.04,N/A
0.5950,32273,35145,87,1566,22.42,24.04,N/A
0.5975,32276,35148,70,1484,22.42,24.04,N/A
0.6000,32280,35146,93,1228,22.42,24.04,N/A
0.6025,32274,35150,88,1017,22.42,24.04,N/A
0.6050,32280,35135,87,1110,22.42,24.04,N/A
0.6075,32265,35133,78,1220,22.42,24.04,N/A
0.6100,32260,35128,87,1167,22.42,24.04,N/A
0.6125,32260,35145,79,1246,22.42,24.04,N/A
0.6150,32271,35134,78,1488,22.42,24.04,N/A
0.6175,32267,35151,85,1514,22.42,24.04,N/A
0.6200,32270,35145,83,1226,22.42,24.04,N/A
0.6225,32269,35138,78,1121,22.42,24.04,N/A
0.6250,32272,35141,84,1116,22.42,24.04,N/A
0.6275,32273,35155,102,1032,22.42,24.04,N/A
0.6300,32267,35136,94,1296,22.42,24.04,N/A
0.6325,32276,35126,88,1520,22.42,24.04,N/A
0.6350,32260,35129,86,1311,22.42,24.04,N/A
0.6375,32260,35137,83,1137,22.42,24.04,N/A
0.6400,32263,35132,94,1183,22.42,24.04,N/A
0.6425,32257,35133,86,1008,22.42,24.04,N/A
0.6450,32269,35132,73,944,22.42,24.04,N/A
0.6475,32271,35133,79,1384,22.42,24.04,N/A
0.6500,32262,35128,85,1587,22.42,24.04,N/A
0.6525,32271,35139,83,1553,22.42,24.04,N/A
0.6550,32272,35132,77,1417,22.42,24.04,N/A
0.6575,32268,35131,89,1157,22.42,24.04,N/A
0.6600,32267,35123,89,902,22.42,24.04,N/A
0.6625,32256,35120,88,968,22.42,24.04,N/A
0.6650,32264,35122,94,1268,22.42,24.04,N/A
0.6675,32258,35128,95,1630,22.42,24.04,N/A
0.6700,32264,35123,81,1552,22.42,24.04,N/A
0.6725,32272,35130,77,1349,22.42,24.04,N/A
0.6750,32261,35129,89,1381,22.42,24.04,N/A
0.6775,32265,35121,88,1242,22.42,24.04,N/A
0.6800,32264,35138,90,1061,22.42,24.04,N/A
0.6825,32264,35129,90,1001,22.42,24.04,N/A
0.6850,32265,35123,96,1089,22.42,24.04,N/A
0.6875,32262,35128,101,1177,22.42,24.04,N/A
0.6900,32270,35124,89,1210,22.42,24.04,N/A
0.6925,32264,35116,102,1258,22.42,24.04,N/A
0.6950,32255,35125,83,1496,22.42,24.04,N/A
0.6975,32266,35125,80,1540,22.42,24.04,N/A
0.7000,32272,35128,90,1406,22.42,24.04,N/A
0.7025,32270,35126,81,1172,22.42,24.04,N/A
0.7050,32269,35124,84,1096,22.42,24.04,N/A
0.7075,32265,35108,101,1127,22.42,24.04,N/A
0.7100,32218,35141,74,1082,22.42,24.04,N/A
0.7125,32264,35120,69,1453,22.42,24.04,N/A
0.7150,32292,35124,75,1467,22.42,24.04,N/A
0.7175,32273,35115,60,1378,22.42,24.04,N/A
0.7200,32263,35118,80,1176,22.42,24.04,N/A
0.7225,32279,35107,102,1031,22.42,24.04,N/A
0.7250,32258,35103,96,1157,22.42,24.04,N/A
0.7275,32248,35140,65,1345,22.42,24.04,N/A
0.7300,32246,35152,55,1649,22.42,24.04,N/A
0.7325,32281,35126,70,1696,22.42,24.04,N/A
0.7350,32282,35128,82,1425,22.42,24.04,N/A
0.7375,32266,35127,88,1028,22.42,24.04,N/A
0.7400,32261,35117,83,1160,22.42,24.04,N/A
0.7425,32255,35115,62,1049,22.42,24.04,N/A
0.7450,32236,35142,61,826,22.42,24.04,N/A
0.7475,32258,35128,95,814,22.42,24.04,N/A
0.7500,32304,35098,95,1032,22.42,24.04,N/A
0.7525,32298,35110,93,1354,22.42,24.04,N/A
0.7550,32269,35114,97,1575,22.42,24.04,N/A
0.7575,32276,35124,89,1617,22.42,24.04,N/A
0.7600,32263,35125,90,1470,22.47,24.04,N/A
0.7625,32271,35127,92,1108,22.47,24.04,N/A
0.7650,32268,35123,90,1024,22.47,24.04,N/A
0.7675,32271,35138,90,1146,22.47,24.04,N/A
0.7700,32265,35136,87,1418,22.47,24.04,N/A
0.7725,32268,35132,80,1576,22.47,24.04,N/A
0.7750,32271,35148,86,1425,22.47,24.04,N/A
0.7775,32269,35144,87,1369,22.47,24.04,N/A
0.7800,32267,35144,76,1303,22.47,24.04,N/A
0.7825,32278,35137,83,1164,22.47,24.04,N/A
0.7850,32277,35141,70,1098,22.47,24.04,N/A
0.7875,32279,35141,90,1097,22.47,24.04,N/A
0.7900,32255,35119,84,1344,22.47,24.04,N/A
0.7925,32260,35119,90,1574,22.47,24.04,N/A
0.7950,32263,35120,90,1691,22.47,24.04,N/A
0.7975,32267,35121,85,1621,22.47,24.04,N/A
0.8000,32263,35128,93,1396,22.47,24.04,N/A
0.8025,32260,35132,91,1150,22.47,24.04,N/A
0.8050,32263,35136,75,1018,22.47,24.04,N/A
0.8075,32259,35131,80,1299,22.47,24.04,N/A
0.8100,32265,35109,92,1297,22.47,24.04,N/A
0.8125,32262,35127,91,1416,22.47,24.04,N/A
0.8150,32253,35115,92,1572,22.47,24.04,N/A
0.8175,32262,35116,82,1252,22.47,24.04,N/A
0.8200,32262,35122,93,1192,22.47,24.04,N/A
0.8225,32258,35122,82,968,22.47,24.04,N/A
0.8250,32264,35130,87,876,22.47,24.04,N/A
0.8275,32268,35125,85,1050,22.47,24.04,N/A
0.8300,32267,35144,82,1410,22.47,24.04,N/A
0.8325,32270,35128,85,1632,22.47,24.04,N/A
0.8350,32262,35131,81,1457,22.47,24.04,N/A
0.8375,32269,35136,73,1068,22.47,24.04,N/A
0.8400,32259,35123,94,850,22.47,24.04,N/A
0.8425,32261,35110,79,1011,22.47,24.04,N/A
0.8450,32263,35117,77,1429,22.47,24.04,N/A
0.8475,32256,35121,85,1240,22.47,24.04,N/A
0.8500,32260,35133,89,1195,22.47,24.04,N/A
0.8525,32266,35135,83,1341,22.47,24.04,N/A
0.8550,32258,35116,96,1413,22.47,24.04,N/A
0.8575,32262,35115,98,1512,22.47,24.04,N/A
0.8600,32261,35133,82,1409,22.47,24.04,N/A
0.8625,32270,35139,81,873,22.47,24.04,N/A
0.8650,32262,35137,79,906,22.47,24.04,N/A
0.8675,32257,35122,74,1146,22.47,24.04,N/A
0.8700,32255,35112,86,1325,22.47,24.04,N/A
0.8725,32253,35132,83,1492,22.47,24.04,N/A
0.8750,32258,35137,72,1575,22.47,24.04,N/A
0.8775,32270,35125,91,1465,22.47,24.04,N/A
0.8800,32281,35140,80,1249,22.47,24.04,N/A
0.8825,32265,35133,82,964,22.47,24.04,N/A
0.8850,32265,35126,82,920,22.47,24.04,N/A
0.8875,32267,35126,90,993,22.47,24.04,N/A
0.8900,32254,35115,90,1156,22.47,24.04,N/A
0.8925,32256,35121,98,1310,22.47,24.04,N/A
0.8950,32251,35125,91,1458,22.47,24.04,N/A
0.8975,32256,35109,84,1502,22.47,24.04,N/A
0.9000,32261,35116,89,1271,22.47,24.04,N/A
0.9025,32258,35125,87,1099,22.47,24.04,N/A
0.9050,32264,35137,74,1024,22.47,24.04,N/A
0.9075,32271,35121,79,1056,22.47,24.04,N/A
0.9100,32266,35130,76,1140,22.47,24.04,N/A
0.9125,32267,35136,84,1283,22.47,24.04,N/A
0.9150,32270,35133,92,1468,22.47,24.04,N/A
0.9175,32252,35122,95,1610,22.47,24.04,N/A
0.9200,32251,35128,81,1700,22.47,24.04,N/A
0.9225,32261,35121,90,2026,22.47,24.04,N/A
0.9250,32261,35116,92,2154,22.47,24.04,N/A
0.9275,32259,35146,93,2273,22.47,24.04,N/A
0.9300,32267,35151,84,2224,22.47,24.04,N/A
0.9325,32266,35144,90,2134,22.47,24.04,N/A
0.9350,32269,35145,85,2156,22.47,24.04,N/A
0.9375,32271,35148,82,2181,22.47,24.04,N/A
0.9400,32270,35144,84,1679,22.47,24.04,N/A
0.9425,32267,35135,92,1116,22.47,24.04,N/A
0.9450,32267,35132,94,678,22.47,24.04,N/A
0.9475,32277,35129,83,685,22.47,24.04,N/A
0.9500,32267,35137,89,536,22.47,24.04,N/A
0.9525,32264,35151,90,548,22.47,24.04,N/A
0.9550,32260,35155,76,495,22.47,24.04,N/A
0.9575,32273,35155,92,491,22.47,24.04,N/A
0.9600,32272,35152,90,672,22.47,24.04,N/A
0.9625,32274,35162,86,867,22.47,24.04,N/A
0.9650,32270,35155,85,1095,22.47,24.04,N/A
0.9675,32279,35161,93,1092,22.47,24.04,N/A
0.9700,32270,35157,76,1069,22.47,24.04,N/A
0.9725,32274,35142,94,1269,22.47,24.04,N/A
0.9750,32272,35141,81,1352,22.47,24.04,N/A
0.9775,32256,35134,85,1162,22.47,24.04,N/A
0.9800,32258,35154,85,879,22.47,24.04,N/A
0.9825,32279,35150,83,847,22.47,24.04,N/A
0.9850,32261,35145,73,930,22.47,24.04,N/A
0.9875,32277,35146,80,1173,22.47,24.04,N/A
0.9900,32267,35152,84,1480,22.47,24.04,N/A
0.9925,32273,35137,88,1552,22.47,24.04,N/A
0.9950,32265,35124,98,1710,22.47,24.04,N/A
0.9975,32269,35138,96,1472,22.47,24.04,N/A
1.0000,32262,35132,91,1043,22.47,24.04,N/A
1.0025,32265,35129,84,975,22.47,24.04,N/A
1.0050,32273,35152,87,1321,22.47,24.04,N/A
1.0075,32266,35142,74,1509,22.47,24.04,N/A
1.0100,32270,35144,83,1256,22.47,24.04,N/A
1.0125,32275,35145,72,1072,22.47,24.04,N/A
1.0150,32276,35143,77,1339,22.47,24.04,N/A
1.0175,32270,35148,80,1378,22.47,24.04,N/A
1.0200,32271,35142,75,1035,22.47,24.04,N/A
1.0225,32273,35134,93,1010,22.47,24.04,N/A
1.0250,32256,35126,78,1187,22.47,24.04,N/A
1.0275,32263,35125,80,1362,22.47,24.04,N/A
1.0300,32267,35138,91,1516,22.47,24.04,N/A
1.0325,32267,35127,85,1636,22.47,24.04,N/A
1.0350,32265,35141,87,1526,22.47,24.04,N/A
1.0375,32256,35142,74,1302,22.47,24.04,N/A
1.0400,32264,35145,88,1267,22.47,24.04,N/A
1.0425,32284,35145,85,1248,22.47,24.04,N/A
1.0450,32267,35137,86,1012,22.47,24.04,N/A
1.0475,32272,35143,88,1176,22.47,24.04,N/A
1.0500,32261,35139,88,1392,22.47,24.04,N/A
1.0525,32268,35116,100,1526,22.47,24.04,N/A
1.0550,32277,35126,82,1579,22.47,24.04,N/A
1.0575,32260,35127,85,1436,22.47,24.04,N/A
1.0600,32273,35147,84,1010,22.47,24.04,N/A
1.0625,32267,35152,93,931,22.47,24.04,N/A
1.0650,32279,35156,87,1138,22.47,24.04,N/A
1.0675,32258,35147,79,1257,22.47,24.04,N/A
1.0700,32279,35151,78,1661,22.47,24.04,N/A
1.0725,32277,35131,89,1784,22.47,24.04,N/A
1.0750,32267,35135,83,1512,22.47,24.04,N/A
1.0775,32272,35129,84,1224,22.47,24.04,N/A
1.0800,32269,35142,90,1065,22.47,24.04,N/A
1.0825,32270,35150,84,1005,22.47,24.04,N/A
1.0850,32269,35157,93,1306,22.47,24.04,N/A
1.0875,32278,35150,82,1456,22.47,24.04,N/A
1.0900,32271,35148,84,1463,22.47,24.04,N/A
1.0925,32269,35157,94,1640,22.47,24.04,N/A
1.0950,32276,35162,85,1586,22.47,24.04,N/A
1.0975,32269,35158,77,1333,22.47,24.04,N/A
1.1000,32270,35143,91,1205,22.47,24.04,N/A
1.1025,32268,35140,77,1121,22.47,24.04,N/A
1.1050,32265,35143,88,1198,22.47,24.04,N/A
1.1075,32278,35151,102,1430,22.47,24.04,N/A
1.1100,32264,35153,85,1452,22.47,24.04,N/A
1.1125,32277,35155,76,1484,22.47,24.04,N/A
1.1150,32278,35153,88,1493,22.47,24.04,N/A
1.1175,32262,35159,80,1237,22.47,24.04,N/A
1.1200,32277,35157,82,1012,22.47,24.04,N/A
1.1225,32273,35144,81,1129,22.47,24.04,N/A
1.1250,32261,35133,99,1249,22.47,24.04,N/A
1.1275,32272,35119,92,1611,22.47,24.04,N/A
1.1300,32259,35134,87,1729,22.47,24.04,N/A
1.1325,32270,35147,72,1478,22.47,24.04,N/A
1.1350,32268,35142,103,1496,22.47,24.04,N/A
1.1375,32274,35151,81,1364,22.47,24.04,N/A
1.1400,32266,35143,85,1196,22.47,24.04,N/A
1.1425,32270,35141,85,1230,22.47,24.04,N/A
1.1450,32270,35131,75,1169,22.47,24.04,N/A
1.1475,32274,35136,70,1149,22.47,24.04,N/A
1.1500,32256,35123,100,1485,22.47,24.04,N/A
1.1525,32267,35131,92,1586,22.47,24.04,N/A
1.1550,32252,35108,86,1530,22.47,24.04,N/A
1.1575,32261,35125,79,1375,22.47,24.04,N/A
1.1600,32258,35107,69,1373,22.47,24.04,N/A
1.1625,32250,35128,71,1213,22.47,24.04,N/A
1.1650,32258,35114,69,1202,22.47,24.04,N/A
1.1675,32261,35118,83,1389,22.47,24.04,N/A
1.1700,32254,35117,79,1552,22.47,24.04,N/A
1.1725,32261,35128,79,1718,22.47,24.04,N/A
1.1750,32265,35111,80,1694,22.47,24.04,N/A
1.1775,32249,35096,104,1541,22.47,24.04,N/A
1.1800,32252,35100,105,1488,22.47,24.04,N/A
1.1825,32254,35101,82,1308,22.47,24.04,N/A
1.1850,32257,35099,87,1232,22.47,24.04,N/A
1.1875,32250,35115,79,1461,22.47,24.04,N/A
1.1900,32251,35112,83,1668,22.47,24.04,N/A
1.1925,32260,35112,77,1784,22.47,24.04,N/A
1.1950,32241,35101,91,1566,22.47,24.04,N/A
1.1975,32253,35109,83,1268,22.47,24.04,N/A
1.2000,32247,35108,81,1328,22.47,24.04,N/A
1.2025,32249,35109,74,1405,22.47,24.04,N/A
1.2050,32255,35098,83,1569,22.47,24.04,N/A
1.2075,32254,35097,84,1645,22.47,24.04,N/A
1.2100,32245,35100,96,1341,22.47,24.04,N/A
1.2125,32239,35104,99,1442,22.47,24.04,N/A
1.2150,32265,35110,77,1470,22.47,24.04,N/A
1.2175,32258,35108,96,1133,22.47,24.04,N/A
1.2200,32263,35113,84,1005,22.47,24.04,N/A
1.2225,32254,35100,91,1030,22.47,24.04,N/A
1.2250,32257,35114,78,1240,22.47,24.04,N/A
1.2275,32251,35103,78,1515,22.47,24.04,N/A
1.2300,32257,35106,93,1682,22.47,24.04,N/A
1.2325,32249,35096,80,1212,22.47,24.04,N/A
1.2350,32253,35101,103,1104,22.47,24.04,N/A
1.2375,32260,35106,79,1208,22.47,24.04,N/A
1.2400,32250,35119,73,982,22.47,24.04,N/A
1.2425,32255,35109,79,828,22.47,24.04,N/A
1.2450,32262,35114,84,1091,22.47,24.04,N/A
1.2475,32259,35112,86,1278,22.47,24.04,N/A
