Time (s),PPG_RED_RAW,PPG_IR,PPG_GREEN,ECG,T_AMBIENT,T_OBJECT,HR_GT
26.6650,31769,34650,102,1094,22.45,24.04,N/A
26.6675,31773,34638,89,1224,22.45,24.04,N/A
26.6700,31773,34637,88,1425,22.45,24.04,N/A
26.6725,31775,34659,85,1739,22.45,24.04,N/A
26.6750,31788,34656,79,1580,22.45,24.04,N/A
26.6775,31786,34659,81,1521,22.45,24.04,N/A
26.6800,31783,34661,76,1366,22.45,24.04,N/A
26.6825,31786,34652,81,1104,22.45,24.04,N/A
26.6850,31783,34659,78,1066,22.45,24.04,N/A
26.6875,31786,34640,93,1157,22.45,24.04,N/A
26.6900,31770,34639,83,1252,22.45,24.04,N/A
26.6925,31769,34640,87,1392,22.45,24.04,N/A
26.6950,31771,34642,80,1409,22.45,24.04,N/A
26.6975,31782,34649,82,1367,22.45,24.04,N/A
26.7000,31779,34651,80,1384,22.45,24.04,N/A
26.7025,31779,34648,85,1164,22.45,24.04,N/A
26.7050,31795,34652,88,1006,22.45,24.04,N/A
26.7075,31778,34639,84,794,22.45,24.04,N/A
26.7100,31781,34643,88,710,22.45,24.04,N/A
26.7125,31780,34633,84,892,22.45,24.04,N/A
26.7150,31769,34630,103,1214,22.45,24.04,N/A
26.7175,31769,34618,87,1231,22.45,24.04,N/A
26.7200,31773,34607,81,988,22.45,24.04,N/A
26.7225,31765,34613,87,835,22.45,24.04,N/A
26.7250,31763,34610,80,861,22.45,24.04,N/A
26.7275,31775,34626,87,1060,22.45,24.04,N/A
26.7300,31769,34609,77,1157,22.45,24.04,N/A
26.7325,31777,34620,83,858,22.45,24.04,N/A
26.7350,31769,34615,76,958,22.45,24.04,N/A
26.7375,31772,34611,93,1342,22.45,24.04,N/A
26.7400,31774,34615,82,1312,22.45,24.04,N/A
26.7425,31759,34602,95,1099,22.45,24.04,N/A
26.7450,31765,34590,81,838,22.45,24.04,N/A
26.7475,31753,34593,91,570,22.45,24.04,N/A
26.7500,31761,34594,79,1067,22.45,24.04,N/A
26.7525,31760,34575,101,1256,22.45,24.04,N/A
26.7550,31758,34586,87,1268,22.45,24.04,N/A
26.7575,31763,34598,69,1290,22.45,24.04,N/A
26.7600,31753,34603,80,1196,22.45,24.04,N/A
26.7625,31761,34597,85,912,22.45,24.04,N/A
26.7650,31763,34605,81,874,22.45,24.04,N/A
26.7675,31767,34600,77,898,22.45,24.04,N/A
26.7700,31763,34578,81,989,22.45,24.04,N/A
26.7725,31752,34581,94,1283,22.45,24.04,N/A
26.7750,31753,34582,89,1461,22.45,24.04,N/A
26.7775,31753,34606,88,1325,22.45,24.04,N/A
26.7800,31759,34601,97,1168,22.45,24.04,N/A
26.7825,31765,34610,80,1084,22.45,24.04,N/A
26.7850,31769,34607,81,1019,22.45,24.04,N/A
26.7875,31776,34600,81,1064,22.45,24.04,N/A
26.7900,31772,34603,79,1074,22.45,24.04,N/A
26.7925,31758,34588,89,1252,22.45,24.04,N/A
26.7950,31766,34589,80,1372,22.45,24.04,N/A
26.7975,31755,34587,99,1256,22.45,24.04,N/A
26.8000,31766,34594,86,871,22.45,24.04,N/A
26.8025,31758,34600,85,730,22.45,24.04,N/A
26.8050,31770,34605,84,1081,22.45,24.04,N/A
26.8075,31767,34608,88,1348,22.45,24.04,N/A
26.8100,31766,34606,83,1471,22.45,24.04,N/A
26.8125,31767,34612,80,1362,22.45,24.04,N/A
26.8150,31759,34602,85,1366,22.45,24.04,N/A
26.8175,31773,34615,86,1377,22.45,24.04,N/A
26.8200,31770,34583,80,1248,22.45,24.04,N/A
26.8225,31760,34607,90,1018,22.45,24.04,N/A
26.8250,31767,34604,100,817,22.45,24.04,N/A
26.8275,31765,34601,82,1003,22.45,24.04,N/A
26.8300,31781,34607,81,1395,22.45,24.04,N/A
26.8325,31776,34610,77,1509,22.45,24.04,N/A
26.8350,31770,34614,87,1352,22.45,24.04,N/A
26.8375,31771,34610,76,1346,22.45,24.04,N/A
26.8400,31769,34608,92,1240,22.45,24.04,N/A
26.8425,31776,34612,97,974,22.45,24.04,N/A
26.8450,31776,34605,76,845,22.45,24.04,N/A
26.8475,31773,34602,101,988,22.45,24.04,N/A
26.8500,31758,34598,93,1200,22.45,24.04,N/A
26.8525,31767,34605,76,1410,22.45,24.04,N/A
26.8550,31771,34609,87,1520,22.45,24.04,N/A
26.8575,31759,34603,79,1481,22.45,24.04,N/A
26.8600,31761,34620,87,1376,22.45,24.04,N/A
26.8625,31770,34613,70,1202,22.45,24.04,N/A
26.8650,31774,34616,78,1085,22.45,24.04,N/A
26.8675,31772,34607,80,1107,22.45,24.04,N/A
26.8700,31777,34602,105,1346,22.45,24.04,N/A
26.8725,31773,34597,92,1283,22.45,24.04,N/A
26.8750,31761,34607,84,1201,22.45,24.04,N/A
26.8775,31757,34593,93,1432,22.45,24.04,N/A
26.8800,31756,34606,82,1474,22.45,24.04,N/A
26.8825,31772,34607,89,1271,22.45,24.04,N/A
26.8850,31768,34624,77,1202,22.45,24.04,N/A
26.8875,31768,34621,82,1170,22.45,24.04,N/A
26.8900,31770,34615,81,1381,22.45,24.04,N/A
26.8925,31776,34621,79,1580,22.45,24.04,N/A
26.8950,31769,34624,81,1408,22.45,24.04,N/A
26.8975,31767,34614,98,1154,22.45,24.04,N/A
26.9000,31770,34615,103,1256,22.45,24.04,N/A
26.9025,31761,34604,92,1384,22.45,24.04,N/A
26.9050,31764,34607,87,1070,22.45,24.04,N/A
26.9075,31761,34613,79,1003,22.45,24.04,N/A
26.9100,31766,34630,74,1199,22.45,24.04,N/A
26.9125,31771,34608,86,1568,22.45,24.04,N/A
26.9150,31777,34628,89,1588,22.45,24.04,N/A
26.9175,31768,34628,86,1332,22.45,24.04,N/A
26.9200,31779,34640,76,1236,22.45,24.04,N/A
26.9225,31778,34616,84,1114,22.45,24.04,N/A
26.9250,31777,34610,81,929,22.45,24.04,N/A
26.9275,31776,34611,98,1139,22.45,24.04,N/A
26.9300,31767,34611,96,1389,22.45,24.04,N/A
26.9325,31771,34612,97,1516,22.45,24.04,N/A
26.9350,31766,34614,82,1493,22.45,24.04,N/A
26.9375,31774,34617,80,1332,22.45,24.04,N/A
26.9400,31777,34629,84,1201,22.45,24.04,N/A
26.9425,31772,34626,95,1175,22.45,24.04,N/A
26.9450,31779,34623,77,1242,22.45,24.04,N/A
26.9475,31785,34624,80,1067,22.45,24.04,N/A
26.9500,31781,34629,82,1034,22.45,24.04,N/A
26.9525,31773,34608,93,1530,22.45,24.04,N/A
26.9550,31767,34603,89,1662,22.45,24.04,N/A
26.9575,31773,34614,89,1372,22.45,24.04,N/A
26.9600,31770,34616,90,1372,22.45,24.04,N/A
26.9625,31774,34632,88,1316,22.45,24.04,N/A
26.9650,31783,34629,86,1100,22.45,24.04,N/A
26.9675,31779,34618,88,1245,22.45,24.04,N/A
26.9700,31767,34621,96,1448,22.45,24.04,N/A
26.9725,31773,34623,84,1440,22.45,24.04,N/A
26.9750,31779,34633,93,1454,22.45,24.04,N/A
26.9775,31767,34624,88,1591,22.45,24.04,N/A
26.9800,31769,34599,105,1595,22.45,24.04,N/A
26.9825,31778,34603,90,1310,22.45,24.04,N/A
26.9850,31766,34593,80,1150,22.45,24.04,N/A
26.9875,31776,34602,94,1211,22.45,24.04,N/A
26.9900,31768,34608,87,1406,22.45,24.04,N/A
26.9925,31774,34609,82,1786,22.45,24.04,N/A
26.9950,31751,34620,82,1816,22.45,24.04,N/A
26.9975,31766,34613,81,1616,22.45,24.04,N/A
27.0000,31767,34617,84,1388,22.45,24.04,N/A
27.0025,31770,34613,90,1052,22.45,24.04,N/A
27.0050,31770,34604,83,963,22.45,24.04,N/A
27.0075,31756,34585,97,1194,22.45,24.04,N/A
27.0100,31755,34590,94,1436,22.45,24.04,N/A
27.0125,31759,34593,88,1369,22.45,24.04,N/A
27.0150,31746,34585,93,1398,22.45,24.04,N/A
27.0175,31746,34600,89,1412,22.45,24.04,N/A
27.0200,31743,34592,86,1271,22.45,24.04,N/A
27.0225,31743,34588,78,1113,22.45,24.04,N/A
27.0250,31747,34592,87,1094,22.45,24.04,N/A
27.0275,31755,34589,78,692,22.45,24.04,N/A
27.0300,31749,34566,90,702,22.45,24.04,N/A
27.0325,31750,34580,97,803,22.45,24.04,N/A
27.0350,31744,34570,100,1143,22.45,24.04,N/A
27.0375,31755,34575,94,1428,22.45,24.04,N/A
27.0400,31745,34572,89,936,22.45,24.04,N/A
27.0425,31744,34576,81,614,22.45,24.04,N/A
27.0450,31737,34562,94,409,22.45,24.04,N/A
27.0475,31751,34578,90,530,22.45,24.04,N/A
27.0500,31746,34570,89,524,22.45,24.04,N/A
27.0525,31745,34575,86,570,22.45,24.04,N/A
27.0550,31759,34573,92,740,22.45,24.04,N/A
27.0575,31748,34548,96,817,22.45,24.04,N/A
27.0600,31736,34568,106,675,22.45,24.04,N/A
27.0625,31748,34561,93,699,22.45,24.04,N/A
27.0650,31749,34560,87,592,22.45,24.04,N/A
27.0675,31741,34571,80,546,22.45,24.04,N/A
27.0700,31764,34573,90,657,22.45,24.04,N/A
27.0725,31745,34571,88,772,22.45,24.04,N/A
27.0750,31749,34569,82,716,22.45,24.04,N/A
27.0775,31740,34555,94,397,22.45,24.04,N/A
27.0800,31705,34571,73,504,22.45,24.04,N/A
27.0825,31725,34545,77,699,22.45,24.04,N/A
27.0850,31764,34549,80,854,22.45,24.04,N/A
27.0875,31742,34538,61,982,22.45,24.04,N/A
27.0900,31736,34541,66,1163,22.45,24.04,N/A
27.0925,31733,34515,106,1173,22.45,24.04,N/A
27.0950,31728,34543,95,1083,22.45,24.04,N/A
27.0975,31716,34583,59,1136,22.45,24.04,N/A
27.1000,31725,34568,55,1192,22.45,24.04,N/A
27.1025,31753,34538,60,1178,22.45,24.04,N/A
27.1050,31763,34538,73,1179,22.45,24.04,N/A
27.1075,31723,34541,104,1332,22.45,24.04,N/A
27.1100,31737,34530,90,1706,22.45,24.04,N/A
27.1125,31742,34513,54,2394,22.45,24.04,N/A
27.1150,31723,34532,61,2502,22.45,24.04,N/A
27.1175,31755,34575,94,2038,22.45,24.04,N/A
27.1200,31745,34572,89,1868,22.45,24.04,N/A
27.1225,31730,34528,87,1673,22.45,24.04,N/A
27.1250,31743,34512,96,1452,22.45,24.04,N/A
27.1275,31732,34510,100,1581,22.45,24.04,N/A
27.1300,31740,34547,86,1872,22.45,24.04,N/A
27.1325,31723,34547,87,2099,22.45,24.02,N/A
27.1350,31725,34535,97,2122,22.45,24.02,N/A
27.1375,31730,34537,98,1816,22.45,24.02,N/A
27.1400,31728,34530,99,1746,22.45,24.02,N/A
27.1425,31730,34526,87,1720,22.45,24.02,N/A
27.1450,31733,34540,77,1486,22.45,24.02,N/A
27.1475,31720,34536,77,1467,22.45,24.02,N/A
27.1500,31742,34563,82,1863,22.45,24.02,N/A
27.1525,31738,34552,87,1879,22.45,24.02,N/A
27.1550,31730,34555,75,1664,22.45,24.02,N/A
27.1575,31723,34557,81,1616,22.45,24.02,N/A
27.1600,31735,34565,90,1576,22.45,24.02,N/A
27.1625,31725,34534,101,1461,22.45,24.02,N/A
27.1650,31736,34547,93,1432,22.45,24.02,N/A
27.1675,31738,34542,75,1473,22.45,24.02,N/A
27.1700,31731,34558,90,1586,22.45,24.02,N/A
27.1725,31738,34567,82,1772,22.45,24.02,N/A
27.1750,31739,34564,81,1831,22.45,24.02,N/A
27.1775,31746,34558,81,1560,22.45,24.02,N/A
27.1800,31744,34564,77,1441,22.45,24.02,N/A
27.1825,31739,34545,83,1333,22.45,24.02,N/A
27.1850,31749,34574,75,1284,22.45,24.02,N/A
27.1875,31730,34570,84,1478,22.45,24.02,N/A
27.1900,31731,34565,93,1577,22.45,24.02,N/A
27.1925,31741,34559,80,1672,22.45,24.02,N/A
27.1950,31739,34550,100,1644,22.45,24.02,N/A
27.1975,31743,34571,77,1453,22.45,24.02,N/A
27.2000,31739,34572,84,1292,22.45,24.02,N/A
27.2025,31755,34574,95,1200,22.45,24.02,N/A
27.2050,31749,34575,80,1204,22.45,24.02,N/A
27.2075,31755,34586,92,1621,22.45,24.02,N/A
27.2100,31747,34584,90,1772,22.45,24.02,N/A
27.2125,31752,34586,76,1514,22.45,24.02,N/A
27.2150,31746,34596,91,1397,22.45,24.02,N/A
27.2175,31745,34579,78,1618,22.45,24.02,N/A
27.2200,31749,34565,90,1788,22.45,24.02,N/A
27.2225,31753,34594,91,1558,22.45,24.02,N/A
27.2250,31747,34584,81,1396,22.45,24.02,N/A
27.2275,31754,34590,80,1483,22.45,24.02,N/A
27.2300,31761,34600,88,1685,22.45,24.02,N/A
27.2325,31756,34598,82,1694,22.45,24.02,N/A
27.2350,31750,34606,81,1659,22.45,24.02,N/A
27.2375,31755,34602,89,1731,22.45,24.02,N/A
27.2400,31756,34605,87,1680,22.45,24.02,N/A
27.2425,31762,34610,87,1660,22.45,24.02,N/A
27.2450,31751,34590,98,1392,22.45,24.02,N/A
27.2475,31752,34593,101,1381,22.45,24.02,N/A
27.2500,31742,34583,100,1587,22.45,24.02,N/A
27.2525,31760,34590,102,1636,22.45,24.02,N/A
27.2550,31758,34611,97,1642,22.45,24.02,N/A
27.2575,31758,34624,80,1673,22.45,24.02,N/A
27.2600,31756,34611,89,1638,22.45,24.02,N/A
27.2625,31767,34613,83,1412,22.45,24.02,N/A
27.2650,31758,34614,77,1429,22.45,24.02,N/A
27.2675,31751,34599,93,1515,22.45,24.02,N/A
27.2700,31763,34599,90,1483,22.45,24.02,N/A
27.2725,31763,34593,85,1613,22.45,24.02,N/A
27.2750,31750,34606,96,1603,22.45,24.02,N/A
27.2775,31746,34616,98,1651,22.45,24.02,N/A
27.2800,31753,34616,82,1657,22.45,24.02,N/A
27.2825,31753,34636,81,1412,22.45,24.02,N/A
27.2850,31753,34633,78,1308,22.45,24.02,N/A
27.2875,31767,34637,82,1489,22.45,24.02,N/A
27.2900,31752,34634,78,1764,22.45,24.02,N/A
27.2925,31770,34635,84,1824,22.45,24.02,N/A
27.2950,31762,34631,98,1385,22.45,24.02,N/A
27.2975,31758,34630,101,1468,22.45,24.02,N/A
27.3000,31764,34637,102,1790,22.45,24.02,N/A
27.3025,31759,34634,80,1726,22.45,24.02,N/A
27.3050,31757,34648,97,1384,22.45,24.02,N/A
27.3075,31761,34656,80,1385,22.45,24.02,N/A
27.3100,31772,34660,87,1450,22.45,24.02,N/A
27.3125,31764,34658,68,1362,22.45,24.02,N/A
27.3150,31776,34653,91,1869,22.45,24.02,N/A
27.3175,31767,34660,78,1938,22.45,24.02,N/A
27.3200,31763,34641,103,1540,22.45,24.02,N/A
27.3225,31770,34643,87,1285,22.45,24.02,N/A
27.3250,31773,34653,90,1224,22.45,24.02,N/A
27.3275,31773,34641,78,1360,22.45,24.02,N/A
27.3300,31767,34644,80,1340,22.45,24.02,N/A
27.3325,31765,34643,102,1391,22.45,24.02,N/A
27.3350,31776,34654,90,1568,22.45,24.02,N/A
27.3375,31765,34665,74,1557,22.45,24.02,N/A
27.3400,31765,34659,74,1304,22.45,24.02,N/A
27.3425,31760,34646,84,1085,22.45,24.02,N/A
27.3450,31762,34651,87,850,22.45,24.02,N/A
27.3475,31767,34653,76,922,22.45,24.02,N/A
27.3500,31760,34614,94,1082,22.45,24.02,N/A
27.3525,31751,34634,83,1110,22.45,24.02,N/A
27.3550,31754,34629,92,1068,22.45,24.02,N/A
27.3575,31758,34630,94,1018,22.45,24.02,N/A
27.3600,31760,34634,78,1317,22.45,24.02,N/A
27.3625,31758,34637,82,1303,22.45,24.02,N/A
27.3650,31764,34631,76,1201,22.45,24.02,N/A
27.3675,31755,34633,89,882,22.45,24.02,N/A
27.3700,31757,34629,85,592,22.45,24.02,N/A
27.3725,31763,34631,89,808,22.45,24.02,N/A
27.3750,31759,34625,79,885,22.45,24.02,N/A
27.3775,31750,34612,100,774,22.45,24.02,N/A
27.3800,31758,34618,93,759,22.45,24.02,N/A
27.3825,31758,34611,80,737,22.45,24.02,N/A
27.3850,31752,34605,97,592,22.45,24.02,N/A
27.3875,31752,34613,96,716,22.45,24.02,N/A
27.3900,31757,34627,89,845,22.45,24.02,N/A
27.3925,31762,34621,85,919,22.45,24.02,N/A
27.3950,31758,34631,87,940,22.45,24.02,N/A
27.3975,31756,34629,77,863,22.45,24.02,N/A
27.4000,31753,34620,76,697,22.45,24.02,N/A
27.4025,31765,34623,85,584,22.45,24.02,N/A
27.4050,31761,34605,91,686,22.45,24.02,N/A
27.4075,31760,34595,81,681,22.45,24.02,N/A
27.4100,31752,34617,101,683,22.45,24.02,N/A
27.4125,31755,34617,89,767,22.45,24.02,N/A
27.4150,31752,34625,89,918,22.45,24.02,N/A
27.4175,31759,34619,79,753,22.45,24.02,N/A
27.4200,31769,34634,79,471,22.45,24.02,N/A
27.4225,31758,34635,83,574,22.45,24.02,N/A
27.4250,31763,34637,66,864,22.45,24.02,N/A
27.4275,31758,34620,105,1064,22.45,24.02,N/A
27.4300,31755,34632,83,1284,22.45,24.02,N/A
27.4325,31762,34614,93,1203,22.45,24.02,N/A
27.4350,31753,34610,82,1009,22.45,24.02,N/A
27.4375,31771,34616,100,912,22.45,24.02,N/A
27.4400,31764,34629,90,994,22.45,24.02,N/A
27.4425,31758,34635,80,973,22.45,24.02,N/A
27.4450,31775,34643,88,829,22.45,24.02,N/A
27.4475,31776,34640,84,772,22.45,24.02,N/A
27.4500,31771,34640,92,896,22.45,24.02,N/A
27.4525,31773,34641,88,1101,22.45,24.02,N/A
27.4550,31758,34641,80,1148,22.45,24.02,N/A
27.4575,31751,34617,99,1080,22.45,24.02,N/A
27.4600,31757,34619,98,1004,22.45,24.02,N/A
27.4625,31760,34619,96,1022,22.45,24.02,N/A
27.4650,31770,34617,96,975,22.45,24.02,N/A
27.4675,31757,34639,93,966,22.45,24.02,N/A
27.4700,31761,34642,78,1049,22.45,24.02,N/A
27.4725,31766,34639,84,1109,22.45,24.02,N/A
27.4750,31769,34648,90,1133,22.45,24.02,N/A
27.4775,31766,34634,77,1056,22.45,24.02,N/A
27.4800,31763,34639,82,1036,22.45,24.02,N/A
27.4825,31767,34640,78,1068,22.45,24.02,N/A
27.4850,31771,34641,84,1148,22.45,24.02,N/A
27.4875,31762,34619,86,1368,22.45,24.02,N/A
27.4900,31757,34628,83,1328,22.45,24.02,N/A
27.4925,31764,34632,89,1230,22.45,24.02,N/A
27.4950,31758,34630,92,1203,22.45,24.02,N/A
27.4975,31758,34644,88,991,22.45,24.02,N/A
27.5000,31775,34641,89,1120,22.45,24.02,N/A
27.5025,31764,34649,86,1247,22.45,24.02,N/A
27.5050,31762,34642,81,1189,22.45,24.02,N/A
27.5075,31777,34641,80,1239,22.45,24.02,N/A
27.5100,31760,34632,106,1350,22.45,24.02,N/A
27.5125,31757,34637,86,1377,22.45,24.02,N/A
27.5150,31760,34609,89,1328,22.45,24.02,N/A
27.5175,31757,34632,87,1050,22.45,24.02,N/A
27.5200,31765,34620,77,1142,22.45,24.02,N/A
27.5225,31764,34644,83,1106,22.45,24.02,N/A
27.5250,31759,34638,81,936,22.45,24.02,N/A
27.5275,31772,34645,79,1154,22.45,24.02,N/A
27.5300,31767,34643,79,1336,22.45,24.02,N/A
27.5325,31767,34651,81,1572,22.45,24.02,N/A
27.5350,31766,34654,79,1653,22.45,24.02,N/A
27.5375,31764,34628,84,1270,22.45,24.02,N/A
27.5400,31766,34640,100,986,22.45,24.02,N/A
27.5425,31762,34636,100,906,22.45,24.02,N/A
27.5450,31756,34637,97,1149,22.45,24.02,N/A
27.5475,31777,34637,89,1211,22.45,24.02,N/A
27.5500,31766,34638,94,1261,22.45,24.02,N/A
27.5525,31762,34655,92,1269,22.45,24.02,N/A
27.5550,31770,34651,91,1171,22.45,24.02,N/A
27.5575,31773,34656,80,1344,22.45,24.02,N/A
27.5600,31764,34653,88,1436,22.45,24.02,N/A
27.5625,31774,34656,88,1198,22.45,24.02,N/A
27.5650,31757,34641,99,958,22.45,24.02,N/A
27.5675,31763,34630,92,1120,22.45,24.02,N/A
27.5700,31759,34633,84,1402,22.45,24.02,N/A
27.5725,31774,34635,99,1538,22.45,24.02,N/A
27.5750,31764,34638,83,1470,22.45,24.02,N/A
27.5775,31758,34653,75,1232,22.45,24.02,N/A
27.5800,31771,34653,65,1001,22.45,24.02,N/A
27.5825,31768,34659,80,1150,22.45,24.02,N/A
27.5850,31781,34646,86,1310,22.45,24.02,N/A
27.5875,31773,34656,75,1207,22.45,24.02,N/A
27.5900,31775,34663,84,1376,22.45,24.02,N/A
27.5925,31773,34640,90,1447,22.45,24.02,N/A
27.5950,31770,34652,85,1459,22.45,24.02,N/A
27.5975,31767,34650,86,1339,22.45,24.02,N/A
27.6000,31766,34652,89,1175,22.45,24.02,N/A
27.6025,31758,34650,95,1153,22.45,24.02,N/A
27.6050,31775,34661,77,1131,22.45,24.02,N/A
27.6075,31779,34659,84,1110,22.45,24.02,N/A
27.6100,31780,34661,91,1340,22.45,24.02,N/A
27.6125,31770,34668,73,1506,22.45,24.02,N/A
27.6150,31775,34675,86,1606,22.45,24.02,N/A
27.6175,31782,34660,85,1298,22.45,24.02,N/A
27.6200,31767,34645,83,855,22.45,24.02,N/A
27.6225,31774,34644,87,943,22.45,24.02,N/A
27.6250,31773,34649,79,1175,22.45,24.02,N/A
27.6275,31773,34653,81,1153,22.45,24.02,N/A
27.6300,31781,34665,81,1500,22.45,24.02,N/A
27.6325,31757,34669,82,1534,22.45,24.02,N/A
27.6350,31757,34681,76,1432,22.45,24.02,N/A
27.6375,31746,34671,74,1320,22.45,24.02,N/A
27.6400,31799,34667,83,1003,22.45,24.02,N/A
27.6425,31772,34659,56,796,22.45,24.02,N/A
27.6450,31768,34658,73,941,22.45,24.02,N/A
27.6475,31777,34638,92,1328,22.45,24.02,N/A
27.6500,31752,34660,72,1571,22.45,24.02,N/A
27.6525,31745,34679,64,1737,22.45,24.02,N/A
27.6550,31783,34649,77,1605,22.45,24.02,N/A
27.6575,31791,34652,74,1192,22.45,24.02,N/A
27.6600,31777,34665,108,1065,22.45,24.02,N/A
27.6625,31779,34635,76,1067,22.45,24.02,N/A
27.6650,31791,34618,67,1200,22.45,24.02,N/A
27.6675,31752,34682,72,1217,22.45,24.02,N/A
27.6700,31775,34663,84,1316,22.45,24.02,N/A
27.6725,31815,34654,91,1496,22.45,24.02,N/A
27.6750,31790,34656,96,1364,22.45,24.02,N/A
27.6775,31781,34650,102,1269,22.45,24.02,N/A
27.6800,31777,34662,86,1187,22.45,24.02,N/A
27.6825,31776,34664,81,1138,22.47,24.02,N/A
27.6850,31788,34678,79,1159,22.47,24.02,N/A
27.6875,31777,34688,82,1382,22.47,24.02,N/A
27.6900,31793,34690,80,1517,22.47,24.02,N/A
27.6925,31791,34677,93,1552,22.47,24.02,N/A
27.6950,31783,34688,85,1359,22.47,24.02,N/A
27.6975,31779,34661,94,1160,22.47,24.02,N/A
27.7000,31786,34665,86,1059,22.47,24.02,N/A
27.7025,31779,34662,92,1171,22.47,24.02,N/A
27.7050,31777,34663,80,1204,22.47,24.02,N/A
27.7075,31777,34668,95,1321,22.47,24.02,N/A
27.7100,31776,34675,81,1540,22.47,24.02,N/A
27.7125,31783,34674,80,1413,22.47,24.02,N/A
27.7150,31791,34686,89,1328,22.47,24.02,N/A
27.7175,31798,34689,83,1158,22.47,24.02,N/A
27.7200,31791,34685,71,1312,22.47,24.02,N/A
27.7225,31789,34692,81,1382,22.47,24.02,N/A
27.7250,31788,34656,98,1268,22.47,24.02,N/A
27.7275,31788,34678,89,1245,22.47,24.02,N/A
27.7300,31774,34674,86,1281,22.47,24.02,N/A
27.7325,31784,34673,85,1483,22.47,24.02,N/A
27.7350,31776,34675,85,1520,22.47,24.02,N/A
27.7375,31775,34676,84,1332,22.47,24.02,N/A
27.7400,31780,34695,87,1090,22.47,24.02,N/A
27.7425,31783,34696,77,884,22.47,24.02,N/A
27.7450,31785,34684,81,1029,22.47,24.02,N/A
27.7475,31781,34674,98,1308,22.47,24.02,N/A
27.7500,31792,34702,87,1433,22.47,24.02,N/A
27.7525,31780,34676,83,1689,22.47,24.02,N/A
27.7550,31779,34682,85,1697,22.47,24.02,N/A
27.7575,31783,34680,80,1390,22.47,24.02,N/A
27.7600,31777,34689,100,1170,22.47,24.02,N/A
27.7625,31785,34690,86,1053,22.47,24.02,N/A
27.7650,31784,34695,91,1106,22.47,24.02,N/A
27.7675,31787,34695,73,1260,22.47,24.02,N/A
27.7700,31791,34691,86,1394,22.47,24.02,N/A
27.7725,31794,34703,88,1479,22.47,24.02,N/A
27.7750,31787,34707,77,1471,22.47,24.02,N/A
27.7775,31792,34698,82,1344,22.47,24.02,N/A
27.7800,31795,34701,110,1254,22.47,24.02,N/A
27.7825,31792,34673,93,1003,22.47,24.02,N/A
27.7850,31786,34697,85,1113,22.47,24.02,N/A
27.7875,31788,34690,89,1400,22.47,24.02,N/A
27.7900,31786,34690,86,1621,22.47,24.02,N/A
27.7925,31792,34717,87,1767,22.47,24.02,N/A
27.7950,31791,34718,76,1604,22.47,24.02,N/A
27.7975,31795,34711,94,975,22.47,24.02,N/A
27.8000,31785,34718,90,933,22.47,24.02,N/A
27.8025,31785,34711,82,978,22.47,24.02,N/A
27.8050,31791,34724,83,1073,22.47,24.02,N/A
27.8075,31791,34694,93,1445,22.47,24.02,N/A
27.8100,31786,34686,80,1494,22.47,24.02,N/A
27.8125,31783,34697,105,1481,22.47,24.02,N/A
27.8150,31785,34706,80,1548,22.47,24.02,N/A
27.8175,31789,34711,91,1491,22.47,24.02,N/A
27.8200,31788,34712,94,1291,22.47,24.02,N/A
27.8225,31786,34710,80,1121,22.47,24.02,N/A
27.8250,31777,34714,92,1070,22.47,24.02,N/A
27.8275,31793,34715,90,1159,22.47,24.02,N/A
27.8300,31797,34714,85,1416,22.47,24.02,N/A
27.8325,31788,34708,86,1455,22.47,24.02,N/A
27.8350,31776,34700,92,1550,22.47,24.02,N/A
27.8375,31782,34691,87,1538,22.47,24.02,N/A
27.8400,31779,34688,86,1375,22.47,24.02,N/A
27.8425,31770,34699,77,1116,22.47,24.02,N/A
27.8450,31781,34707,87,1162,22.47,24.02,N/A
27.8475,31791,34708,81,1279,22.47,24.02,N/A
27.8500,31783,34701,70,1255,22.47,24.02,N/A
27.8525,31789,34695,88,1372,22.47,24.02,N/A
27.8550,31782,34701,89,1580,22.47,24.02,N/A
27.8575,31791,34704,90,1338,22.47,24.02,N/A
27.8600,31785,34707,84,963,22.47,24.02,N/A
27.8625,31784,34684,93,1056,22.47,24.02,N/A
27.8650,31778,34683,75,1323,22.47,24.02,N/A
27.8675,31782,34693,72,1296,22.47,24.02,N/A
27.8700,31782,34694,95,1152,22.47,24.02,N/A
27.8725,31774,34706,69,1104,22.47,24.02,N/A
27.8750,31779,34700,86,1217,22.47,24.02,N/A
27.8775,31785,34712,88,1312,22.47,24.02,N/A
27.8800,31793,34701,85,1398,22.47,24.02,N/A
27.8825,31785,34707,89,1276,22.47,24.02,N/A
27.8850,31784,34711,83,1236,22.47,24.02,N/A
27.8875,31781,34708,92,1451,22.47,24.02,N/A
27.8900,31778,34678,86,1542,22.47,24.02,N/A
27.8925,31784,34695,85,1362,22.47,24.02,N/A
27.8950,31773,34706,84,1128,22.47,24.02,N/A
27.8975,31771,34701,91,1083,22.47,24.02,N/A
27.9000,31782,34699,70,1304,22.47,24.02,N/A
27.9025,31781,34706,89,1403,22.47,24.02,N/A
27.9050,31786,34700,88,1203,22.47,24.02,N/A
27.9075,31780,34703,80,1244,22.47,24.02,N/A
27.9100,31786,34707,97,1381,22.47,24.02,N/A
27.9125,31778,34690,97,1410,22.47,24.02,N/A
27.9150,31778,34688,96,1282,22.47,24.02,N/A
