Time (s),ECG,HR GT
29.1700,1060,N/A
29.1725,1056,N/A
29.1750,1028,N/A
29.1775,1024,N/A
29.1800,1042,N/A
29.1825,1126,N/A
29.1850,1237,N/A
29.1875,1344,N/A
29.1900,1376,N/A
29.1925,1368,N/A
29.1950,1300,N/A
29.1975,1186,N/A
29.2000,1093,N/A
29.2025,1036,N/A
29.2050,1019,N/A
29.2075,1061,N/A
29.2100,1108,N/A
29.2125,1152,N/A
29.2150,1178,N/A
29.2175,1204,N/A
29.2200,1228,N/A
29.2225,1232,N/A
29.2250,1244,N/A
29.2275,1254,N/A
29.2300,1289,N/A
29.2325,1350,N/A
29.2350,1382,N/A
29.2375,1382,N/A
29.2400,1332,N/A
29.2425,1240,N/A
29.2450,1104,N/A
29.2475,985,N/A
29.2500,952,N/A
29.2525,1041,N/A
29.2550,1185,N/A
29.2575,1315,N/A
29.2600,1424,N/A
29.2625,1392,N/A
29.2650,1328,N/A
29.2675,1172,N/A
29.2700,1072,N/A
29.2725,1042,N/A
29.2750,1017,N/A
29.2775,1009,N/A
29.2800,1014,N/A
29.2825,1056,N/A
29.2850,1076,N/A
29.2875,1096,N/A
29.2900,1100,N/A
29.2925,1144,N/A
29.2950,1209,N/A
29.2975,1254,N/A
29.3000,1312,N/A
29.3025,1315,N/A
29.3050,1242,N/A
29.3075,1144,N/A
29.3100,1066,N/A
29.3125,1104,N/A
29.3150,1060,N/A
29.3175,1033,N/A
29.3200,1001,N/A
29.3225,988,N/A
29.3250,1008,N/A
29.3275,1059,N/A
29.3300,1154,N/A
29.3325,1217,N/A
29.3350,1225,N/A
29.3375,1210,N/A
29.3400,1168,N/A
29.3425,1137,N/A
29.3450,1152,N/A
29.3475,1141,N/A
29.3500,1132,N/A
29.3525,1098,N/A
29.3550,1152,N/A
29.3575,1216,N/A
29.3600,1224,N/A
29.3625,1186,N/A
29.3650,1144,N/A
29.3675,1104,N/A
29.3700,1098,N/A
29.3725,1160,N/A
29.3750,1212,N/A
29.3775,1272,N/A
29.3800,1260,N/A
29.3825,1234,N/A
29.3850,1200,N/A
29.3875,1153,N/A
29.3900,1125,N/A
29.3925,1131,N/A
29.3950,1161,N/A
29.3975,1193,N/A
29.4000,1220,N/A
29.4025,1240,N/A
29.4050,1212,N/A
29.4075,1168,N/A
29.4100,1126,N/A
29.4125,1116,N/A
29.4150,1108,N/A
29.4175,1147,N/A
29.4200,1124,N/A
29.4225,1112,N/A
29.4250,1092,N/A
29.4275,1096,N/A
29.4300,1108,N/A
29.4325,1112,N/A
29.4350,1125,N/A
29.4375,1184,N/A
29.4400,1245,N/A
29.4425,1280,N/A
29.4450,1293,N/A
29.4475,1305,N/A
29.4500,1284,N/A
29.4525,1234,N/A
29.4550,1197,N/A
29.4575,1176,N/A
29.4600,1193,N/A
29.4625,1223,N/A
29.4650,1224,N/A
29.4675,1232,N/A
29.4700,1280,N/A
29.4725,1296,N/A
29.4750,1248,N/A
29.4775,1221,N/A
29.4800,1152,N/A
29.4825,1097,N/A
29.4850,1077,N/A
29.4875,1091,N/A
29.4900,1124,N/A
29.4925,1132,N/A
29.4950,1125,N/A
29.4975,1064,N/A
29.5000,992,N/A
29.5025,965,N/A
29.5050,993,N/A
29.5075,1056,N/A
29.5100,1120,N/A
29.5125,1169,N/A
29.5150,1177,N/A
29.5175,1184,N/A
29.5200,1248,N/A
29.5225,1328,N/A
29.5250,1360,N/A
29.5275,1320,N/A
29.5300,1232,N/A
29.5325,1133,N/A
29.5350,1061,N/A
29.5375,1002,N/A
29.5400,992,N/A
29.5425,992,N/A
29.5450,1015,N/A
29.5475,1092,N/A
29.5500,1200,N/A
29.5525,1280,N/A
29.5550,1332,N/A
29.5575,1352,N/A
29.5600,1333,N/A
29.5625,1285,N/A
29.5650,1258,N/A
29.5675,1236,N/A
29.5700,1248,N/A
29.5725,1232,N/A
29.5750,1208,N/A
29.5775,1200,N/A
29.5800,1216,N/A
29.5825,1232,N/A
29.5850,1248,N/A
29.5875,1238,N/A
29.5900,1228,N/A
29.5925,1232,N/A
29.5950,1260,N/A
29.5975,1312,N/A
29.6000,1314,N/A
29.6025,1217,N/A
29.6050,1100,N/A
29.6075,1056,N/A
29.6100,1034,N/A
29.6125,998,N/A
29.6150,965,N/A
29.6175,897,N/A
29.6200,995,N/A
29.6225,1070,N/A
29.6250,1153,N/A
29.6275,1224,N/A
29.6300,1273,N/A
29.6325,1336,N/A
29.6350,1320,N/A
29.6375,1272,N/A
29.6400,1176,N/A
29.6425,1080,N/A
29.6450,1013,N/A
29.6475,1004,N/A
29.6500,1017,N/A
29.6525,1064,N/A
29.6550,1104,N/A
29.6575,1136,N/A
29.6600,1158,N/A
29.6625,1186,N/A
29.6650,1216,N/A
29.6675,1222,N/A
29.6700,1248,N/A
29.6725,1274,N/A
29.6750,1298,N/A
29.6775,1301,N/A
29.6800,1313,N/A
29.6825,1305,N/A
29.6850,1296,N/A
29.6875,1251,N/A
29.6900,1156,N/A
29.6925,1064,N/A
29.6950,995,N/A
29.6975,986,N/A
29.7000,1024,N/A
29.7025,1104,N/A
29.7050,1200,N/A
29.7075,1297,N/A
29.7100,1365,N/A
29.7125,1393,N/A
29.7150,1376,N/A
29.7175,1362,N/A
29.7200,1360,N/A
29.7225,1344,N/A
29.7250,1291,N/A
29.7275,1292,N/A
29.7300,1265,N/A
29.7325,1312,N/A
29.7350,1336,N/A
29.7375,1336,N/A
29.7400,1281,N/A
29.7425,1220,N/A
29.7450,1172,N/A
29.7475,1164,N/A
29.7500,1184,N/A
29.7525,1176,N/A
29.7550,1153,N/A
29.7575,1152,N/A
29.7600,1154,N/A
29.7625,1161,N/A
29.7650,1184,N/A
29.7675,1200,N/A
29.7700,1216,N/A
29.7725,1240,N/A
29.7750,1264,N/A
29.7775,1280,N/A
29.7800,1288,N/A
29.7825,1365,N/A
29.7850,1392,N/A
29.7875,1392,N/A
29.7900,1313,N/A
29.7925,1212,N/A
29.7950,1154,N/A
29.7975,1152,N/A
29.8000,1196,N/A
29.8025,1234,N/A
29.8050,1290,N/A
29.8075,1330,N/A
29.8100,1324,N/A
29.8125,1280,N/A
29.8150,1249,N/A
29.8175,1200,N/A
29.8200,1160,N/A
29.8225,1090,N/A
29.8250,1013,N/A
29.8275,996,N/A
29.8300,1025,N/A
29.8325,1076,N/A
29.8350,1128,N/A
29.8375,1168,N/A
29.8400,1184,N/A
29.8425,1165,N/A
29.8450,1128,N/A
29.8475,1122,N/A
29.8500,1122,N/A
29.8525,1152,N/A
29.8550,1216,N/A
29.8575,1254,N/A
29.8600,1228,N/A
29.8625,1163,N/A
29.8650,1141,N/A
29.8675,1177,N/A
29.8700,1210,N/A
29.8725,1201,N/A
29.8750,1166,N/A
29.8775,1120,N/A
29.8800,1125,N/A
29.8825,1140,N/A
29.8850,1180,N/A
29.8875,1146,N/A
29.8900,1106,N/A
29.8925,1080,N/A
29.8950,1082,N/A
29.8975,1098,N/A
29.9000,1104,N/A
29.9025,1064,N/A
29.9050,1009,N/A
29.9075,987,N/A
29.9100,1000,N/A
29.9125,1037,N/A
29.9150,1093,N/A
29.9175,1160,N/A
29.9200,1234,N/A
29.9225,1282,N/A
29.9250,1261,N/A
29.9275,1193,N/A
29.9300,1136,N/A
29.9325,1110,N/A
29.9350,1109,N/A
29.9375,1120,N/A
29.9400,1152,N/A
29.9425,1220,N/A
29.9450,1321,N/A
29.9475,1361,N/A
29.9500,1352,N/A
29.9525,1307,N/A
29.9550,1285,N/A
29.9575,1254,N/A
29.9600,1244,N/A
29.9625,1238,N/A
29.9650,1216,N/A
29.9675,1180,N/A
29.9700,1138,N/A
29.9725,1084,N/A
29.9750,1045,N/A
29.9775,1032,N/A
29.9800,1040,N/A
29.9825,1057,N/A
29.9850,1076,N/A
29.9875,1124,N/A
29.9900,1176,N/A
29.9925,1232,N/A
29.9950,1265,N/A
29.9975,1297,N/A
30.0000,1336,N/A
30.0025,1340,N/A
30.0050,1312,N/A
30.0075,1273,N/A
30.0100,1254,N/A
30.0125,1216,N/A
30.0150,1200,N/A
30.0175,1186,N/A
30.0200,1184,N/A
30.0225,1179,N/A
30.0250,1186,N/A
30.0275,1225,N/A
30.0300,1290,N/A
30.0325,1336,N/A
30.0350,1312,N/A
30.0375,1285,N/A
30.0400,1268,N/A
30.0425,1221,N/A
30.0450,1180,N/A
30.0475,1080,N/A
30.0500,1037,N/A
30.0525,1032,N/A
30.0550,1041,N/A
30.0575,1050,N/A
30.0600,1072,N/A
30.0625,1122,N/A
30.0650,1192,N/A
30.0675,1208,N/A
30.0700,1172,N/A
30.0725,1120,N/A
30.0750,1078,N/A
30.0775,1089,N/A
30.0800,1129,N/A
30.0825,1173,N/A
30.0850,1229,N/A
30.0875,1236,N/A
30.0900,1409,N/A
30.0925,1447,N/A
30.0950,1528,N/A
30.0975,1600,N/A
30.1000,1667,N/A
30.1025,1760,N/A
30.1050,1864,N/A
30.1075,1946,N/A
30.1100,2036,N/A
30.1125,2121,N/A
30.1150,2224,N/A
30.1175,2320,N/A
30.1200,2394,N/A
30.1225,2424,N/A
30.1250,2404,N/A
30.1275,2376,N/A
30.1300,2356,N/A
30.1325,2336,N/A
30.1350,2281,N/A
30.1375,2240,N/A
30.1400,2212,N/A
30.1425,2184,N/A
30.1450,2128,N/A
30.1475,2072,N/A
30.1500,1994,N/A
30.1525,1920,N/A
30.1550,1878,N/A
30.1575,1826,N/A
30.1600,1744,N/A
30.1625,1588,N/A
30.1650,1380,N/A
30.1675,1178,N/A
30.1700,1032,N/A
30.1725,932,N/A
30.1750,811,N/A
30.1775,668,N/A
30.1800,544,N/A
30.1825,464,N/A
30.1850,381,N/A
30.1875,293,N/A
30.1900,231,N/A
30.1925,184,N/A
30.1950,220,N/A
30.1975,322,N/A
30.2000,363,N/A
30.2025,420,N/A
30.2050,505,N/A
30.2075,592,N/A
30.2100,664,N/A
30.2125,714,N/A
30.2150,774,N/A
30.2175,851,N/A
30.2200,913,N/A
30.2225,939,N/A
30.2250,944,N/A
30.2275,960,N/A
30.2300,960,N/A
30.2325,933,N/A
30.2350,912,N/A
30.2375,932,N/A
30.2400,968,N/A
30.2425,1008,N/A
30.2450,1061,N/A
30.2475,1000,N/A
30.2500,1008,N/A
30.2525,1104,N/A
30.2550,1133,N/A
30.2575,1156,N/A
30.2600,1137,N/A
30.2625,1088,N/A
30.2650,1064,N/A
30.2675,1009,N/A
30.2700,1032,N/A
30.2725,1129,N/A
30.2750,1224,N/A
30.2775,1261,N/A
30.2800,1220,N/A
30.2825,1124,N/A
30.2850,1049,N/A
30.2875,996,N/A
30.2900,956,N/A
30.2925,960,N/A
30.2950,1017,N/A
30.2975,1108,N/A
30.3000,1216,N/A
30.3025,1304,N/A
30.3050,1330,N/A
30.3075,1312,N/A
30.3100,1280,N/A
30.3125,1232,N/A
30.3150,1249,N/A
30.3175,1324,N/A
30.3200,1360,N/A
30.3225,1344,N/A
30.3250,1285,N/A
30.3275,1248,N/A
30.3300,1250,N/A
30.3325,1276,N/A
30.3350,1321,N/A
30.3375,1364,N/A
30.3400,1404,N/A
30.3425,1440,N/A
30.3450,1460,N/A
30.3475,1458,N/A
30.3500,1412,N/A
30.3525,1320,N/A
30.3550,1220,N/A
30.3575,1152,N/A
30.3600,1122,N/A
30.3625,1145,N/A
30.3650,1208,N/A
30.3675,1272,N/A
30.3700,1297,N/A
30.3725,1312,N/A
30.3750,1317,N/A
30.3775,1330,N/A
30.3800,1344,N/A
30.3825,1360,N/A
30.3850,1354,N/A
30.3875,1316,N/A
30.3900,1240,N/A
30.3925,1184,N/A
30.3950,1194,N/A
30.3975,1249,N/A
30.4000,1297,N/A
30.4025,1336,N/A
30.4050,1368,N/A
30.4075,1381,N/A
30.4100,1378,N/A
30.4125,1368,N/A
30.4150,1280,N/A
30.4175,1224,N/A
30.4200,1224,N/A
30.4225,1248,N/A
30.4250,1272,N/A
30.4275,1268,N/A
30.4300,1252,N/A
30.4325,1264,N/A
30.4350,1305,N/A
30.4375,1349,N/A
30.4400,1393,N/A
30.4425,1440,N/A
30.4450,1472,N/A
30.4475,1477,N/A
30.4500,1444,N/A
30.4525,1395,N/A
30.4550,1329,N/A
30.4575,1274,N/A
30.4600,1252,N/A
30.4625,1250,N/A
30.4650,1264,N/A
30.4675,1273,N/A
30.4700,1269,N/A
30.4725,1297,N/A
30.4750,1348,N/A
30.4775,1378,N/A
30.4800,1397,N/A
30.4825,1392,N/A
30.4850,1360,N/A
30.4875,1274,N/A
30.4900,1201,N/A
30.4925,1171,N/A
30.4950,1216,N/A
30.4975,1300,N/A
30.5000,1381,N/A
30.5025,1456,N/A
30.5050,1489,N/A
30.5075,1464,N/A
30.5100,1408,N/A
30.5125,1316,N/A
30.5150,1224,N/A
30.5175,1188,N/A
30.5200,1211,N/A
30.5225,1250,N/A
30.5250,1302,N/A
30.5275,1360,N/A
30.5300,1408,N/A
30.5325,1456,N/A
30.5350,1496,N/A
30.5375,1512,N/A
30.5400,1488,N/A
30.5425,1474,N/A
30.5450,1440,N/A
30.5475,1396,N/A
30.5500,1376,N/A
30.5525,1377,N/A
30.5550,1387,N/A
30.5575,1381,N/A
30.5600,1352,N/A
30.5625,1428,N/A
30.5650,1448,N/A
30.5675,1440,N/A
30.5700,1413,N/A
30.5725,1362,N/A
30.5750,1300,N/A
30.5775,1264,N/A
30.5800,1232,N/A
30.5825,1224,N/A
30.5850,1237,N/A
30.5875,1265,N/A
30.5900,1288,N/A
30.5925,1333,N/A
30.5950,1392,N/A
30.5975,1461,N/A
30.6000,1500,N/A
30.6025,1505,N/A
30.6050,1474,N/A
30.6075,1441,N/A
30.6100,1448,N/A
30.6125,1472,N/A
30.6150,1504,N/A
30.6175,1528,N/A
30.6200,1505,N/A
30.6225,1481,N/A
30.6250,1464,N/A
30.6275,1426,N/A
30.6300,1408,N/A
30.6325,1416,N/A
30.6350,1464,N/A
30.6375,1505,N/A
30.6400,1536,N/A
30.6425,1524,N/A
30.6450,1509,N/A
30.6475,1480,N/A
30.6500,1458,N/A
30.6525,1436,N/A
30.6550,1376,N/A
30.6575,1307,N/A
30.6600,1269,N/A
30.6625,1280,N/A
30.6650,1305,N/A
30.6675,1349,N/A
30.6700,1416,N/A
30.6725,1489,N/A
30.6750,1552,N/A
30.6775,1544,N/A
30.6800,1516,N/A
30.6825,1509,N/A
30.6850,1504,N/A
30.6875,1484,N/A
30.6900,1472,N/A
30.6925,1448,N/A
30.6950,1418,N/A
30.6975,1377,N/A
30.7000,1344,N/A
30.7025,1338,N/A
30.7050,1381,N/A
30.7075,1452,N/A
30.7100,1532,N/A
30.7125,1610,N/A
30.7150,1620,N/A
30.7175,1529,N/A
30.7200,1424,N/A
30.7225,1392,N/A
30.7250,1440,N/A
30.7275,1552,N/A
30.7300,1633,N/A
30.7325,1664,N/A
30.7350,1697,N/A
30.7375,1728,N/A
30.7400,1776,N/A
30.7425,1760,N/A
30.7450,1738,N/A
30.7475,1720,N/A
30.7500,1673,N/A
30.7525,1637,N/A
30.7550,1602,N/A
30.7575,1584,N/A
30.7600,1496,N/A
30.7625,1372,N/A
30.7650,1316,N/A
30.7675,1316,N/A
30.7700,1370,N/A
30.7725,1426,N/A
30.7750,1472,N/A
30.7775,1508,N/A
30.7800,1568,N/A
30.7825,1601,N/A
30.7850,1592,N/A
30.7875,1579,N/A
30.7900,1560,N/A
30.7925,1571,N/A
30.7950,1564,N/A
30.7975,1508,N/A
30.8000,1443,N/A
30.8025,1380,N/A
30.8050,1328,N/A
30.8075,1312,N/A
30.8100,1345,N/A
30.8125,1416,N/A
30.8150,1456,N/A
30.8175,1456,N/A
30.8200,1428,N/A
30.8225,1352,N/A
30.8250,1344,N/A
30.8275,1338,N/A
30.8300,1344,N/A
30.8325,1372,N/A
30.8350,1347,N/A
30.8375,1297,N/A
30.8400,1236,N/A
30.8425,1222,N/A
30.8450,1281,N/A
30.8475,1370,N/A
30.8500,1400,N/A
30.8525,1387,N/A
30.8550,1361,N/A
30.8575,1304,N/A
30.8600,1216,N/A
30.8625,1148,N/A
30.8650,1100,N/A
30.8675,1070,N/A
30.8700,1089,N/A
30.8725,1169,N/A
30.8750,1232,N/A
30.8775,1273,N/A
30.8800,1296,N/A
30.8825,1288,N/A
30.8850,1258,N/A
30.8875,1224,N/A
30.8900,1233,N/A
30.8925,1284,N/A
30.8950,1308,N/A
30.8975,1296,N/A
30.9000,1236,N/A
30.9025,1168,N/A
30.9050,1105,N/A
30.9075,1044,N/A
30.9100,956,N/A
30.9125,897,N/A
30.9150,928,N/A
30.9175,985,N/A
30.9200,1017,N/A
30.9225,1020,N/A
30.9250,998,N/A
30.9275,969,N/A
30.9300,917,N/A
30.9325,881,N/A
30.9350,867,N/A
30.9375,908,N/A
30.9400,984,N/A
30.9425,1093,N/A
30.9450,1144,N/A
30.9475,1146,N/A
30.9500,1099,N/A
30.9525,1045,N/A
30.9550,1042,N/A
30.9575,1064,N/A
30.9600,1072,N/A
30.9625,1049,N/A
30.9650,1048,N/A
30.9675,1040,N/A
30.9700,1014,N/A
30.9725,972,N/A
30.9750,904,N/A
30.9775,880,N/A
30.9800,880,N/A
30.9825,866,N/A
30.9850,870,N/A
30.9875,880,N/A
30.9900,928,N/A
30.9925,1016,N/A
30.9950,1101,N/A
30.9975,1130,N/A
31.0000,1076,N/A
31.0025,985,N/A
31.0050,941,N/A
31.0075,952,N/A
31.0100,928,N/A
31.0125,886,N/A
31.0150,852,N/A
31.0175,876,N/A
31.0200,978,N/A
31.0225,1104,N/A
31.0250,1176,N/A
31.0275,1224,N/A
31.0300,1233,N/A
31.0325,1226,N/A
31.0350,1192,N/A
31.0375,1132,N/A
31.0400,1052,N/A
31.0425,984,N/A
31.0450,929,N/A
31.0475,882,N/A
31.0500,920,N/A
31.0525,1040,N/A
31.0550,1169,N/A
31.0575,1208,N/A
31.0600,1152,N/A
31.0625,1081,N/A
31.0650,1013,N/A
31.0675,954,N/A
31.0700,900,N/A
31.0725,906,N/A
31.0750,937,N/A
31.0775,928,N/A
31.0800,917,N/A
31.0825,920,N/A
31.0850,928,N/A
31.0875,966,N/A
31.0900,1180,N/A
31.0925,1168,N/A
31.0950,1176,N/A
31.0975,1145,N/A
31.1000,1081,N/A
31.1025,1030,N/A
31.1050,1028,N/A
31.1075,1049,N/A
31.1100,1029,N/A
31.1125,1008,N/A
31.1150,998,N/A
31.1175,1010,N/A
31.1200,1068,N/A
31.1225,1140,N/A
31.1250,1197,N/A
31.1275,1232,N/A
31.1300,1216,N/A
31.1325,1200,N/A
31.1350,1180,N/A
31.1375,1168,N/A
31.1400,1129,N/A
31.1425,1098,N/A
31.1450,1109,N/A
31.1475,1136,N/A
31.1500,1172,N/A
31.1525,1216,N/A
31.1550,1220,N/A
31.1575,1204,N/A
31.1600,1128,N/A
31.1625,1067,N/A
31.1650,1058,N/A
31.1675,1068,N/A
31.1700,1104,N/A
31.1725,1136,N/A
31.1750,1152,N/A
31.1775,1165,N/A
31.1800,1188,N/A
31.1825,1206,N/A
31.1850,1248,N/A
31.1875,1286,N/A
31.1900,1260,N/A
31.1925,1210,N/A
31.1950,1185,N/A
31.1975,1189,N/A
31.2000,1216,N/A
31.2025,1216,N/A
31.2050,1216,N/A
31.2075,1172,N/A
31.2100,1136,N/A
31.2125,1138,N/A
31.2150,1160,N/A
31.2175,1184,N/A
31.2200,1201,N/A
31.2225,1261,N/A
31.2250,1289,N/A
31.2275,1302,N/A
31.2300,1289,N/A
31.2325,1289,N/A
31.2350,1269,N/A
31.2375,1248,N/A
31.2400,1195,N/A
31.2425,1160,N/A
31.2450,1115,N/A
31.2475,1072,N/A
31.2500,1025,N/A
31.2525,1016,N/A
31.2550,1057,N/A
31.2575,1124,N/A
31.2600,1178,N/A
31.2625,1210,N/A
31.2650,1260,N/A
31.2675,1313,N/A
31.2700,1381,N/A
31.2725,1412,N/A
31.2750,1420,N/A
31.2775,1388,N/A
31.2800,1338,N/A
31.2825,1232,N/A
31.2850,1152,N/A
31.2875,1120,N/A
31.2900,1145,N/A
31.2925,1165,N/A
31.2950,1200,N/A
31.2975,1254,N/A
31.3000,1321,N/A
31.3025,1333,N/A
31.3050,1328,N/A
31.3075,1322,N/A
31.3100,1315,N/A
31.3125,1258,N/A
31.3150,1120,N/A
31.3175,1014,N/A
31.3200,1009,N/A
31.3225,1024,N/A
31.3250,1139,N/A
31.3275,1170,N/A
31.3300,1200,N/A
31.3325,1217,N/A
31.3350,1216,N/A
31.3375,1285,N/A
31.3400,1365,N/A
31.3425,1440,N/A
31.3450,1453,N/A
31.3475,1397,N/A
31.3500,1316,N/A
31.3525,1216,N/A
31.3550,1130,N/A
31.3575,1104,N/A
31.3600,1105,N/A
31.3625,1161,N/A
31.3650,1160,N/A
31.3675,1147,N/A
31.3700,1173,N/A
31.3725,1242,N/A
31.3750,1347,N/A
31.3775,1392,N/A
31.3800,1418,N/A
31.3825,1381,N/A
31.3850,1329,N/A
31.3875,1330,N/A
31.3900,1328,N/A
31.3925,1328,N/A
31.3950,1293,N/A
31.3975,1269,N/A
31.4000,1290,N/A
31.4025,1330,N/A
31.4050,1362,N/A
31.4075,1352,N/A
31.4100,1286,N/A
31.4125,1227,N/A
31.4150,1204,N/A
31.4175,1220,N/A
31.4200,1256,N/A
31.4225,1291,N/A
31.4250,1328,N/A
31.4275,1347,N/A
31.4300,1344,N/A
31.4325,1304,N/A
31.4350,1248,N/A
31.4375,1216,N/A
31.4400,1180,N/A
31.4425,1131,N/A
31.4450,1080,N/A
31.4475,1091,N/A
31.4500,1137,N/A
31.4525,1178,N/A
31.4550,1219,N/A
31.4575,1220,N/A
31.4600,1260,N/A
31.4625,1248,N/A
31.4650,1229,N/A
31.4675,1210,N/A
31.4700,1200,N/A
31.4725,1216,N/A
31.4750,1267,N/A
31.4775,1316,N/A
31.4800,1384,N/A
31.4825,1408,N/A
31.4850,1416,N/A
31.4875,1418,N/A
31.4900,1388,N/A
31.4925,1350,N/A
31.4950,1280,N/A
31.4975,1218,N/A
31.5000,1174,N/A
31.5025,1172,N/A
31.5050,1153,N/A
31.5075,1104,N/A
31.5100,1096,N/A
31.5125,1096,N/A
31.5150,1107,N/A
31.5175,1173,N/A
31.5200,1180,N/A
31.5225,1189,N/A
31.5250,1189,N/A
31.5275,1220,N/A
31.5300,1264,N/A
31.5325,1312,N/A
31.5350,1285,N/A
31.5375,1232,N/A
31.5400,1170,N/A
31.5425,1097,N/A
31.5450,1074,N/A
31.5475,1152,N/A
31.5500,1315,N/A
31.5525,1409,N/A
31.5550,1446,N/A
31.5575,1472,N/A
31.5600,1522,N/A
31.5625,1538,N/A
31.5650,1459,N/A
31.5675,1344,N/A
31.5700,1289,N/A
31.5725,1224,N/A
31.5750,1162,N/A
31.5775,1121,N/A
31.5800,1146,N/A
31.5825,1232,N/A
31.5850,1272,N/A
31.5875,1240,N/A
31.5900,1179,N/A
31.5925,1152,N/A
31.5950,1128,N/A
31.5975,1109,N/A
31.6000,1104,N/A
31.6025,1132,N/A
31.6050,1200,N/A
31.6075,1306,N/A
31.6100,1392,N/A
31.6125,1412,N/A
31.6150,1424,N/A
31.6175,1417,N/A
31.6200,1377,N/A
31.6225,1334,N/A
31.6250,1280,N/A
31.6275,1264,N/A
31.6300,1317,N/A
31.6325,1376,N/A
31.6350,1411,N/A
31.6375,1416,N/A
31.6400,1384,N/A
31.6425,1328,N/A
31.6450,1252,N/A
31.6475,1188,N/A
31.6500,1124,N/A
31.6525,1072,N/A
31.6550,1046,N/A
31.6575,1034,N/A
31.6600,1056,N/A
31.6625,1139,N/A
31.6650,1205,N/A
31.6675,1272,N/A
31.6700,1291,N/A
31.6725,1264,N/A
31.6750,1210,N/A
31.6775,1210,N/A
31.6800,1258,N/A
31.6825,1313,N/A
31.6850,1325,N/A
31.6875,1317,N/A
31.6900,1307,N/A
31.6925,1280,N/A
31.6950,1232,N/A
31.6975,1220,N/A
31.7000,1210,N/A
31.7025,1180,N/A
31.7050,1168,N/A
31.7075,1208,N/A
31.7100,1232,N/A
31.7125,1244,N/A
31.7150,1258,N/A
31.7175,1240,N/A
31.7200,1232,N/A
31.7225,1218,N/A
31.7250,1192,N/A
31.7275,1144,N/A
31.7300,1152,N/A
31.7325,1200,N/A
31.7350,1273,N/A
31.7375,1300,N/A
31.7400,1344,N/A
31.7425,1379,N/A
31.7450,1412,N/A
31.7475,1332,N/A
31.7500,1296,N/A
31.7525,1256,N/A
31.7550,1240,N/A
31.7575,1233,N/A
31.7600,1206,N/A
31.7625,1200,N/A
31.7650,1288,N/A
31.7675,1386,N/A
31.7700,1440,N/A
31.7725,1380,N/A
31.7750,1312,N/A
31.7775,1232,N/A
31.7800,1152,N/A
31.7825,1136,N/A
31.7850,1168,N/A
31.7875,1210,N/A
31.7900,1253,N/A
31.7925,1288,N/A
31.7950,1308,N/A
31.7975,1312,N/A
31.8000,1307,N/A
31.8025,1273,N/A
31.8050,1264,N/A
31.8075,1292,N/A
31.8100,1344,N/A
31.8125,1392,N/A
31.8150,1392,N/A
31.8175,1370,N/A
31.8200,1347,N/A
31.8225,1312,N/A
31.8250,1323,N/A
31.8275,1366,N/A
31.8300,1386,N/A
31.8325,1376,N/A
31.8350,1328,N/A
31.8375,1273,N/A
31.8400,1221,N/A
31.8425,1213,N/A
31.8450,1228,N/A
31.8475,1268,N/A
31.8500,1329,N/A
31.8525,1408,N/A
31.8550,1435,N/A
31.8575,1424,N/A
31.8600,1353,N/A
31.8625,1292,N/A
31.8650,1241,N/A
31.8675,1186,N/A
31.8700,1146,N/A
31.8725,1145,N/A
31.8750,1212,N/A
31.8775,1284,N/A
31.8800,1296,N/A
31.8825,1292,N/A
31.8850,1313,N/A
31.8875,1348,N/A
31.8900,1392,N/A
31.8925,1418,N/A
31.8950,1424,N/A
31.8975,1433,N/A
31.9000,1424,N/A
31.9025,1434,N/A
31.9050,1448,N/A
31.9075,1420,N/A
31.9100,1378,N/A
31.9125,1344,N/A
31.9150,1349,N/A
31.9175,1366,N/A
31.9200,1408,N/A
31.9225,1416,N/A
31.9250,1402,N/A
31.9275,1451,N/A
31.9300,1446,N/A
31.9325,1408,N/A
31.9350,1432,N/A
31.9375,1461,N/A
31.9400,1441,N/A
31.9425,1400,N/A
31.9450,1377,N/A
31.9475,1364,N/A
31.9500,1378,N/A
31.9525,1408,N/A
31.9550,1416,N/A
31.9575,1404,N/A
31.9600,1412,N/A
31.9625,1412,N/A
31.9650,1392,N/A
31.9675,1360,N/A
31.9700,1344,N/A
31.9725,1348,N/A
31.9750,1368,N/A
31.9775,1389,N/A
31.9800,1396,N/A
31.9825,1378,N/A
31.9850,1350,N/A
31.9875,1372,N/A
31.9900,1396,N/A
31.9925,1394,N/A
31.9950,1369,N/A
31.9975,1332,N/A
32.0000,1284,N/A
32.0025,1260,N/A
32.0050,1265,N/A
32.0075,1275,N/A
32.0100,1250,N/A
32.0125,1226,N/A
32.0150,1209,N/A
32.0175,1188,N/A
32.0200,1164,N/A
32.0225,1114,N/A
32.0250,1096,N/A
32.0275,1093,N/A
32.0300,1116,N/A
32.0325,1132,N/A
32.0350,1142,N/A
32.0375,1130,N/A
32.0400,1089,N/A
32.0425,1012,N/A
32.0450,939,N/A
32.0475,888,N/A
32.0500,885,N/A
32.0525,882,N/A
32.0550,805,N/A
32.0575,672,N/A
32.0600,570,N/A
32.0625,536,N/A
32.0650,528,N/A
32.0675,566,N/A
32.0700,576,N/A
32.0725,545,N/A
32.0750,516,N/A
32.0775,504,N/A
32.0800,500,N/A
32.0825,468,N/A
32.0850,459,N/A
32.0875,448,N/A
32.0900,472,N/A
32.0925,478,N/A
32.0950,472,N/A
32.0975,417,N/A
32.1000,364,N/A
32.1025,325,N/A
