Time (s),ECG,HR GT
15.7100,858,N/A
15.7125,945,N/A
15.7150,1072,N/A
15.7175,1101,N/A
15.7200,1056,N/A
15.7225,984,N/A
15.7250,902,N/A
15.7275,833,N/A
15.7300,818,N/A
15.7325,844,N/A
15.7350,900,N/A
15.7375,955,N/A
15.7400,993,N/A
15.7425,1036,N/A
15.7450,1066,N/A
15.7475,1088,N/A
15.7500,1094,N/A
15.7525,1099,N/A
15.7550,1101,N/A
15.7575,1052,N/A
15.7600,1008,N/A
15.7625,993,N/A
15.7650,1008,N/A
15.7675,1018,N/A
15.7700,1009,N/A
15.7725,964,N/A
15.7750,913,N/A
15.7775,880,N/A
15.7800,876,N/A
15.7825,865,N/A
15.7850,904,N/A
15.7875,937,N/A
15.7900,981,N/A
15.7925,1026,N/A
15.7950,1064,N/A
15.7975,1090,N/A
15.8000,1081,N/A
15.8025,1072,N/A
15.8050,1065,N/A
15.8075,1058,N/A
15.8100,1068,N/A
15.8125,1049,N/A
15.8150,1027,N/A
15.8175,1016,N/A
15.8200,1018,N/A
15.8225,1013,N/A
15.8250,994,N/A
15.8275,976,N/A
15.8300,988,N/A
15.8325,992,N/A
15.8350,955,N/A
15.8375,925,N/A
15.8400,900,N/A
15.8425,874,N/A
15.8450,851,N/A
15.8475,848,N/A
15.8500,843,N/A
15.8525,833,N/A
15.8550,896,N/A
15.8575,960,N/A
15.8600,1004,N/A
15.8625,1044,N/A
15.8650,1066,N/A
15.8675,1120,N/A
15.8700,1153,N/A
15.8725,1138,N/A
15.8750,1115,N/A
15.8775,1064,N/A
15.8800,1008,N/A
15.8825,985,N/A
15.8850,1008,N/A
15.8875,1042,N/A
15.8900,1097,N/A
15.8925,1179,N/A
15.8950,1184,N/A
15.8975,1136,N/A
15.9000,1096,N/A
15.9025,1080,N/A
15.9050,1120,N/A
15.9075,1157,N/A
15.9100,1174,N/A
15.9125,1160,N/A
15.9150,1068,N/A
15.9175,985,N/A
15.9200,920,N/A
15.9225,890,N/A
15.9250,904,N/A
15.9275,920,N/A
15.9300,928,N/A
15.9325,923,N/A
15.9350,960,N/A
15.9375,1056,N/A
15.9400,1136,N/A
15.9425,1146,N/A
15.9450,1104,N/A
15.9475,1048,N/A
15.9500,1012,N/A
15.9525,984,N/A
15.9550,998,N/A
15.9575,1056,N/A
15.9600,1098,N/A
15.9625,1082,N/A
15.9650,1034,N/A
15.9675,996,N/A
15.9700,971,N/A
15.9725,988,N/A
15.9750,1018,N/A
15.9775,1040,N/A
15.9800,1036,N/A
15.9825,1052,N/A
15.9850,1074,N/A
15.9875,1040,N/A
15.9900,1004,N/A
15.9925,964,N/A
15.9950,873,N/A
15.9975,870,N/A
16.0000,936,N/A
16.0025,1011,N/A
16.0050,1078,N/A
16.0075,1108,N/A
16.0100,1056,N/A
16.0125,969,N/A
16.0150,907,N/A
16.0175,880,N/A
16.0200,937,N/A
16.0225,1025,N/A
16.0250,1144,N/A
16.0275,1219,N/A
16.0300,1248,N/A
16.0325,1216,N/A
16.0350,1165,N/A
16.0375,1116,N/A
16.0400,1088,N/A
16.0425,1132,N/A
16.0450,1184,N/A
16.0475,1192,N/A
16.0500,1152,N/A
16.0525,1088,N/A
16.0550,1056,N/A
16.0575,1048,N/A
16.0600,1042,N/A
16.0625,1075,N/A
16.0650,1057,N/A
16.0675,1036,N/A
16.0700,1048,N/A
16.0725,1117,N/A
16.0750,1155,N/A
16.0775,1152,N/A
16.0800,1060,N/A
16.0825,928,N/A
16.0850,852,N/A
16.0875,873,N/A
16.0900,974,N/A
16.0925,1074,N/A
16.0950,1133,N/A
16.0975,1132,N/A
16.1000,1092,N/A
16.1025,1068,N/A
16.1050,1034,N/A
16.1075,1032,N/A
16.1100,1030,N/A
16.1125,1017,N/A
16.1150,1008,N/A
16.1175,992,N/A
16.1200,1010,N/A
16.1225,1064,N/A
16.1250,1112,N/A
16.1275,1125,N/A
16.1300,1156,N/A
16.1325,1209,N/A
16.1350,1232,N/A
16.1375,1202,N/A
16.1400,1156,N/A
16.1425,1096,N/A
16.1450,1032,N/A
16.1475,976,N/A
16.1500,960,N/A
16.1525,968,N/A
16.1550,987,N/A
16.1575,1028,N/A
16.1600,1062,N/A
16.1625,1017,N/A
16.1650,954,N/A
16.1675,928,N/A
16.1700,941,N/A
16.1725,960,N/A
16.1750,978,N/A
16.1775,1032,N/A
16.1800,1088,N/A
16.1825,1096,N/A
16.1850,1099,N/A
16.1875,1122,N/A
16.1900,1136,N/A
16.1925,1184,N/A
16.1950,1216,N/A
16.1975,1202,N/A
16.2000,1129,N/A
16.2025,1073,N/A
16.2050,1041,N/A
16.2075,1059,N/A
16.2100,1072,N/A
16.2125,1050,N/A
16.2150,1001,N/A
16.2175,963,N/A
16.2200,1000,N/A
16.2225,1048,N/A
16.2250,1107,N/A
16.2275,1126,N/A
16.2300,1180,N/A
16.2325,1274,N/A
16.2350,1368,N/A
16.2375,1392,N/A
16.2400,1347,N/A
16.2425,1240,N/A
16.2450,1098,N/A
16.2475,1016,N/A
16.2500,1041,N/A
16.2525,1080,N/A
16.2550,1108,N/A
16.2575,1139,N/A
16.2600,1141,N/A
16.2625,1156,N/A
16.2650,1179,N/A
16.2675,1207,N/A
16.2700,1178,N/A
16.2725,1133,N/A
16.2750,1092,N/A
16.2775,1105,N/A
16.2800,1145,N/A
16.2825,1168,N/A
16.2850,1157,N/A
16.2875,1168,N/A
16.2900,1200,N/A
16.2925,1248,N/A
16.2950,1218,N/A
16.2975,1138,N/A
16.3000,1062,N/A
16.3025,1056,N/A
16.3050,1117,N/A
16.3075,1081,N/A
16.3100,1096,N/A
16.3125,1144,N/A
16.3150,1184,N/A
16.3175,1218,N/A
16.3200,1244,N/A
16.3225,1236,N/A
16.3250,1180,N/A
16.3275,1124,N/A
16.3300,1098,N/A
16.3325,1093,N/A
16.3350,1128,N/A
16.3375,1200,N/A
16.3400,1206,N/A
16.3425,1194,N/A
16.3450,1184,N/A
16.3475,1136,N/A
16.3500,1037,N/A
16.3525,944,N/A
16.3550,937,N/A
16.3575,952,N/A
16.3600,980,N/A
16.3625,992,N/A
16.3650,997,N/A
16.3675,998,N/A
16.3700,1037,N/A
16.3725,1048,N/A
16.3750,1068,N/A
16.3775,1082,N/A
16.3800,1101,N/A
16.3825,1114,N/A
16.3850,1152,N/A
16.3875,1200,N/A
16.3900,1184,N/A
16.3925,1088,N/A
16.3950,1005,N/A
16.3975,986,N/A
16.4000,1013,N/A
16.4025,1092,N/A
16.4050,1174,N/A
16.4075,1190,N/A
16.4100,1153,N/A
16.4125,1080,N/A
16.4150,986,N/A
16.4175,914,N/A
16.4200,912,N/A
16.4225,985,N/A
16.4250,1152,N/A
16.4275,1332,N/A
16.4300,1412,N/A
16.4325,1393,N/A
16.4350,1316,N/A
16.4375,1232,N/A
16.4400,1171,N/A
16.4425,1137,N/A
16.4450,1096,N/A
16.4475,1014,N/A
16.4500,976,N/A
16.4525,972,N/A
16.4550,1000,N/A
16.4575,1048,N/A
16.4600,1114,N/A
16.4625,1185,N/A
16.4650,1252,N/A
16.4675,1289,N/A
16.4700,1254,N/A
16.4725,1184,N/A
16.4750,1114,N/A
16.4775,1064,N/A
16.4800,1051,N/A
16.4825,1040,N/A
16.4850,1073,N/A
16.4875,1120,N/A
16.4900,1152,N/A
16.4925,1172,N/A
16.4950,1208,N/A
16.4975,1208,N/A
16.5000,1200,N/A
16.5025,1168,N/A
16.5050,1162,N/A
16.5075,1184,N/A
16.5100,1192,N/A
16.5125,1184,N/A
16.5150,1168,N/A
16.5175,1132,N/A
16.5200,1072,N/A
16.5225,1025,N/A
16.5250,1040,N/A
16.5275,1116,N/A
16.5300,1154,N/A
16.5325,1171,N/A
16.5350,1122,N/A
16.5375,1061,N/A
16.5400,1024,N/A
16.5425,1056,N/A
16.5450,1110,N/A
16.5475,1185,N/A
16.5500,1248,N/A
16.5525,1252,N/A
16.5550,1200,N/A
16.5575,1152,N/A
16.5600,1161,N/A
16.5625,1193,N/A
16.5650,1232,N/A
16.5675,1237,N/A
16.5700,1280,N/A
16.5725,1301,N/A
16.5750,1286,N/A
16.5775,1298,N/A
16.5800,1296,N/A
16.5825,1250,N/A
16.5850,1216,N/A
16.5875,1173,N/A
16.5900,1136,N/A
16.5925,1120,N/A
16.5950,1144,N/A
16.5975,1208,N/A
16.6000,1280,N/A
16.6025,1328,N/A
16.6050,1396,N/A
16.6075,1504,N/A
16.6100,1620,N/A
16.6125,1736,N/A
16.6150,1833,N/A
16.6175,1932,N/A
16.6200,2036,N/A
16.6225,2160,N/A
16.6250,2272,N/A
16.6275,2370,N/A
16.6300,2432,N/A
16.6325,2432,N/A
16.6350,2420,N/A
16.6375,2417,N/A
16.6400,2388,N/A
16.6425,2344,N/A
16.6450,2329,N/A
16.6475,2308,N/A
16.6500,2264,N/A
16.6525,2192,N/A
16.6550,2176,N/A
16.6575,2176,N/A
16.6600,2144,N/A
16.6625,2084,N/A
16.6650,1986,N/A
16.6675,1876,N/A
16.6700,1744,N/A
16.6725,1540,N/A
16.6750,1329,N/A
16.6775,1153,N/A
16.6800,987,N/A
16.6825,811,N/A
16.6850,600,N/A
16.6875,401,N/A
16.6900,285,N/A
16.6925,201,N/A
16.6950,206,N/A
16.6975,250,N/A
16.7000,328,N/A
16.7025,378,N/A
16.7050,440,N/A
16.7075,496,N/A
16.7100,523,N/A
16.7125,552,N/A
16.7150,586,N/A
16.7175,618,N/A
16.7200,644,N/A
16.7225,641,N/A
16.7250,590,N/A
16.7275,518,N/A
16.7300,624,N/A
16.7325,762,N/A
16.7350,865,N/A
16.7375,902,N/A
16.7400,900,N/A
16.7425,880,N/A
16.7450,864,N/A
16.7475,870,N/A
16.7500,880,N/A
16.7525,898,N/A
16.7550,920,N/A
16.7575,953,N/A
16.7600,984,N/A
16.7625,1024,N/A
16.7650,1088,N/A
16.7675,1152,N/A
16.7700,1170,N/A
16.7725,1168,N/A
16.7750,1208,N/A
16.7775,1180,N/A
16.7800,1186,N/A
16.7825,1176,N/A
16.7850,1168,N/A
16.7875,1174,N/A
16.7900,1208,N/A
16.7925,1232,N/A
16.7950,1216,N/A
16.7975,1168,N/A
16.8000,1131,N/A
16.8025,1101,N/A
16.8050,1056,N/A
16.8075,1024,N/A
16.8100,1024,N/A
16.8125,1089,N/A
16.8150,1188,N/A
16.8175,1298,N/A
16.8200,1393,N/A
16.8225,1456,N/A
16.8250,1488,N/A
16.8275,1452,N/A
16.8300,1362,N/A
16.8325,1260,N/A
16.8350,1208,N/A
16.8375,1209,N/A
16.8400,1216,N/A
16.8425,1216,N/A
16.8450,1237,N/A
16.8475,1275,N/A
16.8500,1332,N/A
16.8525,1378,N/A
16.8550,1425,N/A
16.8575,1429,N/A
16.8600,1324,N/A
16.8625,1170,N/A
16.8650,1040,N/A
16.8675,988,N/A
16.8700,1024,N/A
16.8725,1116,N/A
16.8750,1212,N/A
16.8775,1264,N/A
16.8800,1317,N/A
16.8825,1368,N/A
16.8850,1401,N/A
16.8875,1450,N/A
16.8900,1504,N/A
16.8925,1537,N/A
16.8950,1461,N/A
16.8975,1352,N/A
16.9000,1312,N/A
16.9025,1324,N/A
16.9050,1360,N/A
16.9075,1381,N/A
16.9100,1345,N/A
16.9125,1304,N/A
16.9150,1301,N/A
16.9175,1321,N/A
16.9200,1360,N/A
16.9225,1398,N/A
16.9250,1384,N/A
16.9275,1304,N/A
16.9300,1216,N/A
16.9325,1160,N/A
16.9350,1142,N/A
16.9375,1160,N/A
16.9400,1195,N/A
16.9425,1270,N/A
16.9450,1334,N/A
16.9475,1370,N/A
16.9500,1352,N/A
16.9525,1328,N/A
16.9550,1301,N/A
16.9575,1302,N/A
16.9600,1348,N/A
16.9625,1412,N/A
16.9650,1424,N/A
16.9675,1408,N/A
16.9700,1392,N/A
16.9725,1403,N/A
16.9750,1425,N/A
16.9775,1425,N/A
16.9800,1380,N/A
16.9825,1312,N/A
16.9850,1268,N/A
16.9875,1258,N/A
16.9900,1280,N/A
16.9925,1283,N/A
16.9950,1268,N/A
16.9975,1222,N/A
17.0000,1200,N/A
17.0025,1224,N/A
17.0050,1236,N/A
17.0075,1291,N/A
17.0100,1370,N/A
17.0125,1450,N/A
17.0150,1472,N/A
17.0175,1420,N/A
17.0200,1357,N/A
17.0225,1312,N/A
17.0250,1297,N/A
17.0275,1293,N/A
17.0300,1269,N/A
17.0325,1298,N/A
17.0350,1272,N/A
17.0375,1363,N/A
17.0400,1440,N/A
17.0425,1508,N/A
17.0450,1508,N/A
17.0475,1456,N/A
17.0500,1393,N/A
17.0525,1352,N/A
17.0550,1329,N/A
17.0575,1296,N/A
17.0600,1248,N/A
17.0625,1227,N/A
17.0650,1252,N/A
17.0675,1312,N/A
17.0700,1353,N/A
17.0725,1368,N/A
17.0750,1352,N/A
17.0775,1322,N/A
17.0800,1312,N/A
17.0825,1318,N/A
17.0850,1336,N/A
17.0875,1324,N/A
17.0900,1312,N/A
17.0925,1304,N/A
17.0950,1280,N/A
17.0975,1232,N/A
17.1000,1197,N/A
17.1025,1207,N/A
17.1050,1314,N/A
17.1075,1432,N/A
17.1100,1504,N/A
17.1125,1557,N/A
17.1150,1560,N/A
17.1175,1497,N/A
17.1200,1428,N/A
17.1225,1364,N/A
17.1250,1280,N/A
17.1275,1324,N/A
17.1300,1352,N/A
17.1325,1385,N/A
17.1350,1384,N/A
17.1375,1317,N/A
17.1400,1234,N/A
17.1425,1173,N/A
17.1450,1144,N/A
17.1475,1136,N/A
17.1500,1152,N/A
17.1525,1185,N/A
17.1550,1216,N/A
17.1575,1256,N/A
17.1600,1312,N/A
17.1625,1372,N/A
17.1650,1441,N/A
17.1675,1482,N/A
17.1700,1498,N/A
17.1725,1473,N/A
17.1750,1369,N/A
17.1775,1266,N/A
17.1800,1229,N/A
17.1825,1249,N/A
17.1850,1296,N/A
17.1875,1336,N/A
17.1900,1368,N/A
17.1925,1392,N/A
17.1950,1401,N/A
17.1975,1397,N/A
17.2000,1400,N/A
17.2025,1384,N/A
17.2050,1380,N/A
17.2075,1392,N/A
17.2100,1411,N/A
17.2125,1440,N/A
17.2150,1458,N/A
17.2175,1417,N/A
17.2200,1330,N/A
17.2225,1264,N/A
17.2250,1242,N/A
17.2275,1281,N/A
17.2300,1344,N/A
17.2325,1362,N/A
17.2350,1352,N/A
17.2375,1344,N/A
17.2400,1365,N/A
17.2425,1408,N/A
17.2450,1440,N/A
17.2475,1474,N/A
17.2500,1536,N/A
17.2525,1584,N/A
17.2550,1568,N/A
17.2575,1504,N/A
17.2600,1408,N/A
17.2625,1312,N/A
17.2650,1249,N/A
17.2675,1265,N/A
17.2700,1312,N/A
17.2725,1345,N/A
17.2750,1336,N/A
17.2775,1314,N/A
17.2800,1312,N/A
17.2825,1337,N/A
17.2850,1344,N/A
17.2875,1320,N/A
17.2900,1308,N/A
17.2925,1339,N/A
17.2950,1400,N/A
17.2975,1473,N/A
17.3000,1514,N/A
17.3025,1504,N/A
17.3050,1449,N/A
17.3075,1376,N/A
17.3100,1320,N/A
17.3125,1291,N/A
17.3150,1284,N/A
17.3175,1315,N/A
17.3200,1365,N/A
17.3225,1427,N/A
17.3250,1490,N/A
17.3275,1544,N/A
17.3300,1568,N/A
17.3325,1528,N/A
17.3350,1480,N/A
17.3375,1448,N/A
17.3400,1440,N/A
17.3425,1456,N/A
17.3450,1505,N/A
17.3475,1526,N/A
17.3500,1522,N/A
17.3525,1489,N/A
17.3550,1428,N/A
17.3575,1333,N/A
17.3600,1240,N/A
17.3625,1222,N/A
17.3650,1261,N/A
17.3675,1345,N/A
17.3700,1402,N/A
17.3725,1403,N/A
17.3750,1352,N/A
17.3775,1318,N/A
17.3800,1299,N/A
17.3825,1288,N/A
17.3850,1298,N/A
17.3875,1331,N/A
17.3900,1378,N/A
17.3925,1412,N/A
17.3950,1429,N/A
17.3975,1436,N/A
17.4000,1442,N/A
17.4025,1440,N/A
17.4050,1440,N/A
17.4075,1432,N/A
17.4100,1412,N/A
17.4125,1418,N/A
17.4150,1416,N/A
17.4175,1418,N/A
17.4200,1444,N/A
17.4225,1520,N/A
17.4250,1568,N/A
17.4275,1600,N/A
17.4300,1626,N/A
17.4325,1648,N/A
17.4350,1656,N/A
17.4375,1624,N/A
17.4400,1540,N/A
17.4425,1462,N/A
17.4450,1441,N/A
17.4475,1434,N/A
17.4500,1416,N/A
17.4525,1408,N/A
17.4550,1418,N/A
17.4575,1428,N/A
17.4600,1440,N/A
17.4625,1442,N/A
17.4650,1424,N/A
17.4675,1386,N/A
17.4700,1368,N/A
17.4725,1401,N/A
17.4750,1452,N/A
17.4775,1472,N/A
17.4800,1464,N/A
17.4825,1444,N/A
17.4850,1440,N/A
17.4875,1482,N/A
17.4900,1556,N/A
17.4925,1620,N/A
17.4950,1668,N/A
17.4975,1680,N/A
17.5000,1648,N/A
17.5025,1610,N/A
17.5050,1584,N/A
17.5075,1577,N/A
17.5100,1552,N/A
17.5125,1530,N/A
17.5150,1553,N/A
17.5175,1632,N/A
17.5200,1696,N/A
17.5225,1706,N/A
17.5250,1699,N/A
17.5275,1642,N/A
17.5300,1573,N/A
17.5325,1491,N/A
17.5350,1432,N/A
17.5375,1424,N/A
17.5400,1488,N/A
17.5425,1568,N/A
17.5450,1632,N/A
17.5475,1680,N/A
17.5500,1674,N/A
17.5525,1609,N/A
17.5550,1526,N/A
17.5575,1441,N/A
17.5600,1344,N/A
17.5625,1264,N/A
17.5650,1267,N/A
17.5675,1364,N/A
17.5700,1512,N/A
17.5725,1626,N/A
17.5750,1680,N/A
17.5775,1664,N/A
17.5800,1632,N/A
17.5825,1608,N/A
17.5850,1610,N/A
17.5875,1600,N/A
17.5900,1536,N/A
17.5925,1465,N/A
17.5950,1414,N/A
17.5975,1408,N/A
17.6000,1392,N/A
17.6025,1400,N/A
17.6050,1411,N/A
17.6075,1433,N/A
17.6100,1461,N/A
17.6125,1460,N/A
17.6150,1414,N/A
17.6175,1387,N/A
17.6200,1408,N/A
17.6225,1461,N/A
17.6250,1514,N/A
17.6275,1536,N/A
17.6300,1492,N/A
17.6325,1377,N/A
17.6350,1244,N/A
17.6375,1140,N/A
17.6400,1128,N/A
17.6425,1186,N/A
17.6450,1240,N/A
17.6475,1280,N/A
17.6500,1324,N/A
17.6525,1333,N/A
17.6550,1328,N/A
17.6575,1298,N/A
17.6600,1253,N/A
17.6625,1200,N/A
17.6650,1161,N/A
17.6675,1155,N/A
17.6700,1188,N/A
17.6725,1248,N/A
17.6750,1314,N/A
17.6775,1348,N/A
17.6800,1300,N/A
17.6825,1209,N/A
17.6850,1128,N/A
17.6875,1065,N/A
17.6900,1005,N/A
17.6925,986,N/A
17.6950,1004,N/A
17.6975,1024,N/A
17.7000,1030,N/A
17.7025,1044,N/A
17.7050,1065,N/A
17.7075,1068,N/A
17.7100,1068,N/A
17.7125,1056,N/A
17.7150,1024,N/A
17.7175,976,N/A
17.7200,980,N/A
17.7225,1044,N/A
17.7250,1108,N/A
17.7275,1104,N/A
17.7300,1048,N/A
17.7325,1010,N/A
17.7350,1012,N/A
17.7375,984,N/A
17.7400,924,N/A
17.7425,870,N/A
17.7450,836,N/A
17.7475,858,N/A
17.7500,946,N/A
17.7525,1082,N/A
17.7550,1216,N/A
17.7575,1289,N/A
17.7600,1256,N/A
17.7625,1185,N/A
17.7650,1124,N/A
17.7675,1097,N/A
17.7700,1097,N/A
17.7725,1097,N/A
17.7750,1076,N/A
17.7775,1056,N/A
17.7800,1052,N/A
17.7825,1072,N/A
17.7850,1056,N/A
17.7875,1000,N/A
17.7900,950,N/A
17.7925,912,N/A
17.7950,890,N/A
17.7975,880,N/A
17.8000,889,N/A
17.8025,896,N/A
17.8050,908,N/A
17.8075,948,N/A
17.8100,976,N/A
17.8125,985,N/A
17.8150,960,N/A
17.8175,901,N/A
17.8200,864,N/A
17.8225,872,N/A
17.8250,925,N/A
17.8275,992,N/A
17.8300,1024,N/A
17.8325,1001,N/A
17.8350,952,N/A
17.8375,928,N/A
17.8400,972,N/A
17.8425,1036,N/A
17.8450,1108,N/A
17.8475,1131,N/A
17.8500,1114,N/A
17.8525,1099,N/A
17.8550,1078,N/A
17.8575,1070,N/A
17.8600,1029,N/A
17.8625,1012,N/A
17.8650,1061,N/A
17.8675,1136,N/A
17.8700,1172,N/A
17.8725,1184,N/A
17.8750,1160,N/A
17.8775,1152,N/A
17.8800,1178,N/A
17.8825,1204,N/A
17.8850,1204,N/A
17.8875,1200,N/A
17.8900,1169,N/A
17.8925,1090,N/A
17.8950,978,N/A
17.8975,931,N/A
17.9000,966,N/A
17.9025,1062,N/A
17.9050,1130,N/A
17.9075,1136,N/A
17.9100,1081,N/A
17.9125,1067,N/A
17.9150,1101,N/A
17.9175,1153,N/A
17.9200,1184,N/A
17.9225,1201,N/A
17.9250,1229,N/A
17.9275,1264,N/A
17.9300,1296,N/A
17.9325,1296,N/A
17.9350,1238,N/A
17.9375,1160,N/A
17.9400,1121,N/A
17.9425,1120,N/A
17.9450,1129,N/A
17.9475,1144,N/A
17.9500,1160,N/A
17.9525,1178,N/A
17.9550,1218,N/A
17.9575,1274,N/A
17.9600,1286,N/A
17.9625,1232,N/A
17.9650,1170,N/A
17.9675,1160,N/A
17.9700,1172,N/A
17.9725,1217,N/A
17.9750,1264,N/A
17.9775,1240,N/A
17.9800,1145,N/A
17.9825,1048,N/A
17.9850,1003,N/A
17.9875,1005,N/A
17.9900,1014,N/A
17.9925,1040,N/A
17.9950,1029,N/A
17.9975,1000,N/A
18.0000,973,N/A
18.0025,962,N/A
18.0050,970,N/A
18.0075,1017,N/A
18.0100,1120,N/A
18.0125,1216,N/A
18.0150,1289,N/A
18.0175,1364,N/A
18.0200,1416,N/A
18.0225,1429,N/A
18.0250,1401,N/A
18.0275,1360,N/A
18.0300,1329,N/A
18.0325,1312,N/A
18.0350,1272,N/A
18.0375,1205,N/A
18.0400,1120,N/A
18.0425,1036,N/A
18.0450,977,N/A
18.0475,973,N/A
18.0500,1032,N/A
18.0525,1081,N/A
18.0550,1068,N/A
18.0575,1032,N/A
18.0600,1032,N/A
18.0625,1098,N/A
18.0650,1174,N/A
18.0675,1220,N/A
18.0700,1236,N/A
18.0725,1259,N/A
18.0750,1283,N/A
18.0775,1353,N/A
18.0800,1483,N/A
18.0825,1608,N/A
18.0850,1610,N/A
18.0875,1483,N/A
18.0900,1328,N/A
18.0925,1222,N/A
18.0950,1208,N/A
18.0975,1273,N/A
18.1000,1332,N/A
18.1025,1370,N/A
18.1050,1376,N/A
18.1075,1356,N/A
18.1100,1328,N/A
18.1125,1305,N/A
18.1150,1296,N/A
18.1175,1289,N/A
18.1200,1282,N/A
18.1225,1293,N/A
18.1250,1296,N/A
18.1275,1274,N/A
18.1300,1248,N/A
18.1325,1220,N/A
18.1350,1206,N/A
18.1375,1204,N/A
18.1400,1209,N/A
18.1425,1244,N/A
18.1450,1289,N/A
18.1475,1328,N/A
18.1500,1324,N/A
18.1525,1289,N/A
18.1550,1252,N/A
18.1575,1264,N/A
18.1600,1259,N/A
18.1625,1222,N/A
18.1650,1192,N/A
18.1675,1217,N/A
18.1700,1248,N/A
18.1725,1258,N/A
18.1750,1254,N/A
18.1775,1235,N/A
18.1800,1233,N/A
18.1825,1268,N/A
18.1850,1299,N/A
18.1875,1305,N/A
18.1900,1297,N/A
18.1925,1282,N/A
18.1950,1272,N/A
18.1975,1284,N/A
18.2000,1336,N/A
18.2025,1398,N/A
18.2050,1440,N/A
18.2075,1440,N/A
18.2100,1396,N/A
18.2125,1280,N/A
18.2150,1154,N/A
18.2175,1116,N/A
18.2200,1136,N/A
18.2225,1124,N/A
18.2250,1105,N/A
18.2275,1093,N/A
18.2300,1106,N/A
18.2325,1136,N/A
18.2350,1154,N/A
18.2375,1168,N/A
18.2400,1216,N/A
18.2425,1292,N/A
18.2450,1413,N/A
18.2475,1520,N/A
18.2500,1536,N/A
18.2525,1464,N/A
18.2550,1381,N/A
18.2575,1301,N/A
18.2600,1237,N/A
18.2625,1197,N/A
18.2650,1178,N/A
18.2675,1184,N/A
18.2700,1169,N/A
18.2725,1130,N/A
18.2750,1112,N/A
18.2775,1142,N/A
18.2800,1210,N/A
18.2825,1284,N/A
18.2850,1314,N/A
18.2875,1296,N/A
18.2900,1272,N/A
18.2925,1256,N/A
18.2950,1233,N/A
18.2975,1202,N/A
18.3000,1208,N/A
18.3025,1275,N/A
18.3050,1320,N/A
18.3075,1337,N/A
18.3100,1355,N/A
18.3125,1357,N/A
18.3150,1313,N/A
18.3175,1264,N/A
18.3200,1248,N/A
18.3225,1272,N/A
18.3250,1302,N/A
18.3275,1305,N/A
18.3300,1272,N/A
18.3325,1224,N/A
18.3350,1168,N/A
18.3375,1115,N/A
18.3400,1120,N/A
18.3425,1153,N/A
18.3450,1188,N/A
18.3475,1234,N/A
18.3500,1300,N/A
18.3525,1344,N/A
18.3550,1337,N/A
18.3575,1314,N/A
18.3600,1292,N/A
18.3625,1281,N/A
18.3650,1262,N/A
18.3675,1248,N/A
18.3700,1241,N/A
18.3725,1232,N/A
18.3750,1210,N/A
18.3775,1203,N/A
18.3800,1236,N/A
18.3825,1290,N/A
18.3850,1314,N/A
18.3875,1308,N/A
18.3900,1306,N/A
18.3925,1317,N/A
18.3950,1320,N/A
18.3975,1292,N/A
18.4000,1237,N/A
18.4025,1204,N/A
18.4050,1189,N/A
18.4075,1196,N/A
18.4100,1256,N/A
18.4125,1360,N/A
18.4150,1428,N/A
18.4175,1408,N/A
18.4200,1352,N/A
18.4225,1285,N/A
18.4250,1235,N/A
18.4275,1176,N/A
18.4300,1138,N/A
18.4325,1112,N/A
18.4350,1088,N/A
18.4375,1081,N/A
18.4400,1140,N/A
18.4425,1234,N/A
18.4450,1336,N/A
18.4475,1401,N/A
18.4500,1418,N/A
18.4525,1393,N/A
18.4550,1336,N/A
18.4575,1270,N/A
18.4600,1234,N/A
18.4625,1225,N/A
18.4650,1243,N/A
18.4675,1283,N/A
18.4700,1320,N/A
18.4725,1307,N/A
18.4750,1264,N/A
18.4775,1248,N/A
18.4800,1240,N/A
18.4825,1256,N/A
18.4850,1284,N/A
18.4875,1346,N/A
18.4900,1362,N/A
18.4925,1296,N/A
18.4950,1233,N/A
18.4975,1218,N/A
18.5000,1232,N/A
18.5025,1244,N/A
18.5050,1282,N/A
18.5075,1336,N/A
18.5100,1401,N/A
18.5125,1424,N/A
18.5150,1394,N/A
18.5175,1336,N/A
18.5200,1254,N/A
18.5225,1185,N/A
18.5250,1136,N/A
18.5275,1128,N/A
18.5300,1144,N/A
18.5325,1133,N/A
18.5350,1113,N/A
18.5375,1108,N/A
18.5400,1132,N/A
18.5425,1164,N/A
18.5450,1187,N/A
18.5475,1201,N/A
18.5500,1216,N/A
18.5525,1221,N/A
18.5550,1235,N/A
18.5575,1292,N/A
18.5600,1366,N/A
18.5625,1395,N/A
18.5650,1400,N/A
18.5675,1385,N/A
18.5700,1316,N/A
18.5725,1240,N/A
18.5750,1203,N/A
18.5775,1200,N/A
18.5800,1233,N/A
18.5825,1292,N/A
18.5850,1344,N/A
18.5875,1344,N/A
18.5900,1328,N/A
18.5925,1328,N/A
18.5950,1328,N/A
18.5975,1328,N/A
18.6000,1325,N/A
18.6025,1300,N/A
18.6050,1272,N/A
18.6075,1264,N/A
18.6100,1292,N/A
18.6125,1356,N/A
18.6150,1408,N/A
18.6175,1400,N/A
18.6200,1339,N/A
18.6225,1243,N/A
18.6250,1152,N/A
18.6275,1084,N/A
18.6300,1080,N/A
18.6325,1120,N/A
18.6350,1170,N/A
18.6375,1196,N/A
18.6400,1201,N/A
18.6425,1226,N/A
18.6450,1268,N/A
18.6475,1312,N/A
18.6500,1332,N/A
18.6525,1320,N/A
