Time (s),PPG_RED_RAW,PPG_IR_RAW,PPG_GREEN_RAW,ECG_RAW,T_AMBIENT,T_OBJECT,HR_GT
4.5650,223,197,90,20,22.30,23.98,N/A
4.5675,220,200,87,2124,22.30,23.98,N/A
4.5700,230,204,77,3997,22.30,23.98,N/A
4.5725,233,196,77,4095,22.30,23.98,N/A
4.5750,230,195,81,2442,22.30,23.98,N/A
4.5775,218,200,80,392,22.30,23.98,N/A
4.5800,232,195,80,117,22.30,23.98,N/A
4.5825,228,200,80,23,22.30,23.98,N/A
4.5850,231,183,103,16,22.30,23.98,N/A
4.5875,226,166,92,1952,22.30,23.98,N/A
4.5900,225,182,91,3846,22.30,23.98,N/A
4.5925,226,188,86,4095,22.30,23.98,N/A
4.5950,221,186,93,2556,22.30,23.98,N/A
4.5975,234,193,87,410,22.30,23.98,N/A
4.6000,214,203,75,114,22.30,23.98,N/A
4.6025,223,197,74,24,22.30,23.98,N/A
4.6050,233,199,77,5,22.30,23.98,N/A
4.6075,234,194,79,1888,22.30,23.98,N/A
4.6100,225,196,77,3869,22.30,23.98,N/A
4.6125,224,176,96,4095,22.30,23.98,N/A
4.6150,227,177,95,2215,22.30,23.98,N/A
4.6175,230,187,81,343,22.30,23.98,N/A
4.6200,229,181,88,107,22.30,23.98,N/A
4.6225,224,190,89,23,22.30,23.98,N/A
4.6250,219,198,74,9,22.30,23.98,N/A
4.6275,231,193,75,1595,22.30,23.98,N/A
4.6300,238,191,79,3674,22.30,23.98,N/A
4.6325,233,194,75,4095,22.30,23.98,N/A
4.6350,231,192,71,1356,22.30,23.98,N/A
4.6375,231,193,80,396,22.30,23.98,N/A
4.6400,222,177,97,68,22.30,23.98,N/A
4.6425,229,194,93,27,22.30,23.98,N/A
4.6450,233,187,87,112,22.30,23.98,N/A
4.6475,219,189,82,1532,22.30,23.98,N/A
4.6500,233,196,82,4095,22.30,23.98,N/A
4.6525,229,198,82,4095,22.30,23.98,N/A
4.6550,235,192,80,1309,22.30,23.98,N/A
4.6575,233,196,86,374,22.30,23.98,N/A
4.6600,229,185,86,56,22.30,23.98,N/A
4.6625,228,177,95,20,22.30,23.98,N/A
4.6650,218,187,79,95,22.30,23.98,N/A
4.6675,222,183,65,1451,22.30,23.98,N/A
4.6700,225,185,92,4095,22.30,23.98,N/A
4.6725,220,199,88,4095,22.30,23.98,N/A
4.6750,234,194,78,1357,22.30,23.98,N/A
4.6775,227,204,89,390,22.30,23.98,N/A
4.6800,227,201,77,68,22.30,23.98,N/A
4.6825,232,193,73,24,22.30,23.98,N/A
4.6850,224,197,79,59,22.30,23.98,N/A
4.6875,228,197,76,1306,22.30,23.98,N/A
4.6900,225,194,88,4083,22.30,23.98,N/A
4.6925,225,174,86,4095,22.30,23.98,N/A
4.6950,227,201,75,1426,22.30,23.98,N/A
4.6975,216,183,84,408,22.30,23.98,N/A
4.7000,234,189,82,68,22.30,23.98,N/A
4.7025,233,205,86,26,22.30,23.98,N/A
4.7050,224,190,79,111,22.30,23.98,N/A
4.7075,226,190,79,1509,22.30,23.98,N/A
4.7100,233,198,78,4095,22.30,23.98,N/A
4.7125,218,194,86,4095,22.30,23.98,N/A
4.7150,236,186,86,688,22.30,23.98,N/A
4.7175,222,182,78,199,22.30,23.98,N/A
4.7200,225,174,76,31,22.30,23.98,N/A
4.7225,209,199,74,12,22.30,23.98,N/A
4.7250,207,187,75,540,22.30,23.98,N/A
4.7275,233,181,70,2300,22.30,23.98,N/A
4.7300,245,186,84,4095,22.30,23.98,N/A
4.7325,244,181,49,3364,22.30,23.98,N/A
4.7350,221,181,57,657,22.30,23.98,N/A
4.7375,233,180,58,192,22.30,23.98,N/A
4.7400,227,187,87,36,22.30,23.98,N/A
4.7425,222,188,97,15,22.30,23.98,N/A
4.7450,203,217,83,518,22.30,23.98,N/A
4.7475,240,188,61,2302,22.30,23.98,N/A
4.7500,246,187,58,4095,22.30,23.98,N/A
4.7525,217,198,93,3532,22.30,23.98,N/A
4.7550,225,187,87,1302,22.30,23.98,N/A
4.7575,223,160,75,205,22.30,23.98,N/A
4.7600,229,163,74,69,22.30,23.98,N/A
4.7625,197,185,70,16,22.30,23.98,N/A
4.7650,224,197,79,89,22.30,23.98,N/A
4.7675,243,184,82,2421,22.30,23.98,N/A
4.7700,233,172,94,4095,22.30,23.98,N/A
4.7725,218,184,91,3734,22.30,23.98,N/A
4.7750,228,186,84,1411,22.30,24.02,N/A
4.7775,220,196,89,216,22.30,24.02,N/A
4.7800,231,197,69,78,22.30,24.02,N/A
4.7825,229,203,80,12,22.30,24.02,N/A
4.7850,236,196,76,46,22.30,24.02,N/A
4.7875,229,190,88,2367,22.30,24.02,N/A
4.7900,233,199,95,4095,22.30,24.02,N/A
4.7925,227,203,74,3676,22.30,24.02,N/A
4.7950,225,169,93,1464,22.30,24.02,N/A
4.7975,227,173,77,228,22.30,24.02,N/A
4.8000,217,193,77,71,22.30,24.02,N/A
4.8025,226,199,83,17,22.30,24.02,N/A
4.8050,236,198,71,136,22.30,24.02,N/A
4.8075,229,192,72,2608,22.30,24.02,N/A
4.8100,230,195,94,4095,22.30,24.02,N/A
4.8125,234,188,82,3665,22.30,24.02,N/A
4.8150,231,199,79,1352,22.30,24.02,N/A
4.8175,225,170,88,216,22.30,24.02,N/A
4.8200,224,184,93,68,22.30,24.02,N/A
4.8225,218,187,92,14,22.30,24.02,N/A
4.8250,228,191,80,134,22.30,24.02,N/A
4.8275,230,198,93,2422,22.30,24.02,N/A
4.8300,237,190,76,4095,22.30,24.02,N/A
4.8325,236,194,84,3648,22.30,24.02,N/A
4.8350,230,194,80,1488,22.30,24.02,N/A
4.8375,229,198,83,227,22.30,24.02,N/A
4.8400,234,200,75,74,22.30,24.02,N/A
4.8425,234,199,70,17,22.30,24.02,N/A
4.8450,220,186,106,126,22.30,24.02,N/A
4.8475,222,174,98,2497,22.30,24.02,N/A
4.8500,224,176,95,4095,22.30,24.02,N/A
4.8525,227,182,79,3616,22.30,24.02,N/A
4.8550,222,188,86,1401,22.30,24.02,N/A
4.8575,234,196,75,222,22.30,24.02,N/A
4.8600,230,193,77,66,22.30,24.02,N/A
4.8625,230,193,84,16,22.30,24.02,N/A
4.8650,233,199,93,68,22.30,24.02,N/A
4.8675,232,195,84,2469,22.30,24.02,N/A
4.8700,225,182,102,4095,22.30,24.02,N/A
4.8725,225,179,95,3720,22.30,24.02,N/A
4.8750,213,182,86,1437,22.30,24.02,N/A
4.8775,224,188,79,224,22.30,24.02,N/A
4.8800,228,189,81,68,22.30,24.02,N/A
4.8825,231,199,76,18,22.30,24.02,N/A
4.8850,223,191,94,102,22.30,24.02,N/A
4.8875,226,196,80,2523,22.30,24.02,N/A
4.8900,236,195,88,4095,22.30,24.02,N/A
4.8925,232,198,75,3446,22.30,24.02,N/A
4.8950,220,177,91,720,22.30,24.02,N/A
4.8975,225,191,80,210,22.30,24.02,N/A
4.9000,226,184,97,40,22.30,24.02,N/A
4.9025,223,181,87,13,22.30,24.02,N/A
4.9050,228,203,81,686,22.30,24.02,N/A
4.9075,238,201,76,2520,22.30,24.02,N/A
4.9100,230,192,94,4095,22.30,24.02,N/A
4.9125,231,193,79,3752,22.30,24.02,N/A
4.9150,234,202,85,792,22.30,24.02,N/A
4.9175,239,194,76,230,22.30,24.02,N/A
4.9200,229,190,91,39,22.30,24.02,N/A
4.9225,225,183,81,17,22.30,24.02,N/A
4.9250,228,181,97,606,22.30,24.02,N/A
4.9275,222,182,85,2363,22.30,24.02,N/A
4.9300,228,199,85,4095,22.30,24.02,N/A
4.9325,223,191,91,3589,22.30,24.02,N/A
4.9350,232,194,75,804,22.30,24.02,N/A
4.9375,236,188,78,230,22.30,24.02,N/A
4.9400,228,198,80,43,22.30,24.02,N/A
4.9425,227,198,88,17,22.30,24.02,N/A
4.9450,233,193,80,525,22.30,24.02,N/A
4.9475,224,186,106,2328,22.30,24.02,N/A
4.9500,228,181,90,4095,22.30,24.02,N/A
4.9525,218,185,92,3771,22.30,24.02,N/A
4.9550,226,180,91,806,22.30,24.02,N/A
4.9575,221,196,68,237,22.30,24.02,N/A
4.9600,229,194,89,42,22.30,24.02,N/A
4.9625,228,194,78,18,22.30,24.02,N/A
4.9650,237,194,87,581,22.30,24.02,N/A
4.9675,235,188,79,2368,22.30,24.02,N/A
4.9700,233,199,73,4095,22.30,24.02,N/A
4.9725,224,179,96,3941,22.30,24.02,N/A
4.9750,222,178,105,902,22.30,24.02,N/A
4.9775,227,180,89,260,22.30,24.02,N/A
4.9800,232,191,88,44,22.30,24.02,N/A
4.9825,228,192,96,17,22.30,24.02,N/A
4.9850,239,204,84,665,22.30,24.02,N/A
4.9875,229,198,87,2519,22.30,24.02,N/A
4.9900,239,195,75,4095,22.30,24.02,N/A
4.9925,238,198,78,3885,22.30,24.02,N/A
4.9950,227,201,84,875,22.30,24.02,N/A
4.9975,232,195,89,254,22.30,24.02,N/A
5.0000,217,175,86,46,22.30,24.02,N/A
5.0025,231,178,93,17,22.30,24.02,N/A
5.0050,225,187,83,770,22.30,24.02,N/A
5.0075,221,183,78,2587,22.30,24.02,N/A
5.0100,233,191,79,4095,22.30,24.02,N/A
5.0125,226,196,73,3907,22.30,24.02,N/A
5.0150,233,193,77,894,22.30,24.02,N/A
5.0175,232,194,77,258,22.30,24.02,N/A
5.0200,237,204,82,47,22.30,24.02,N/A
5.0225,230,185,88,12,22.30,24.02,N/A
5.0250,233,178,96,706,22.30,24.02,N/A
5.0275,225,175,104,3504,22.30,24.02,N/A
5.0300,221,184,83,4095,22.30,24.02,N/A
5.0325,227,192,78,2929,22.30,24.02,N/A
5.0350,231,198,87,925,22.30,24.02,N/A
5.0375,229,199,79,149,22.30,24.02,N/A
5.0400,228,198,80,46,22.30,24.02,N/A
5.0425,230,197,87,13,22.30,24.02,N/A
5.0450,236,194,78,698,22.30,24.02,N/A
5.0475,224,194,86,3617,22.30,24.02,N/A
5.0500,221,187,95,4095,22.30,24.02,N/A
5.0525,227,175,77,3172,22.30,24.02,N/A
5.0550,229,180,90,1037,22.30,24.02,N/A
5.0575,229,199,95,164,22.30,24.02,N/A
5.0600,225,194,78,52,22.30,24.02,N/A
5.0625,224,204,81,20,22.30,24.02,N/A
5.0650,226,200,90,644,22.30,24.02,N/A
5.0675,238,195,80,3289,22.30,24.02,N/A
5.0700,233,193,89,4095,22.30,24.02,N/A
5.0725,226,190,73,3310,22.30,24.02,N/A
5.0750,225,179,102,1120,22.30,24.02,N/A
5.0775,226,178,89,181,22.30,24.02,N/A
5.0800,225,199,90,60,22.30,24.02,N/A
5.0825,224,191,83,17,22.30,24.02,N/A
5.0850,225,206,75,834,22.30,24.02,N/A
5.0875,226,192,88,3756,22.30,24.02,N/A
5.0900,233,199,85,4095,22.30,24.02,N/A
5.0925,238,196,83,2869,22.30,24.02,N/A
5.0950,241,195,81,861,22.30,24.02,N/A
5.0975,233,197,82,136,22.30,24.02,N/A
5.1000,229,183,94,47,22.30,24.02,N/A
5.1025,226,180,97,16,22.30,24.02,N/A
5.1050,225,186,96,589,22.30,24.02,N/A
5.1075,231,182,96,3401,22.30,24.02,N/A
5.1100,231,180,101,4095,22.30,24.02,N/A
5.1125,232,201,88,2960,22.30,24.02,N/A
5.1150,221,197,92,934,22.30,24.02,N/A
5.1175,235,205,85,144,22.30,24.02,N/A
5.1200,233,198,80,55,22.30,24.02,N/A
5.1225,227,193,84,12,22.30,24.02,N/A
5.1250,232,191,90,543,22.30,24.02,N/A
5.1275,230,193,91,3363,22.30,24.02,N/A
5.1300,223,182,86,4095,22.30,24.02,N/A
5.1325,227,186,92,2972,22.30,24.02,N/A
5.1350,228,182,84,952,22.30,24.02,N/A
5.1375,219,199,92,154,22.30,24.02,N/A
5.1400,222,196,96,54,22.30,24.02,N/A
5.1425,229,194,81,12,22.30,24.02,N/A
5.1450,224,196,84,521,22.30,24.02,N/A
5.1475,230,200,87,3368,22.30,24.02,N/A
5.1500,233,204,82,4095,22.30,24.02,N/A
5.1525,235,196,87,3006,22.30,24.02,N/A
5.1550,230,165,87,503,22.30,24.02,N/A
5.1575,229,191,81,140,22.30,24.02,N/A
5.1600,216,181,98,27,22.30,24.02,N/A
5.1625,222,198,88,11,22.30,24.02,N/A
5.1650,227,192,89,1442,22.30,24.02,N/A
5.1675,233,193,76,3242,22.30,24.02,N/A
5.1700,230,198,86,4095,22.30,24.02,N/A
5.1725,233,202,76,3152,22.30,24.02,N/A
5.1750,231,191,86,560,22.30,24.02,N/A
5.1775,222,180,88,166,22.30,24.02,N/A
5.1800,220,181,104,34,22.30,24.02,N/A
5.1825,227,179,97,13,22.30,24.02,N/A
5.1850,224,188,87,1417,22.30,24.02,N/A
5.1875,227,176,79,3267,22.30,24.02,N/A
5.1900,225,199,73,4095,22.30,24.02,N/A
5.1925,231,199,76,3025,22.30,24.02,N/A
5.1950,229,199,89,528,22.30,24.02,N/A
5.1975,235,193,79,156,22.30,24.02,N/A
5.2000,238,199,83,33,22.30,24.02,N/A
5.2025,229,198,74,18,22.30,24.02,N/A
5.2050,224,180,93,1529,22.30,24.02,N/A
5.2075,228,181,89,3456,22.30,24.02,N/A
5.2100,232,187,93,4095,22.30,24.02,N/A
5.2125,231,184,79,3212,22.30,24.02,N/A
5.2150,225,189,70,566,22.30,24.02,N/A
5.2175,237,192,92,164,22.30,24.02,N/A
5.2200,226,186,80,30,22.30,24.02,N/A
5.2225,234,196,87,12,22.30,24.02,N/A
5.2250,225,196,74,1528,22.30,24.02,N/A
5.2275,231,200,92,3332,22.30,24.02,N/A
5.2300,243,191,83,4095,22.30,24.02,N/A
5.2325,227,181,93,3121,22.30,24.02,N/A
5.2350,217,167,102,559,22.30,24.02,N/A
5.2375,239,170,98,162,22.30,24.02,N/A
5.2400,226,174,91,28,22.30,24.02,N/A
5.2425,225,176,80,14,22.30,24.02,N/A
5.2450,238,196,78,1506,22.30,24.02,N/A
5.2475,240,197,91,3433,22.30,24.02,N/A
5.2500,235,197,70,4095,22.30,24.02,N/A
5.2525,236,192,83,3016,22.30,24.02,N/A
5.2550,233,193,78,537,22.30,24.02,N/A
5.2575,232,197,83,158,22.30,24.02,N/A
5.2600,224,185,88,33,22.30,24.02,N/A
5.2625,222,188,88,16,22.30,24.02,N/A
5.2650,232,187,103,1230,22.30,24.02,N/A
5.2675,224,193,79,3144,22.30,24.02,N/A
5.2700,233,193,77,4095,22.30,24.02,N/A
5.2725,232,192,88,1032,22.30,24.02,N/A
5.2750,238,180,94,292,22.30,24.02,N/A
5.2775,197,206,92,44,22.30,24.02,N/A
5.2800,218,203,74,16,22.30,24.02,N/A
5.2825,253,184,75,33,22.30,24.02,N/A
5.2850,236,186,60,2180,22.30,24.02,N/A
5.2875,225,193,51,4082,22.30,24.02,N/A
5.2900,225,183,59,4048,22.30,24.02,N/A
5.2925,228,181,72,1782,22.30,24.02,N/A
5.2950,221,185,87,277,22.30,24.02,N/A
5.2975,222,213,106,83,22.30,24.02,N/A
5.3000,251,177,59,20,22.30,24.02,N/A
5.3025,243,185,65,47,22.30,24.02,N/A
5.3050,232,195,77,2286,22.30,24.02,N/A
5.3075,227,178,84,4095,22.30,24.02,N/A
5.3100,231,151,72,4095,22.30,24.02,N/A
5.3125,214,175,65,2014,22.30,24.02,N/A
5.3150,214,170,67,584,22.30,24.02,N/A
5.3175,239,170,98,97,22.30,24.02,N/A
5.3200,226,174,91,38,22.30,24.02,N/A
5.3225,242,179,100,40,22.30,24.02,N/A
5.3250,227,169,91,1313,22.30,24.02,N/A
5.3275,222,198,81,4095,22.29,23.92,N/A
5.3300,230,195,68,4095,22.29,23.92,N/A
5.3325,225,206,88,1849,22.29,23.92,N/A
5.3350,225,186,97,534,22.29,23.92,N/A
5.3375,230,176,99,79,22.29,23.92,N/A
5.3400,226,188,85,24,22.29,23.92,N/A
5.3425,229,193,80,30,22.29,23.92,N/A
5.3450,224,201,85,1204,22.29,23.92,N/A
5.3475,231,191,75,4025,22.29,23.92,N/A
5.3500,234,190,76,4095,22.29,23.92,N/A
5.3525,228,191,83,2174,22.29,23.92,N/A
5.3550,231,200,76,626,22.29,23.92,N/A
5.3575,224,197,87,101,22.29,23.92,N/A
5.3600,227,195,96,33,22.29,23.92,N/A
5.3625,233,178,102,26,22.29,23.92,N/A
5.3650,231,186,89,1232,22.29,23.92,N/A
5.3675,231,176,78,3913,22.29,23.92,N/A
5.3700,225,188,82,4095,22.29,23.92,N/A
5.3725,231,199,82,2071,22.29,23.92,N/A
5.3750,229,196,69,598,22.29,23.92,N/A
5.3775,237,194,82,100,22.29,23.92,N/A
5.3800,225,193,82,37,22.29,23.92,N/A
5.3825,231,197,78,34,22.29,23.92,N/A
5.3850,227,195,73,1252,22.29,23.92,N/A
5.3875,229,174,98,4095,22.29,23.92,N/A
5.3900,225,175,105,4095,22.29,23.92,N/A
5.3925,220,184,83,1936,22.29,23.92,N/A
5.3950,225,189,92,553,22.29,23.92,N/A
5.3975,225,201,93,79,22.29,23.92,N/A
5.4000,221,200,85,24,22.29,23.92,N/A
5.4025,230,197,80,285,22.29,23.92,N/A
5.4050,228,199,86,2112,22.29,23.92,N/A
5.4075,230,197,96,4095,22.29,23.92,N/A
5.4100,234,192,87,4095,22.29,23.92,N/A
5.4125,229,198,77,2768,22.29,23.92,N/A
5.4150,222,183,88,454,22.29,23.92,N/A
5.4175,234,183,93,139,22.29,23.92,N/A
5.4200,226,188,89,26,22.29,23.92,N/A
5.4225,228,194,88,33,22.29,23.92,N/A
5.4250,231,196,89,1931,22.29,23.92,N/A
5.4275,231,192,77,3608,22.29,23.92,N/A
5.4300,231,197,87,3756,22.29,23.92,N/A
5.4325,235,192,69,1720,22.29,23.92,N/A
5.4350,233,196,74,263,22.29,23.92,N/A
5.4375,232,192,92,80,22.29,23.92,N/A
5.4400,225,193,81,22,22.29,23.92,N/A
5.4425,228,177,97,13,22.29,23.92,N/A
5.4450,224,197,97,1975,22.29,23.92,N/A
5.4475,223,189,86,4047,22.29,23.92,N/A
5.4500,225,189,86,4095,22.29,23.92,N/A
5.4525,227,197,81,2112,22.29,23.92,N/A
5.4550,232,193,70,322,22.29,23.92,N/A
5.4575,234,199,82,92,22.29,23.92,N/A
5.4600,233,197,83,14,22.29,23.92,N/A
5.4625,235,191,69,25,22.29,23.92,N/A
5.4650,219,169,98,1960,22.29,23.92,N/A
5.4675,220,172,90,3823,22.29,23.92,N/A
5.4700,221,189,82,4095,22.29,23.92,N/A
5.4725,230,188,96,2140,22.29,23.92,N/A
5.4750,233,191,76,332,22.29,23.92,N/A
5.4775,235,201,84,101,22.29,23.92,N/A
5.4800,230,189,89,19,22.29,23.92,N/A
5.4825,227,190,77,38,22.29,23.92,N/A
5.4850,221,188,79,2114,22.29,23.92,N/A
5.4875,233,199,74,4075,22.29,23.92,N/A
5.4900,225,181,87,4095,22.29,23.92,N/A
5.4925,228,197,88,2428,22.29,23.92,N/A
5.4950,228,183,84,382,22.29,23.92,N/A
5.4975,230,176,89,116,22.29,23.92,N/A
5.5000,226,184,88,26,22.29,23.92,N/A
5.5025,233,183,95,48,22.29,23.92,N/A
5.5050,222,191,77,2135,22.29,23.92,N/A
5.5075,231,196,79,4040,22.29,23.92,N/A
5.5100,233,194,75,4095,22.29,23.92,N/A
5.5125,231,199,73,2310,22.29,23.92,N/A
5.5150,230,198,82,362,22.29,23.92,N/A
5.5175,233,191,84,98,22.29,23.92,N/A
5.5200,222,178,80,14,22.29,23.92,N/A
5.5225,229,189,101,18,22.29,23.92,N/A
5.5250,227,186,86,2179,22.29,23.92,N/A
5.5275,228,191,89,4016,22.29,23.92,N/A
5.5300,221,194,80,4095,22.29,23.92,N/A
5.5325,240,201,89,2202,22.29,23.92,N/A
5.5350,235,195,78,347,22.29,23.92,N/A
5.5375,229,197,84,105,22.29,23.92,N/A
5.5400,236,195,90,22,22.29,23.92,N/A
5.5425,231,183,83,372,22.29,23.92,N/A
5.5450,229,172,89,2128,22.29,23.92,N/A
5.5475,228,180,84,4095,22.29,23.92,N/A
5.5500,232,192,91,4095,22.29,23.92,N/A
5.5525,225,191,77,1196,22.29,23.92,N/A
5.5550,227,197,79,346,22.29,23.92,N/A
5.5575,228,195,78,62,22.29,23.92,N/A
5.5600,235,199,85,21,22.29,23.92,N/A
5.5625,233,197,83,376,22.29,23.92,N/A
5.5650,226,193,76,2125,22.29,23.92,N/A
5.5675,227,194,86,4095,22.29,23.92,N/A
5.5700,227,183,93,4095,22.29,23.92,N/A
5.5725,223,173,73,1259,22.29,23.92,N/A
5.5750,220,182,86,368,22.29,23.92,N/A
5.5775,231,193,78,62,22.29,23.92,N/A
5.5800,224,195,82,24,22.29,23.92,N/A
5.5825,235,189,77,370,22.29,23.92,N/A
5.5850,237,193,79,2122,22.29,23.92,N/A
5.5875,229,196,69,4095,22.29,23.92,N/A
5.5900,230,200,68,4095,22.29,23.92,N/A
5.5925,232,193,92,1403,22.29,23.92,N/A
5.5950,222,197,84,404,22.29,23.92,N/A
5.5975,231,189,87,69,22.29,23.92,N/A
5.6000,225,183,85,23,22.29,23.92,N/A
5.6025,218,198,89,459,22.29,23.92,N/A
5.6050,222,198,80,2254,22.29,23.92,N/A
5.6075,230,201,83,4095,22.29,23.92,N/A
5.6100,227,195,68,4095,22.29,23.92,N/A
5.6125,233,189,86,1265,22.29,23.92,N/A
5.6150,238,197,92,366,22.29,23.92,N/A
5.6175,224,170,89,62,22.29,23.92,N/A
5.6200,228,192,87,24,22.29,23.92,N/A
5.6225,218,188,86,487,22.29,23.92,N/A
5.6250,235,180,89,2359,22.29,23.92,N/A
5.6275,234,187,92,4095,22.29,23.92,N/A
5.6300,218,178,84,4095,22.29,23.92,N/A
5.6325,238,200,92,1257,22.29,23.92,N/A
5.6350,223,198,92,365,22.29,23.92,N/A
5.6375,232,198,83,61,22.29,23.92,N/A
5.6400,226,192,70,19,22.29,23.92,N/A
5.6425,224,191,79,304,22.29,23.92,N/A
5.6450,233,196,74,1995,22.29,23.92,N/A
5.6475,231,173,88,4095,22.29,23.92,N/A
5.6500,223,178,84,4095,22.29,23.92,N/A
5.6525,229,190,95,1355,22.29,23.92,N/A
5.6550,230,190,76,391,22.29,23.92,N/A
5.6575,219,202,86,64,22.29,23.92,N/A
5.6600,231,201,88,25,22.29,23.92,N/A
5.6625,224,199,80,328,22.29,23.92,N/A
5.6650,227,200,86,2010,22.29,23.92,N/A
5.6675,238,205,82,4095,22.29,23.92,N/A
5.6700,232,199,85,3502,22.29,23.92,N/A
5.6725,235,191,84,1282,22.29,23.92,N/A
5.6750,220,166,88,203,22.29,23.92,N/A
5.6775,229,189,91,64,22.29,23.92,N/A
5.6800,231,189,82,17,22.29,23.92,N/A
5.6825,226,199,84,195,22.29,23.92,N/A
5.6850,231,196,92,2891,22.29,23.92,N/A
5.6875,235,205,88,4095,22.29,23.92,N/A
5.6900,232,201,84,3506,22.29,23.92,N/A
5.6925,235,202,91,1325,22.29,23.92,N/A
5.6950,233,197,80,212,22.29,23.92,N/A
5.6975,228,189,95,65,22.29,23.92,N/A
5.7000,230,185,85,17,22.29,23.92,N/A
5.7025,221,177,84,172,22.29,23.92,N/A
5.7050,230,178,100,2696,22.29,23.92,N/A
5.7075,230,188,78,4095,22.29,23.92,N/A
5.7100,224,198,87,3472,22.29,23.92,N/A
5.7125,231,195,73,1279,22.29,23.92,N/A
5.7150,237,201,81,202,22.29,23.92,N/A
5.7175,230,199,91,60,22.29,23.92,N/A
5.7200,237,197,70,18,22.29,23.92,N/A
5.7225,227,198,80,162,22.29,23.92,N/A
5.7250,221,172,93,2764,22.29,23.92,N/A
5.7275,228,182,90,4095,22.29,23.92,N/A
5.7300,220,183,84,3508,22.29,23.92,N/A
5.7325,234,184,84,1293,22.29,23.92,N/A
5.7350,228,193,83,208,22.29,23.92,N/A
5.7375,235,196,77,65,22.29,23.92,N/A
5.7400,227,199,86,10,22.29,23.92,N/A
5.7425,238,192,88,161,22.29,23.92,N/A
5.7450,237,207,85,2618,22.29,23.92,N/A
5.7475,227,192,83,4095,22.29,23.92,N/A
5.7500,227,177,81,3511,22.29,23.92,N/A
5.7525,227,185,92,1254,22.29,23.92,N/A
5.7550,221,182,80,201,22.29,23.92,N/A
5.7575,223,180,89,60,22.29,23.92,N/A
5.7600,227,186,98,12,22.29,23.92,N/A
5.7625,224,186,90,202,22.29,23.92,N/A
5.7650,225,197,78,2841,22.29,23.92,N/A
5.7675,227,201,80,4095,22.29,23.92,N/A
5.7700,233,194,80,3483,22.29,23.92,N/A
5.7725,235,195,85,1249,22.29,23.92,N/A
5.7750,233,184,96,196,22.29,23.92,N/A
5.7775,228,187,98,62,22.29,23.92,N/A
5.7800,226,184,102,16,22.29,23.92,N/A
5.7825,228,181,82,219,22.29,23.92,N/A
5.7850,224,184,84,2852,22.29,23.92,N/A
5.7875,225,200,85,4095,22.29,23.92,N/A
5.7900,225,192,84,3368,22.29,23.92,N/A
5.7925,225,191,95,1194,22.29,23.92,N/A
5.7950,230,195,77,188,22.29,23.92,N/A
5.7975,236,197,84,39,22.29,23.92,N/A
5.8000,227,199,89,13,22.29,23.92,N/A
5.8025,225,162,84,759,22.29,23.92,N/A
5.8050,223,178,92,2580,22.29,23.92,N/A
5.8075,229,182,87,4095,22.29,23.92,N/A
5.8100,228,185,74,3360,22.29,23.92,N/A
5.8125,229,199,89,642,22.29,23.92,N/A
5.8150,232,190,83,190,22.29,23.92,N/A
5.8175,247,192,77,37,22.29,23.92,N/A
5.8200,231,198,83,17,22.29,23.92,N/A
5.8225,232,192,74,578,22.29,23.92,N/A
5.8250,231,204,77,2371,22.29,23.92,N/A
5.8275,236,196,77,4085,22.29,23.92,N/A
5.8300,222,189,93,2176,22.29,23.92,N/A
5.8325,200,201,72,338,22.29,23.92,N/A
5.8350,239,186,76,101,22.29,23.92,N/A
5.8375,255,191,69,21,22.29,23.92,N/A
5.8400,228,199,49,16,22.29,23.92,N/A
5.8425,229,177,71,532,22.29,23.92,N/A
5.8450,233,168,83,3382,22.29,23.92,N/A
5.8475,225,181,94,4095,22.29,23.92,N/A
5.8500,220,215,80,2347,22.29,23.92,N/A
5.8525,232,195,74,679,22.29,23.92,N/A
5.8550,248,186,76,112,22.29,23.92,N/A
5.8575,227,186,73,34,22.29,23.92,N/A
5.8600,229,187,99,9,22.29,23.92,N/A
5.8625,222,163,105,401,22.29,23.92,N/A
5.8650,224,175,69,3226,22.29,23.92,N/A
5.8675,206,193,65,4095,22.29,23.92,N/A
5.8700,225,192,84,3352,22.29,23.92,N/A
5.8725,251,193,93,634,22.29,23.92,N/A
5.8750,245,203,93,186,22.29,23.92,N/A
5.8775,234,161,95,40,22.29,23.92,N/A
5.8800,221,187,84,12,22.29,23.92,N/A
5.8825,229,179,100,549,22.32,23.97,N/A
5.8850,225,179,101,2459,22.32,23.97,N/A
5.8875,229,182,83,4095,22.32,23.97,N/A
5.8900,219,184,89,3353,22.32,23.97,N/A
5.8925,230,202,79,632,22.32,23.97,N/A
5.8950,229,194,80,184,22.32,23.97,N/A
5.8975,234,192,93,39,22.32,23.97,N/A
5.9000,230,195,95,14,22.32,23.97,N/A
5.9025,229,199,75,608,22.32,23.97,N/A
5.9050,238,196,71,2352,22.32,23.97,N/A
5.9075,229,186,85,4095,22.32,23.97,N/A
5.9100,218,173,88,3565,22.32,23.97,N/A
5.9125,229,192,95,720,22.32,23.97,N/A
5.9150,227,188,78,209,22.32,23.97,N/A
5.9175,225,199,83,37,22.32,23.97,N/A
5.9200,228,202,77,16,22.32,23.97,N/A
5.9225,234,193,79,725,22.32,23.97,N/A
5.9250,228,196,75,2491,22.32,23.97,N/A
5.9275,231,196,76,4095,22.32,23.97,N/A
