Time (s),PPG_RED_RAW,PPG_IR_RAW,PPG_GREEN_RAW,ECG_RAW,T_AMBIENT,T_OBJECT,HR_GT
37.5700,231,181,90,90,22.32,24.04,N/A
37.5725,233,187,88,19,22.32,24.04,N/A
37.5750,228,197,89,178,22.32,24.04,N/A
37.5775,229,191,80,2622,22.32,24.04,N/A
37.5800,230,195,88,4095,22.32,24.04,N/A
37.5825,231,200,85,4003,22.32,24.04,N/A
37.5850,231,197,79,997,22.32,24.04,N/A
37.5875,237,200,83,288,22.32,24.04,N/A
37.5900,237,173,91,55,22.32,24.04,N/A
37.5925,225,180,78,20,22.32,24.04,N/A
37.5950,222,182,83,926,22.32,24.04,N/A
37.5975,228,183,87,2789,22.32,24.04,N/A
37.6000,221,194,76,4095,22.32,24.04,N/A
37.6025,229,191,89,4068,22.32,24.04,N/A
37.6050,221,180,81,1076,22.32,24.04,N/A
37.6075,214,192,85,306,22.32,24.04,N/A
37.6100,233,195,78,54,22.32,24.04,N/A
37.6125,228,204,91,18,22.32,24.04,N/A
37.6150,224,196,71,937,22.32,24.04,N/A
37.6175,233,180,100,2675,22.32,24.04,N/A
37.6200,230,171,99,4095,22.32,24.04,N/A
37.6225,224,185,85,4088,22.32,24.04,N/A
37.6250,223,202,85,1139,22.32,24.04,N/A
37.6275,227,195,82,343,22.32,24.04,N/A
37.6300,232,195,84,56,22.32,24.04,N/A
37.6325,226,193,83,18,22.32,24.04,N/A
37.6350,227,194,75,1015,22.32,24.04,N/A
37.6375,237,195,70,2837,22.32,24.04,N/A
37.6400,223,180,96,4095,22.32,24.04,N/A
37.6425,230,171,110,3926,22.32,24.04,N/A
37.6450,229,190,81,986,22.32,24.04,N/A
37.6475,232,185,91,292,22.32,24.04,N/A
37.6500,227,192,80,52,22.32,24.04,N/A
37.6525,229,193,78,22,22.32,24.04,N/A
37.6550,229,193,82,808,22.32,24.04,N/A
37.6575,233,195,87,2578,22.32,24.04,N/A
37.6600,231,197,77,4095,22.32,24.04,N/A
37.6625,226,196,74,3744,22.32,24.04,N/A
37.6650,239,190,79,835,22.32,24.04,N/A
37.6675,217,177,85,241,22.32,24.04,N/A
37.6700,236,170,89,35,22.32,24.04,N/A
37.6725,223,188,86,13,22.32,24.04,N/A
37.6750,231,186,78,569,22.32,24.04,N/A
37.6775,217,191,81,2357,22.32,24.04,N/A
37.6800,225,200,81,4095,22.32,24.04,N/A
37.6825,236,193,78,3936,22.32,24.04,N/A
37.6850,235,192,84,912,22.32,24.04,N/A
37.6875,234,201,89,268,22.32,24.04,N/A
37.6900,233,193,74,45,22.32,24.04,N/A
37.6925,225,200,89,22,22.32,24.04,N/A
37.6950,230,172,94,424,22.32,24.04,N/A
37.6975,228,193,83,2004,22.32,24.04,N/A
37.7000,221,188,90,4095,22.32,24.04,N/A
37.7025,231,191,81,3648,22.32,24.04,N/A
37.7050,231,186,85,858,22.32,24.04,N/A
37.7075,227,187,70,249,22.32,24.04,N/A
37.7100,231,204,86,48,22.32,24.04,N/A
37.7125,232,198,82,22,22.32,24.04,N/A
37.7150,223,199,78,356,22.32,24.04,N/A
37.7175,219,184,90,2899,22.32,24.04,N/A
37.7200,228,176,95,4095,22.32,24.04,N/A
37.7225,225,185,75,2697,22.32,24.04,N/A
37.7250,226,180,81,852,22.32,24.04,N/A
37.7275,228,191,93,126,22.32,24.04,N/A
37.7300,227,189,80,35,22.32,24.04,N/A
37.7325,227,198,84,12,22.32,24.04,N/A
37.7350,235,197,87,338,22.32,24.04,N/A
37.7375,225,197,76,2997,22.32,24.04,N/A
37.7400,234,199,89,4095,22.32,24.04,N/A
37.7425,230,198,75,2651,22.32,24.04,N/A
37.7450,223,182,101,838,22.32,24.04,N/A
37.7475,227,169,107,130,22.32,24.04,N/A
37.7500,228,173,76,49,22.32,24.04,N/A
37.7525,222,183,88,19,22.32,24.04,N/A
37.7550,225,201,90,508,22.32,24.04,N/A
37.7575,231,189,78,3125,22.32,24.04,N/A
37.7600,234,200,83,4095,22.32,24.04,N/A
37.7625,230,190,70,2952,22.32,24.04,N/A
37.7650,236,192,86,953,22.32,24.04,N/A
37.7675,229,195,79,148,22.32,24.04,N/A
37.7700,223,179,89,49,22.32,24.04,N/A
37.7725,229,186,93,13,22.32,24.04,N/A
37.7750,225,179,80,396,22.32,24.04,N/A
37.7775,226,200,96,3171,22.32,24.04,N/A
37.7800,231,194,93,4095,22.32,24.04,N/A
37.7825,228,193,86,2996,22.32,24.04,N/A
37.7850,226,200,81,953,22.32,24.04,N/A
37.7875,229,196,83,146,22.32,24.04,N/A
37.7900,234,198,76,40,22.32,24.04,N/A
37.7925,226,198,86,7,22.32,24.04,N/A
37.7950,224,180,98,589,22.32,24.04,N/A
37.7975,225,196,99,3312,22.32,24.04,N/A
37.8000,230,178,90,4095,22.32,24.04,N/A
37.8025,230,182,90,2785,22.32,24.04,N/A
37.8050,225,191,90,904,22.32,24.04,N/A
37.8075,225,202,87,142,22.32,24.04,N/A
37.8100,235,190,78,51,22.32,24.04,N/A
37.8125,231,196,79,22,22.32,24.04,N/A
37.8150,226,194,80,732,22.32,24.04,N/A
37.8175,231,194,89,3443,22.32,24.04,N/A
37.8200,238,200,78,4095,22.32,24.04,N/A
37.8225,233,182,87,2982,22.32,24.04,N/A
37.8250,222,168,86,971,22.32,24.04,N/A
37.8275,226,190,90,151,22.32,24.04,N/A
37.8300,224,185,88,50,22.32,24.04,N/A
37.8325,227,190,97,17,22.32,24.04,N/A
37.8350,221,194,88,568,22.32,24.04,N/A
37.8375,227,197,99,3181,22.32,24.04,N/A
37.8400,226,190,88,4095,22.32,24.04,N/A
37.8425,236,200,81,3001,22.32,24.04,N/A
37.8450,230,204,73,580,22.32,24.04,N/A
37.8475,234,203,72,164,22.32,24.04,N/A
37.8500,228,172,95,26,22.32,24.04,N/A
37.8525,231,190,87,12,22.32,24.04,N/A
37.8550,229,184,85,1316,22.32,24.04,N/A
37.8575,218,197,83,3168,22.32,24.04,N/A
37.8600,234,200,67,4095,22.32,24.04,N/A
37.8625,227,193,81,3154,22.32,24.04,N/A
37.8650,234,194,80,578,22.32,24.04,N/A
37.8675,231,194,94,170,22.32,24.04,N/A
37.8700,231,202,80,38,22.32,24.04,N/A
37.8725,230,169,95,14,22.32,24.04,N/A
37.8750,227,177,93,1570,22.32,24.04,N/A
37.8775,225,166,84,3392,22.32,24.04,N/A
37.8800,228,188,104,4095,22.32,24.04,N/A
37.8825,233,191,95,3073,22.32,24.04,N/A
37.8850,229,196,81,559,22.32,24.04,N/A
37.8875,236,189,79,164,22.32,24.04,N/A
37.8900,239,191,80,28,22.32,24.04,N/A
37.8925,232,200,84,14,22.32,24.04,N/A
37.8950,233,205,95,1443,22.32,24.04,N/A
37.8975,232,206,85,3329,22.32,24.04,N/A
37.9000,223,182,94,4095,22.32,24.04,N/A
37.9025,230,174,86,3038,22.32,24.04,N/A
37.9050,225,194,84,294,22.32,24.04,N/A
37.9075,214,197,81,82,22.32,24.04,N/A
37.9100,208,198,73,13,22.32,24.04,N/A
37.9125,251,185,83,62,22.32,24.04,N/A
37.9150,245,185,66,2201,22.32,24.04,N/A
37.9175,232,188,53,4000,22.32,24.04,N/A
37.9200,227,171,72,4040,22.32,24.04,N/A
37.9225,224,183,94,2000,22.32,24.04,N/A
37.9250,213,219,74,576,22.32,24.04,N/A
37.9275,235,200,70,95,22.32,24.04,N/A
37.9300,240,181,49,30,22.32,24.04,N/A
37.9325,226,183,68,91,22.32,24.04,N/A
37.9350,246,182,84,1427,22.32,24.04,N/A
37.9375,221,176,79,4034,22.32,24.04,N/A
37.9400,232,168,87,4095,22.32,24.04,N/A
37.9425,214,173,69,2132,22.32,24.04,N/A
37.9450,234,194,80,620,22.32,24.04,N/A
37.9475,231,194,94,99,22.32,24.04,N/A
37.9500,243,201,99,35,22.32,24.04,N/A
37.9525,236,168,95,13,22.32,24.04,N/A
37.9550,217,185,83,1357,22.32,24.04,N/A
37.9575,228,187,87,3156,22.35,24.04,N/A
37.9600,223,186,79,4095,22.35,24.04,N/A
37.9625,226,182,76,3176,22.35,24.04,N/A
37.9650,224,184,81,608,22.35,24.04,N/A
37.9675,222,185,90,178,22.35,24.04,N/A
37.9700,231,181,91,30,22.35,24.04,N/A
37.9725,222,187,81,16,22.35,24.04,N/A
37.9750,226,197,81,1293,22.35,24.04,N/A
37.9775,230,177,99,4095,22.35,24.04,N/A
37.9800,224,182,94,4095,22.35,24.04,N/A
37.9825,227,187,86,2147,22.35,24.04,N/A
37.9850,230,179,94,618,22.35,24.04,N/A
37.9875,224,190,84,99,22.35,24.04,N/A
37.9900,225,202,96,33,22.35,24.04,N/A
37.9925,232,188,87,93,22.35,24.04,N/A
37.9950,233,198,84,1456,22.35,24.04,N/A
37.9975,235,196,80,4072,22.35,24.04,N/A
38.0000,236,193,81,4095,22.35,24.04,N/A
38.0025,231,195,79,1942,22.35,24.04,N/A
38.0050,230,167,89,562,22.35,24.04,N/A
38.0075,219,177,82,89,22.35,24.04,N/A
38.0100,228,183,90,32,22.35,24.04,N/A
38.0125,228,176,92,83,22.35,24.04,N/A
38.0150,222,199,84,1392,22.35,24.04,N/A
38.0175,226,191,90,4050,22.35,24.04,N/A
38.0200,230,196,76,4095,22.35,24.04,N/A
38.0225,235,199,82,1933,22.35,24.04,N/A
38.0250,222,184,78,553,22.35,24.04,N/A
38.0275,232,198,82,92,22.35,24.04,N/A
38.0300,227,200,81,29,22.35,24.04,N/A
38.0325,227,177,95,58,22.35,24.04,N/A
38.0350,235,173,79,1317,22.35,24.04,N/A
38.0375,229,201,75,3916,22.35,24.04,N/A
38.0400,219,196,76,4095,22.35,24.04,N/A
38.0425,237,194,89,2152,22.35,24.04,N/A
38.0450,235,199,77,633,22.35,24.04,N/A
38.0475,225,196,84,100,22.35,24.04,N/A
38.0500,238,198,88,34,22.35,24.04,N/A
38.0525,228,194,81,55,22.35,24.04,N/A
38.0550,222,188,96,1267,22.35,24.04,N/A
38.0575,224,175,90,3860,22.35,24.04,N/A
38.0600,224,195,96,4095,22.35,24.04,N/A
38.0625,223,188,95,2060,22.35,24.04,N/A
38.0650,230,174,76,596,22.35,24.04,N/A
38.0675,221,194,87,93,22.35,24.04,N/A
38.0700,222,188,67,33,22.35,24.04,N/A
38.0725,234,199,72,55,22.35,24.04,N/A
38.0750,227,195,87,1302,22.35,24.04,N/A
38.0775,230,197,78,3970,22.35,24.04,N/A
38.0800,226,194,82,4095,22.35,24.04,N/A
38.0825,234,181,91,2152,22.35,24.04,N/A
38.0850,224,174,85,631,22.35,24.04,N/A
38.0875,224,187,80,100,22.35,24.04,N/A
38.0900,227,181,90,34,22.35,24.04,N/A
38.0925,230,205,79,41,22.35,24.04,N/A
38.0950,228,195,77,1153,22.35,24.04,N/A
38.0975,225,198,84,3830,22.35,24.04,N/A
38.1000,224,206,82,4095,22.35,24.04,N/A
38.1025,228,182,92,2114,22.35,24.04,N/A
38.1050,228,184,88,329,22.35,24.04,N/A
38.1075,226,201,94,97,22.35,24.04,N/A
38.1100,224,189,90,18,22.35,24.04,N/A
38.1125,225,176,84,35,22.35,24.04,N/A
38.1150,221,183,93,2108,22.35,24.04,N/A
38.1175,221,185,81,3868,22.35,24.04,N/A
38.1200,232,196,83,3829,22.35,24.04,N/A
38.1225,231,200,72,1930,22.35,24.04,N/A
38.1250,235,194,81,296,22.35,24.04,N/A
38.1275,232,204,82,88,22.35,24.04,N/A
38.1300,234,185,87,22,22.35,24.04,N/A
38.1325,236,195,81,28,22.35,24.04,N/A
38.1350,226,200,74,2125,22.35,24.04,N/A
38.1375,227,185,92,3880,22.35,24.04,N/A
38.1400,225,172,94,3905,22.35,24.04,N/A
38.1425,223,183,82,1920,22.35,24.04,N/A
38.1450,225,199,77,300,22.35,24.04,N/A
38.1475,231,197,86,90,22.35,24.04,N/A
38.1500,232,196,84,18,22.35,24.04,N/A
38.1525,245,202,77,26,22.35,24.04,N/A
38.1550,233,196,78,2039,22.35,24.04,N/A
38.1575,231,205,86,3837,22.35,24.04,N/A
38.1600,231,176,85,4039,22.35,24.04,N/A
38.1625,225,176,95,2144,22.35,24.04,N/A
38.1650,222,185,77,334,22.35,24.04,N/A
38.1675,229,187,82,97,22.35,24.04,N/A
38.1700,223,191,78,23,22.35,24.04,N/A
38.1725,216,197,81,48,22.35,24.04,N/A
38.1750,229,202,75,2157,22.35,24.04,N/A
38.1775,233,198,80,3850,22.35,24.04,N/A
38.1800,225,197,79,3992,22.35,24.04,N/A
38.1825,233,202,73,2102,22.35,24.04,N/A
38.1850,233,191,81,326,22.35,24.04,N/A
38.1875,224,189,100,96,22.35,24.04,N/A
38.1900,220,183,92,19,22.35,24.04,N/A
38.1925,226,191,87,40,22.35,24.04,N/A
38.1950,227,183,77,2119,22.35,24.04,N/A
38.1975,228,187,80,3936,22.35,24.04,N/A
38.2000,231,197,80,4095,22.35,24.04,N/A
38.2025,222,201,85,2094,22.35,24.04,N/A
38.2050,222,202,83,325,22.35,24.04,N/A
38.2075,238,192,72,98,22.35,24.04,N/A
38.2100,230,201,86,18,22.35,24.04,N/A
38.2125,236,191,78,42,22.35,24.04,N/A
38.2150,235,171,89,2118,22.35,24.04,N/A
38.2175,228,176,88,3957,22.35,24.04,N/A
38.2200,230,191,90,4095,22.35,24.04,N/A
38.2225,226,185,93,2173,22.35,24.04,N/A
38.2250,227,189,87,347,22.35,24.04,N/A
38.2275,229,198,72,100,22.35,24.04,N/A
38.2300,224,195,79,21,22.35,24.04,N/A
38.2325,233,197,79,630,22.35,24.04,N/A
38.2350,225,187,69,2267,22.35,24.04,N/A
38.2375,219,186,96,4095,22.35,24.04,N/A
38.2400,235,176,96,3984,22.35,24.04,N/A
38.2425,226,173,96,1069,22.35,24.04,N/A
38.2450,222,190,96,307,22.35,24.04,N/A
38.2475,229,181,90,53,22.35,24.04,N/A
38.2500,229,188,78,21,22.35,24.04,N/A
38.2525,234,199,78,471,22.35,24.04,N/A
38.2550,229,197,83,2144,22.35,24.04,N/A
38.2575,224,191,79,4095,22.35,24.04,N/A
38.2600,223,198,79,3980,22.35,24.04,N/A
38.2625,226,201,77,1151,22.35,24.04,N/A
38.2650,225,191,88,333,22.35,24.04,N/A
38.2675,225,167,95,60,22.35,24.04,N/A
38.2700,228,174,73,22,22.35,24.04,N/A
38.2725,224,188,92,416,22.35,24.04,N/A
38.2750,231,196,85,2006,22.35,24.04,N/A
38.2775,226,197,79,4095,22.35,24.04,N/A
38.2800,233,193,73,4095,22.35,24.04,N/A
38.2825,232,202,78,1184,22.35,24.04,N/A
38.2850,228,193,87,340,22.35,24.04,N/A
38.2875,228,201,74,64,22.35,24.04,N/A
38.2900,239,197,80,21,22.35,24.04,N/A
38.2925,224,183,85,373,22.35,24.04,N/A
38.2950,225,192,86,1957,22.35,24.04,N/A
38.2975,223,197,80,4095,22.35,24.04,N/A
38.3000,220,189,93,4095,22.35,24.04,N/A
38.3025,234,194,80,1254,22.35,24.04,N/A
38.3050,234,193,89,360,22.35,24.04,N/A
38.3075,226,196,81,59,22.35,24.04,N/A
38.3100,231,196,80,21,22.35,24.04,N/A
38.3125,234,197,75,488,22.35,24.04,N/A
38.3150,229,191,92,2160,22.35,24.04,N/A
38.3175,231,180,92,4095,22.35,24.04,N/A
38.3200,218,176,93,4095,22.35,24.04,N/A
38.3225,229,190,86,1236,22.35,24.04,N/A
38.3250,229,174,78,355,22.35,24.04,N/A
38.3275,226,199,83,64,22.35,24.04,N/A
38.3300,226,194,80,28,22.35,24.04,N/A
38.3325,227,191,86,412,22.35,24.04,N/A
38.3350,230,196,82,2112,22.35,24.04,N/A
38.3375,238,182,83,4095,22.35,24.04,N/A
38.3400,234,196,72,4095,22.35,24.04,N/A
38.3425,223,181,99,1347,22.35,24.04,N/A
38.3450,219,168,96,390,22.35,24.04,N/A
38.3475,225,180,103,62,22.35,24.04,N/A
38.3500,219,189,83,21,22.35,24.04,N/A
38.3525,228,194,81,374,22.35,24.04,N/A
38.3550,225,198,81,2009,22.35,24.04,N/A
38.3575,234,202,78,4095,22.35,24.04,N/A
38.3600,225,200,74,4095,22.35,24.04,N/A
38.3625,234,194,82,1384,22.35,24.04,N/A
38.3650,225,205,86,212,22.35,24.04,N/A
38.3675,224,185,91,68,22.35,24.04,N/A
38.3700,223,186,87,16,22.35,24.04,N/A
38.3725,221,171,88,368,22.35,24.04,N/A
38.3750,227,186,93,2871,22.35,24.04,N/A
38.3775,224,187,90,4095,22.35,24.04,N/A
38.3800,222,196,84,3362,22.35,24.04,N/A
38.3825,229,194,91,1244,22.35,24.04,N/A
38.3850,229,195,73,198,22.35,24.04,N/A
38.3875,229,180,80,64,22.35,24.04,N/A
38.3900,234,198,83,19,22.35,24.04,N/A
38.3925,236,192,89,389,22.35,24.04,N/A
38.3950,234,200,75,2888,22.35,24.04,N/A
38.3975,227,169,89,4095,22.35,24.04,N/A
38.4000,227,177,86,3404,22.35,24.04,N/A
38.4025,227,182,82,1269,22.35,24.04,N/A
38.4050,231,200,87,190,22.35,24.04,N/A
38.4075,232,191,73,58,22.35,24.04,N/A
38.4100,231,203,82,17,22.35,24.04,N/A
38.4125,232,196,91,296,22.35,24.04,N/A
38.4150,234,199,73,2784,22.35,24.04,N/A
38.4175,229,200,78,4095,22.35,24.04,N/A
38.4200,216,185,82,3441,22.35,24.04,N/A
38.4225,229,182,80,1322,22.35,24.04,N/A
38.4250,229,183,97,206,22.35,24.04,N/A
38.4275,235,186,89,64,22.35,24.04,N/A
38.4300,237,198,79,17,22.35,24.04,N/A
38.4325,232,192,79,447,22.35,24.04,N/A
38.4350,228,198,74,2920,22.35,24.04,N/A
38.4375,232,198,72,4095,22.35,24.04,N/A
38.4400,226,194,89,3251,22.35,24.04,N/A
38.4425,229,196,83,1181,22.35,24.04,N/A
38.4450,225,196,72,195,22.35,24.04,N/A
38.4475,230,185,99,60,22.35,24.04,N/A
38.4500,226,180,105,15,22.35,24.04,N/A
38.4525,217,167,100,365,22.35,24.04,N/A
38.4550,227,195,78,3792,22.35,24.04,N/A
38.4575,220,162,100,4095,22.35,24.04,N/A
38.4600,208,199,74,2426,22.35,24.04,N/A
38.4625,204,214,79,710,22.35,24.04,N/A
38.4650,233,198,73,118,22.35,24.04,N/A
38.4675,254,195,79,29,22.35,24.04,N/A
38.4700,234,188,62,21,22.35,24.04,N/A
38.4725,222,188,50,1158,22.35,24.04,N/A
38.4750,238,179,72,3923,22.35,24.04,N/A
38.4775,222,192,102,4095,22.35,24.04,N/A
38.4800,211,200,81,2452,22.35,24.04,N/A
38.4825,238,186,61,729,22.35,24.04,N/A
38.4850,237,185,74,212,22.35,24.04,N/A
38.4875,231,193,80,38,22.35,24.04,N/A
38.4900,227,196,94,16,22.35,24.04,N/A
38.4925,226,162,80,1069,22.35,24.04,N/A
38.4950,220,159,83,2982,22.35,24.04,N/A
38.4975,201,183,66,4095,22.35,24.04,N/A
38.5000,216,185,82,3464,22.35,24.04,N/A
38.5025,249,173,81,680,22.35,24.04,N/A
38.5050,220,159,96,198,22.35,24.04,N/A
38.5075,222,187,89,40,22.30,23.98,N/A
38.5100,220,183,92,22,22.30,23.98,N/A
38.5125,222,196,85,965,22.30,23.98,N/A
38.5150,229,195,80,2754,22.30,23.98,N/A
38.5175,232,197,87,4095,22.30,23.98,N/A
38.5200,233,199,75,3572,22.30,23.98,N/A
38.5225,228,194,76,768,22.30,23.98,N/A
38.5250,222,186,105,217,22.30,23.98,N/A
38.5275,224,187,90,40,22.30,23.98,N/A
38.5300,222,185,83,16,22.30,23.98,N/A
38.5325,229,191,76,923,22.30,23.98,N/A
38.5350,226,197,88,2727,22.30,23.98,N/A
38.5375,226,202,85,4095,22.30,23.98,N/A
38.5400,234,199,81,3572,22.30,23.98,N/A
38.5425,236,196,78,764,22.30,23.98,N/A
38.5450,235,193,79,220,22.30,23.98,N/A
38.5475,230,200,79,40,22.30,23.98,N/A
38.5500,224,184,91,17,22.30,23.98,N/A
38.5525,222,188,84,1724,22.30,23.98,N/A
38.5550,224,187,103,3693,22.30,23.98,N/A
38.5575,222,194,78,4095,22.30,23.98,N/A
38.5600,224,196,78,3989,22.30,23.98,N/A
38.5625,236,203,95,918,22.30,23.98,N/A
38.5650,233,199,80,267,22.30,23.98,N/A
38.5675,227,194,87,49,22.30,23.98,N/A
38.5700,237,199,81,22,22.30,23.98,N/A
38.5725,229,200,83,1171,22.30,23.98,N/A
38.5750,227,175,97,2765,22.30,23.98,N/A
38.5775,230,163,108,3985,22.30,23.98,N/A
38.5800,224,182,92,2829,22.30,23.98,N/A
38.5825,219,184,86,526,22.30,23.98,N/A
38.5850,235,189,87,146,22.30,23.98,N/A
38.5875,230,194,79,22,22.30,23.98,N/A
38.5900,231,201,72,8,22.30,23.98,N/A
38.5925,236,197,80,752,22.30,23.98,N/A
38.5950,231,198,88,2589,22.30,23.98,N/A
38.5975,231,192,84,4095,22.30,23.98,N/A
38.6000,237,199,94,3404,22.30,23.98,N/A
38.6025,224,172,80,710,22.30,23.98,N/A
38.6050,223,192,105,214,22.30,23.98,N/A
38.6075,230,196,99,38,22.30,23.98,N/A
38.6100,232,190,78,14,22.30,23.98,N/A
38.6125,232,201,74,984,22.30,23.98,N/A
38.6150,224,194,81,2784,22.30,23.98,N/A
38.6175,231,198,80,4095,22.30,23.98,N/A
38.6200,236,194,87,2329,22.30,23.98,N/A
38.6225,241,200,76,691,22.30,23.98,N/A
38.6250,228,183,101,110,22.30,23.98,N/A
38.6275,229,188,92,38,22.30,23.98,N/A
38.6300,225,188,78,16,22.30,23.98,N/A
38.6325,228,191,81,1006,22.30,23.98,N/A
38.6350,220,199,84,3770,22.30,23.98,N/A
38.6375,223,205,91,4095,22.30,23.98,N/A
38.6400,225,201,75,2570,22.30,23.98,N/A
38.6425,233,204,77,789,22.30,23.98,N/A
38.6450,229,204,87,121,22.30,23.98,N/A
38.6475,231,198,79,36,22.30,23.98,N/A
38.6500,229,197,79,5,22.30,23.98,N/A
38.6525,229,181,96,955,22.30,23.98,N/A
38.6550,211,177,102,3608,22.30,23.98,N/A
38.6575,232,178,87,4095,22.30,23.98,N/A
38.6600,225,192,68,2634,22.30,23.98,N/A
38.6625,223,202,95,819,22.30,23.98,N/A
38.6650,233,194,82,129,22.30,23.98,N/A
38.6675,231,195,80,39,22.30,23.98,N/A
38.6700,224,201,84,25,22.30,23.98,N/A
38.6725,233,198,89,1107,22.30,23.98,N/A
38.6750,230,199,73,3701,22.30,23.98,N/A
38.6775,219,173,97,4095,22.30,23.98,N/A
38.6800,218,187,96,2572,22.30,23.98,N/A
38.6825,233,189,103,796,22.30,23.98,N/A
38.6850,228,203,81,130,22.30,23.98,N/A
38.6875,227,202,79,45,22.30,23.98,N/A
38.6900,231,199,75,16,22.30,23.98,N/A
38.6925,226,205,73,1057,22.30,23.98,N/A
38.6950,229,192,85,3700,22.30,23.98,N/A
38.6975,234,199,78,4095,22.30,23.98,N/A
38.7000,223,196,83,2537,22.30,23.98,N/A
38.7025,222,172,96,796,22.30,23.98,N/A
38.7050,222,184,104,126,22.30,23.98,N/A
38.7075,231,182,94,40,22.30,23.98,N/A
38.7100,225,189,89,5,22.30,23.98,N/A
38.7125,226,185,87,822,22.30,23.98,N/A
38.7150,227,194,75,3600,22.30,23.98,N/A
38.7175,229,195,83,4095,22.30,23.98,N/A
38.7200,233,194,71,2563,22.30,23.98,N/A
38.7225,228,197,78,775,22.30,23.98,N/A
38.7250,234,199,92,124,22.30,23.98,N/A
38.7275,233,200,87,42,22.30,23.98,N/A
38.7300,228,181,92,17,22.30,23.98,N/A
38.7325,222,184,92,1029,22.30,23.98,N/A
38.7350,217,183,92,3641,22.30,23.98,N/A
38.7375,230,181,87,4095,22.30,23.98,N/A
38.7400,233,204,76,2477,22.30,23.98,N/A
38.7425,229,197,91,761,22.30,23.98,N/A
38.7450,228,195,74,121,22.30,23.98,N/A
38.7475,235,200,76,44,22.30,23.98,N/A
38.7500,229,201,88,13,22.30,23.98,N/A
38.7525,230,189,84,1817,22.30,23.98,N/A
38.7550,229,190,88,3673,22.30,23.98,N/A
38.7575,223,176,86,4095,22.30,23.98,N/A
38.7600,224,184,91,2680,22.30,23.98,N/A
38.7625,231,188,88,439,22.30,23.98,N/A
38.7650,230,189,100,126,22.30,23.98,N/A
38.7675,227,191,84,20,22.30,23.98,N/A
38.7700,233,202,85,26,22.30,23.98,N/A
38.7725,230,193,83,2087,22.30,23.98,N/A
38.7750,223,199,69,3824,22.30,23.98,N/A
38.7775,222,199,85,4095,22.30,23.98,N/A
38.7800,228,179,91,2716,22.30,23.98,N/A
38.7825,232,187,90,466,22.30,23.98,N/A
38.7850,231,173,84,137,22.30,23.98,N/A
38.7875,233,189,86,28,22.30,23.98,N/A
38.7900,225,186,77,12,22.30,23.98,N/A
38.7925,232,199,79,1937,22.30,23.98,N/A
38.7950,237,203,85,3856,22.30,23.98,N/A
38.7975,231,194,78,4095,22.30,23.98,N/A
38.8000,230,193,84,2700,22.30,23.98,N/A
38.8025,224,197,79,451,22.30,23.98,N/A
38.8050,233,192,82,138,22.30,23.98,N/A
38.8075,220,173,87,27,22.30,23.98,N/A
38.8100,221,183,83,28,22.30,23.98,N/A
38.8125,228,183,82,2069,22.30,23.98,N/A
38.8150,227,180,89,3888,22.30,23.98,N/A
38.8175,233,196,75,4095,22.30,23.98,N/A
38.8200,240,206,72,2885,22.30,23.98,N/A
38.8225,228,200,81,493,22.30,23.98,N/A
38.8250,233,202,82,141,22.30,23.98,N/A
38.8275,230,183,80,26,22.30,23.98,N/A
38.8300,227,198,94,8,22.30,23.98,N/A
38.8325,234,197,83,1868,22.30,23.98,N/A
38.8350,228,189,88,3652,22.30,23.98,N/A
38.8375,220,192,97,4095,22.30,23.98,N/A
38.8400,222,188,100,2754,22.30,23.98,N/A
38.8425,218,191,84,471,22.30,23.98,N/A
38.8450,218,186,87,139,22.30,23.98,N/A
38.8475,235,200,70,34,22.30,23.98,N/A
38.8500,230,194,80,15,22.30,23.98,N/A
38.8525,232,193,82,1724,22.30,23.98,N/A
38.8550,223,201,79,3608,22.30,23.98,N/A
38.8575,219,178,91,4095,22.30,23.98,N/A
38.8600,224,171,81,2534,22.30,23.98,N/A
38.8625,227,179,98,425,22.30,23.98,N/A
38.8650,227,189,94,125,22.30,23.98,N/A
38.8675,223,202,81,23,22.30,23.98,N/A
38.8700,227,199,78,11,22.30,23.98,N/A
38.8725,230,194,81,1507,22.30,23.98,N/A
38.8750,231,196,83,3405,22.30,23.98,N/A
38.8775,234,196,66,4095,22.30,23.98,N/A
38.8800,233,198,82,1485,22.30,23.98,N/A
38.8825,227,191,77,434,22.30,23.98,N/A
38.8850,220,172,88,65,22.30,23.98,N/A
38.8875,224,182,91,21,22.30,23.98,N/A
38.8900,222,181,80,125,22.30,23.98,N/A
38.8925,225,176,98,1519,22.30,23.98,N/A
38.8950,221,206,86,4095,22.30,23.98,N/A
38.8975,226,187,76,4095,22.30,23.98,N/A
38.9000,233,196,83,1488,22.30,23.98,N/A
38.9025,227,193,84,423,22.30,23.98,N/A
38.9050,225,195,85,77,22.30,23.98,N/A
38.9075,231,199,85,24,22.30,23.98,N/A
38.9100,227,191,78,75,22.30,23.98,N/A
38.9125,221,174,85,1338,22.30,23.98,N/A
38.9150,226,176,81,4095,22.30,23.98,N/A
38.9175,228,187,95,4095,22.30,23.98,N/A
38.9200,230,195,70,1565,22.30,23.98,N/A
38.9225,225,190,89,448,22.30,23.98,N/A
38.9250,227,198,73,82,22.30,23.98,N/A
38.9275,229,191,75,24,22.30,23.98,N/A
38.9300,228,196,74,175,22.30,23.98,N/A
38.9325,221,193,81,1568,22.30,23.98,N/A
