Time (s),PPG_Red,PPG_IR,ECG_Raw,Resample Time (s),PPG_Red_Clean,PPG_IR_Clean,ECG_Clean,Suhu Obj,Suhu Amb
0.0,110668,129671,51,0.0,6354.367679762479,12784.431081569923,-173.7528085805255,26.1,28.6
0.0025,110570,127178,23,0.00800073343112415,4412.05194204473,14427.259499546348,-86.52364349524969,26.1,28.6
0.005,110207,125034,3298,0.0160014668622483,3690.0323676068833,16839.860053436307,-17.71212463191071,26.1,28.6
0.0075,113986,126055,4095,0.02400220029337245,4188.30895644894,20022.232743239798,32.68174800949137,26.1,28.6
0.01,109074,121847,4095,0.0320029337244966,5906.881708570898,23974.37756895682,64.6579744289566,26.1,28.6
0.0125,113784,117426,4095,0.040003667155620745,8845.750623972772,28696.294530587435,78.21655462648549,26.1,28.6
0.015,128647,164809,2165,0.0480044005867449,17096.141231064357,38520.96642213056,-70.49336268532868,26.1,28.6
0.0175,102542,107577,336,0.05600513401786905,24408.51591960783,46689.13441121408,-72.77744884684361,26.1,28.6
0.02,100006,102622,98,0.0640058674489932,29517.259436824075,52036.69975524175,-43.545988148514155,26.1,28.6
0.0225,95492,97749,22,0.07200660088011734,32332.59237078167,54736.612005599745,-35.794570493049115,26.1,28.6
0.025,93039,93376,2423,0.08000733431124149,33438.91906238672,55600.13437247912,6.3682182832322365,26.1,28.6
0.0275,91554,89142,4095,0.08800806774236565,33583.15615574175,55472.03305844797,76.18579468717026,26.1,28.6
0.03,88036,85132,4095,0.0960088011734898,33351.55306653046,54957.32559674214,121.68166218215516,26.1,28.6
0.0325,85488,81386,4095,0.10400953460461394,33042.32739220539,54373.25826238286,119.43582559990878,26.1,28.6
0.035,79586,78484,945,0.1120102680357381,32693.517100279805,53809.05728981625,98.64347739406725,26.1,28.6
0.0375,77137,75413,267,0.12001100146686225,32195.46991085551,53219.40096209329,93.42653739012026,26.1,28.6
0.04,75465,72594,47,0.1280117348979864,31409.544629351243,52504.85665723492,82.14328001223942,26.1,28.6
0.0425,74481,70074,231,0.13601246832911054,30231.31088876456,51559.848598811135,36.8631397587886,26.1,28.6
0.045,70666,67819,3280,0.1440132017602347,28598.157119520387,50292.04236699829,-9.636986905087259,26.1,28.6
0.0475,68980,65771,4095,0.15201393519135883,26484.364672758755,48628.641460651204,-2.6396282916779974,26.1,28.6
0.05,67226,64048,4095,0.16001466862248298,23897.535576551323,46518.34675400739,33.36706306919285,26.1,28.6
0.0525,66481,62820,4012,0.16801540205360715,20868.540884126895,43927.163050227085,37.534243571461296,26.1,28.6
0.055,64679,61487,608,0.1760161354847313,17439.828958652335,40830.985713710725,29.971736212376406,26.1,28.6
0.0575,62694,60396,93,0.18401686891585545,13658.174897022172,37214.865372176915,47.698217248943955,26.1,28.6
