Time (s),PPG_Red,PPG_IR,ECG_Raw,Resample Time (s),PPG_Red_Clean,PPG_IR_Clean,ECG_Clean,Suhu Obj,Suhu Amb
0.0,80944,109383,2397,0.0,-380.9403375089784,-431.0148796944863,649.5572437156623,40.1,26.13
0.0025,80954,109380,2274,0.00800073343112415,-819.695765509239,-562.0112193650116,450.94564195404786,40.1,26.13
0.005,80950,109373,2205,0.0160014668622483,-1181.339106908164,-673.4033935587836,289.01081326717195,40.1,26.13
0.0075,80961,109375,953,0.02400220029337245,-1465.8703617057536,-765.191402275802,163.75275765503466,40.1,26.13
0.01,80941,109378,141,0.0320029337244966,-1673.2895299020072,-837.375245516067,75.17147511763574,40.1,26.13
0.0125,80956,109383,104,0.040003667155620745,-1803.5966114969292,-889.954923279581,23.26696565497533,40.1,26.13
0.015,80941,109388,723,0.0480044005867449,-1757.4532834842998,-918.7914640182235,164.843232427405,40.1,26.13
0.0175,80947,109382,1750,0.05600513401786905,-1682.0216923399364,-930.1047921033762,184.2626508274659,40.1,26.13
0.02,80963,109400,2366,0.0640058674489932,-1611.803327365269,-925.5716941642374,159.38564379142247,40.1,26.13
0.0225,80973,109421,2231,0.07200660088011734,-1555.373301581677,-904.718604638116,161.40965414335545,40.1,26.13
0.025,80988,109459,2082,0.08000733431124149,-1507.810916743081,-866.2825141917169,155.64905046016204,40.1,26.13
0.0275,80980,109464,1102,0.08800806774236565,-1460.8665929957942,-809.1988014663982,126.60212314617843,40.1,26.13
0.03,80994,109467,163,0.0960088011734898,-1408.1044624581941,-733.1344754112934,99.05177840157617,40.1,26.13
0.0325,81005,109477,173,0.10400953460461394,-1346.4897914925284,-638.7833050366314,84.33908488001049,40.1,26.13
0.035,81002,109490,986,0.1120102680357381,-1276.0007730457394,-528.1218826119593,72.29127094770544,40.1,26.13
0.0375,81021,109506,1900,0.12001100146686225,-1198.64568612517,-404.7122597777792,51.26817235839361,40.1,26.13
0.04,81031,109496,2260,0.1280117348979864,-1117.6270278864554,-273.8619752626354,26.937234585173336,40.1,26.13
0.0425,81021,109511,2093,0.13601246832911054,-1036.6998562861518,-142.28297316247438,10.531700889347979,40.1,26.13
0.045,81010,109513,2166,0.1440132017602347,-959.5527754418747,-17.135099468004448,4.289029901059212,40.1,26.13
0.0475,81026,109527,1330,0.15201393519135883,-889.286234984911,95.17760337475923,-0.15078987022637858,40.1,26.13
0.05,81027,109541,205,0.16001466862248298,-828.1410935778193,190.00212730090345,-11.421977836358785,40.1,26.13
0.0525,81030,109530,215,0.16801540205360715,-777.4269930357602,264.948180586047,-26.491843556536175,40.1,26.13
0.055,81038,109542,979,0.1760161354847313,-737.5219980656932,319.7857273010063,-37.91026710110553,40.1,26.13
0.0575,81036,109527,1874,0.18401686891585545,-707.915366302437,355.8883637875867,-36.94302461245768,40.1,26.13
0.06,81041,109519,2524,0.1920176023469796,-687.3365132811757,375.54193400088235,-24.72634217801729,40.1,26.13
0.0625,81042,109512,2370,0.20001833577810374,-674.015084448952,381.3094289347848,-20.6356427345425,40.1,26.13
0.065,81037,109510,2077,0.20801906920922789,-666.050625201419,375.59223110048885,-35.973586241818474,40.1,26.13
0.0675,81033,109489,1056,0.21601980264035203,-661.7752057911623,360.4851791740654,-58.42113774561575,40.1,26.13
0.07,81036,109474,156,0.2240205360714762,-659.9285327403567,337.85425216958697,-69.82316350406697,40.1,26.13
0.0725,81028,109467,227,0.23202126950260035,-659.5557055664257,309.50997392992196,-72.35903436303413,40.1,26.13
0.075,81021,109445,1183,0.2400220029337245,-659.7823979997929,277.36828981029976,-79.76517025822176,40.1,26.13
0.0775,81019,109426,2030,0.24802273636484864,-659.6714067759178,243.4730988020205,-87.98139308599556,40.1,26.13
