Time (s),PPG_Red,PPG_IR,ECG_Raw,Resample Time (s),PPG_Red_Clean,PPG_IR_Clean,ECG_Clean,Suhu Obj,Suhu Amb
0.0,83597,119178,8,0.0,15.757897564801905,45.31291933579568,151.44690331570297,44.95,26.6
0.0025,83550,119173,8,0.00800073343112415,37.03794797300664,146.3237931186437,98.23573690772743,44.95,26.6
0.005,83563,119165,8,0.0160014668622483,53.86629884937831,228.05663037578668,54.21091005039287,44.95,26.6
0.0075,83550,119132,9,0.02400220029337245,66.24295019391694,290.5114311072247,19.372422743699303,44.95,26.6
0.01,83561,119155,8,0.0320029337244966,74.1679020066225,333.6881953129577,-6.279725012353339,44.95,26.6
0.0125,83581,119144,6,0.040003667155620745,77.64115428749523,357.58692299298684,-22.745533217765132,44.95,26.6
0.015,83576,119138,7,0.0480044005867449,71.2362361670981,338.51011791694646,-3.229502713530131,44.95,26.6
0.0175,83577,119145,9,0.05600513401786905,62.74262591012429,311.06858303050626,2.5372453560945427,44.95,26.6
0.02,83558,119153,7,0.0640058674489932,54.307851210197285,283.8446763426862,-0.2587972666388135,44.95,26.6
0.0225,83570,119143,8,0.07200660088011734,46.91363719847418,259.65777250246305,-0.9646370508304459,44.95,26.6
0.025,83570,119137,6,0.08000733431124149,40.860231996758515,238.44665229152127,-0.07479336450486643,44.95,26.6
0.0275,83554,119163,8,0.08800806774236565,36.06444320743935,219.53034823139956,-0.7016602285324087,44.95,26.6
0.03,83592,119155,7,0.0960088011734898,32.177564406495094,202.50893091730396,-2.0825367498049934,44.95,26.6
0.0325,83577,119159,8,0.10400953460461394,28.73436341601773,187.3050508833009,-3.0846613717632123,44.95,26.6
0.035,83573,119143,8,0.1120102680357381,25.311227883536464,173.8587584046238,-3.6562656579435036,44.95,26.6
0.0375,83576,119141,6,0.12001100146686225,21.59630598421095,161.81794928623577,-3.6102165475525445,44.95,26.6
0.04,83576,119159,7,0.1280117348979864,17.428183151977322,150.43542545651474,-2.7602160002316234,44.95,26.6
0.0425,83562,119146,8,0.13601246832911054,12.813858540063377,138.71208696200722,-1.4607976078858158,44.95,26.6
0.045,83590,119147,8,0.1440132017602347,7.847428984875203,125.68738667683857,-0.16312626265088703,44.95,26.6
0.0475,83559,119148,8,0.15201393519135883,2.567346477645726,110.77631742063514,0.9988580208038162,44.95,26.6
0.05,83577,119145,7,0.16001466862248298,-3.0675732996728566,94.02624149645698,1.8004694862959392,44.95,26.6
0.0525,83583,119156,7,0.16801540205360715,-9.02266380942972,76.18348678110412,1.7830497633016278,44.95,26.6
0.055,83601,119154,8,0.1760161354847313,-15.005937522162984,58.52362259177367,0.9742606416259165,44.95,26.6
0.0575,83595,119172,8,0.18401686891585545,-20.422397572242303,42.387605153340516,0.174385926982519,44.95,26.6
0.06,83576,119167,8,0.1920176023469796,-24.53483538800621,28.55918602017136,-0.04784742040869235,44.95,26.6
0.0625,83598,119172,7,0.20001833577810374,-26.730477500831427,16.871840354875793,0.012823040554156048,44.95,26.6
0.065,83578,119177,9,0.20801906920922789,-26.787247325876734,6.255710639905516,-0.098832837106879,44.95,26.6
0.0675,83595,119182,7,0.21601980264035203,-25.108411482358022,-4.864567789252803,-0.3636498972268658,44.95,26.6
0.07,83585,119173,8,0.2240205360714762,-22.762101696665532,-17.982894661332402,-0.47730945027167626,44.95,26.6
0.0725,83616,119179,8,0.23202126950260035,-21.20671245649973,-33.88255734250285,-0.4512908787263843,44.95,26.6
0.075,83616,119188,6,0.2400220029337245,-21.73874813968125,-52.228159261776334,-0.5500979052891362,44.95,26.6
0.0775,83604,119192,7,0.24802273636484864,-24.960053657691773,-71.81582673064652,-0.6251715534612492,44.95,26.6
0.08,83584,119209,7,0.2560234697959728,-30.66654432311424,-91.42542461041904,-0.32887211704049013,44.95,26.6
0.0825,83613,119205,8,0.26402420322709697,-38.10082101779957,-110.45891474984718,0.26227654865782096,44.95,26.6
0.085,83618,119213,10,0.2720249366582211,-46.2917516366834,-128.90688071148054,0.7307348887345144,44.95,26.6
0.08750000000000001,83605,119219,7,0.28002567008934526,-54.30533061890028,-146.87305339884855,0.8072181657626936,44.95,26.6
0.09,83602,119216,9,0.2880264035204694,-61.294831314556006,-163.8228091876141,0.5919946494790371,44.95,26.6
0.0925,83614,119225,8,0.29602713695159355,-66.34840946371983,-177.7987610523251,0.33931982586273657,44.95,26.6
0.095,83634,119214,6,0.30402787038271767,-68.27377389950156,-185.1749432846563,0.1625561222264137,44.95,26.6
0.0975,83606,119227,8,0.31202860381384184,-65.63960208623257,-181.26483711201132,-0.05931073452403397,44.95,26.6
0.1,83626,119238,5,0.32002933724496596,-57.149829162617905,-161.69156430254634,-0.14677626131657784,44.95,26.6
0.10250000000000001,83601,119236,6,0.32803007067609014,-42.10425869449431,-124.23405882246976,0.33531980553328566,44.95,26.6
0.105,83617,119240,5,0.3360308041072143,-20.759318706570767,-70.2338455631623,1.0020757364667885,44.95,26.6
0.1075,83618,119238,3,0.34403153753833843,5.535908975386015,-4.50735143055017,1.1590622296144169,44.95,26.6
0.11,83617,119252,3,0.3520322709694626,34.46503710554974,66.02455294219679,0.9405670092062998,44.95,26.6
0.1125,83626,119243,4,0.3600330044005867,63.16692003268554,134.04034649405844,0.7345123178683428,44.95,26.6
0.115,83617,119259,4,0.3680337378317109,88.89731439798251,193.3920771959023,0.45818988669181404,44.95,26.6
0.11750000000000001,83616,119243,4,0.376034471262835,109.61235681633224,240.2788659505686,-0.14077435686743872,44.95,26.6
0.12,83607,119255,5,0.3840352046939592,124.27118604020902,273.63829536434105,-0.9361785531951925,44.95,26.6
0.1225,83615,119259,4,0.39203593812508336,132.87275134284556,294.66258040745635,-1.5457281905376503,44.95,26.6
0.125,83634,119264,2,0.4000366715562075,136.28276952842378,305.81873367114906,-1.6429037596285663,44.95,26.6
0.1275,83640,119253,4,0.40803740498733165,135.89741190621305,309.88231204775207,-1.2178315898516954,44.95,26.6
0.13,83614,119260,1,0.41603813841845577,133.22309653401697,309.275367581912,-0.7861386063921793,44.95,26.6
0.1325,83640,119265,1,0.42403887184957995,129.53871567952845,305.8300139067934,-0.5427015045468816,44.95,26.6
0.135,83634,119261,8,0.43203960528070406,125.72062145167897,300.90685617356525,-0.11601007987266823,44.95,26.6
0.1375,83647,119261,8,0.44004033871182824,122.18596423607966,295.53616111934184,0.4604508369576481,44.95,26.6
0.14,83627,119260,9,0.4480410721429524,118.89427613309672,290.38216177591335,0.6913091671302913,44.95,26.6
0.14250000000000002,83655,119257,8,0.45604180557407653,115.4572634234637,285.7247453664325,0.418368622096356,44.95,26.6
0.145,83618,119263,8,0.4640425390052007,111.46293987601246,281.58658159234443,0.11703480375670908,44.95,26.6
0.1475,83643,119274,8,0.4720432724363248,106.83255988207338,277.83892079307424,-0.05728647039862177,44.95,26.6
0.15,83635,119277,9,0.480044005867449,101.9019011899284,274.2345248970626,-0.33607572426606225,44.95,26.6
0.1525,83649,119286,9,0.4880447392985731,97.14961652346004,270.46283799078265,-0.343641410855203,44.95,26.6
0.155,83652,119273,18,0.4960454727296973,92.81219126730521,266.2063418935029,0.19334311714261776,44.95,26.6
0.1575,83641,119281,8,0.5040462061608214,88.7595918006272,261.1705948039922,0.9398459754619407,44.95,26.6
0.16,83653,119292,7,0.5120469395919456,84.6515907895095,255.12462753632457,1.5091413745474174,44.95,26.6
0.1625,83649,119293,9,0.5200476730230698,80.1310081501299,247.90573200604976,1.5654694114576384,44.95,26.6
0.165,83657,119294,8,0.5280484064541939,74.95984799537182,239.3355458710317,0.9136686020200191,44.95,26.6
0.1675,83653,119302,8,0.536049139885318,69.15495936769183,229.1666779830024,-0.23968598586998607,44.95,26.6
0.17,83637,119303,8,0.5440498733164422,63.05670459636452,217.20463019191322,-1.278401709685255,44.95,26.6
0.17250000000000001,83675,119307,7,0.5520506067475663,57.132338822604,203.50283012389545,-2.102323409496225,44.95,26.6
0.17500000000000002,83649,119327,6,0.5600513401786905,51.67078866976611,188.40970368851123,-2.796205289773379,44.95,26.6
0.1775,83669,119328,7,0.5680520736098146,46.69887227398291,172.48190887132571,-2.695885568087908,44.95,26.6
0.18,83628,119325,8,0.5760528070409388,42.116758640518526,156.42869315818305,-1.7415430547117066,44.95,26.6
0.1825,83652,119327,9,0.5840535404720629,37.86106359584381,141.1026534184195,-0.6249185383800975,44.95,26.6
0.185,83668,119344,8,0.5920542739031871,33.95238039915074,127.43691772221902,0.2543133528251276,44.95,26.6
0.1875,83676,119338,7,0.6000550073343113,30.46773538411503,116.24185697994142,0.7476196248337412,44.95,26.6
0.19,83666,119331,6,0.6080557407654353,27.523385779703453,107.90291894102629,0.7785273093025139,44.95,26.6
0.1925,83697,119342,10,0.6160564741965595,25.272780679517105,102.21709564984066,0.3157514939216204,44.95,26.6
0.195,83666,119341,7,0.6240572076276837,23.8572676664813,98.55210102220202,-0.07521663921080131,44.95,26.6
0.1975,83699,119339,4,0.6320579410588079,23.21453937013562,96.1798576935187,-0.061385389779750096,44.95,26.6
0.2,83662,119348,5,0.6400586744899319,22.967466904339936,94.44267021249053,-0.027801412211016535,44.95,26.6
0.2025,83688,119360,7,0.6480594079210561,22.665105469137046,92.67734487699232,-0.025886856204139524,44.95,26.6
0.20500000000000002,83663,119363,6,0.6560601413521803,22.091047897461408,90.21644051768246,-0.26811566168490003,44.95,26.6
0.20750000000000002,83680,119348,4,0.6640608747833044,21.225484697157817,86.65581338795504,-0.9554740885259342,44.95,26.6
0.21,83679,119347,7,0.6720616082144286,19.988840166055084,82.06703200380801,-2.055804507371539,44.95,26.6
0.2125,83678,119344,9,0.6800623416455527,18.17231879283412,76.8141535911577,-3.403046893116358,44.95,26.6
0.215,83681,119347,10,0.6880630750766769,15.566396660693224,71.19858751743018,-4.287890521138839,44.95,26.6
0.2175,83675,119348,8,0.696063808507801,12.070948520980181,65.32340733865614,-4.603624119044049,44.95,26.6
0.22,83665,119349,8,0.7040645419389252,7.746767161756663,59.162295951175295,-4.584944322550281,44.95,26.6
0.2225,83651,119334,10,0.7120652753700494,2.7734737460298327,52.6392639071466,-3.9435075047715795,44.95,26.6
0.225,83654,119357,9,0.7200660088011734,-2.6513172047578077,45.62475761226229,-2.514574718799837,44.95,26.6
0.2275,83672,119346,2,0.7280667422322976,-8.365419177434894,37.84810924643959,-2.0030040323460154,44.95,26.6
0.23,83667,119392,9,0.7360674756634218,-14.271347948161937,28.86724607432677,-3.400346110277289,44.95,26.6
0.2325,83688,119362,3,0.744068209094546,-20.32043317497817,18.198390855121286,-1.159015685772708,44.95,26.6
0.23500000000000001,83679,119363,5,0.75206894252567,-26.38212270905693,5.504766517316694,2.921763933371064,44.95,26.6
0.23750000000000002,83664,119354,4,0.7600696759567942,-32.11041054054754,-9.208143268810282,-6.068684276717482,44.95,26.6
0.24,83655,119389,6,0.7680704093879184,-37.017657811088334,-25.33741867012359,-25.261319469816677,44.95,26.6
0.2425,83615,119403,8,0.7760711428190425,-40.69112711080045,-41.53115193521273,-41.07625753121879,44.95,26.6
0.245,83640,119401,8,0.7840718762501667,-42.91400258758381,-56.03686288872704,-43.79601312330203,44.95,26.6
