Time (s),PPG_Red,PPG_IR,ECG_Raw,Resample Time (s),PPG_Red_Clean,PPG_IR_Clean,ECG_Clean,Suhu Obj,Suhu Amb
0.0,3370,3203,1265,0.0,8221.6547300108,10776.848706563409,-116.88168597948952,23.29,26.42
0.0025,3576,3200,1268,0.00800073343112415,18877.515070811092,24720.372246312952,-150.88728430413016,23.29,26.42
0.005,3369,3199,1282,0.0160014668622483,27630.100175313444,36176.693749762184,-179.19200566588927,23.29,26.42
0.0075,3498,3193,1306,0.02400220029337245,34479.410043517855,45145.81321691109,-201.7958500647668,23.29,26.42
0.01,3294,3186,1270,0.0320029337244966,39425.444675424325,51627.73064775968,-218.69881750076274,23.29,26.42
0.0125,3441,3211,1191,0.040003667155620745,42468.204071032975,55622.446042308045,-229.90090797387762,23.29,26.42
0.015,3307,3210,1183,0.0480044005867449,40924.25610412868,53629.18791431916,-254.12912677402983,23.29,26.42
0.0175,3437,3213,1209,0.05600513401786905,38761.388577104386,50822.591394038274,-253.8108268612171,23.29,26.42
0.02,3463,3211,1201,0.0640058674489932,36914.87137658842,48425.82750836847,-235.03276874681723,23.29,26.42
0.0225,3497,3207,1198,0.07200660088011734,35636.88547559273,46771.67761361651,-211.23209139821012,23.29,26.42
0.025,3412,3212,1209,0.08000733431124149,34820.306723143905,45722.59751816529,-188.395108118272,23.29,26.42
0.0275,3394,3195,1188,0.08800806774236565,34264.31313342367,45016.20827178638,-164.73926153128974,23.29,26.42
0.03,3470,3205,1134,0.0960088011734898,33804.70142576265,44435.957377305866,-137.62483859779124,23.29,26.42
0.0325,3458,3195,1037,0.10400953460461394,33349.49927235696,43859.12509407796,-108.23539423815717,23.29,26.42
0.035,3404,3184,1042,0.1120102680357381,32866.07095155913,43241.3904004449,-78.84785965904358,23.29,26.42
0.0375,3522,3201,1056,0.12001100146686225,32354.847744253297,42583.50697404072,-48.61250587027928,23.29,26.42
0.04,3547,3200,1062,0.1280117348979864,31827.282208774795,41902.9901000963,-15.787355109387335,23.29,26.42
0.0425,3434,3215,1142,0.13601246832911054,31293.835995637106,41217.65821360231,17.221318021140252,23.29,26.42
0.045,3511,3212,1130,0.1440132017602347,30760.691770637462,40539.23235795317,44.02687471041979,23.29,26.42
0.0475,3473,3212,1100,0.15201393519135883,30231.062298065284,39873.024569170695,59.2261648555145,23.29,26.42
0.05,3514,3208,1080,0.16001466862248298,29707.21715529095,39220.165993901566,63.290931549412925,23.29,26.42
0.0525,3455,3210,1032,0.16801540205360715,29191.16004399943,38579.98062444075,62.63105225935744,23.29,26.42
0.055,3458,3191,1019,0.1760161354847313,28684.47220854142,37951.44399551368,62.34277245629953,23.29,26.42
0.0575,3436,3215,1030,0.18401686891585545,28188.701264023774,37333.86096045686,61.82074356913738,23.29,26.42
0.06,3447,3203,1092,0.1920176023469796,27705.70540666802,36727.101658234824,60.35099686230266,23.29,26.42
0.0625,3395,3197,1126,0.20001833577810374,27237.007660200026,36131.47170052848,60.759203332819055,23.29,26.42
0.065,3479,3195,1131,0.20801906920922789,26782.954208607054,35547.42376975899,65.69045175101745,23.29,26.42
0.0675,3501,3202,1124,0.21601980264035203,26342.546101521162,34975.428360138816,75.1005898554917,23.29,26.42
0.07,3512,3214,1076,0.2240205360714762,25913.755053207984,34415.92893788218,86.89688916790051,23.29,26.42
0.0725,3404,3215,1062,0.23202126950260035,25494.089561040226,33869.21447880031,97.47907057030028,23.29,26.42
0.075,3368,3218,1077,0.2400220029337245,25081.288243201823,33335.3706236861,103.44095638053254,23.29,26.42
0.0775,3373,3218,1126,0.24802273636484864,24673.835300475825,32814.39753428848,104.07363598240653,23.29,26.42
0.08,3489,3223,1138,0.2560234697959728,24271.238945962228,32306.317097107807,100.13761225081582,23.29,26.42
0.0825,3427,3213,1180,0.26402420322709697,23874.14330882274,31811.205488513813,91.07280875408317,23.29,26.42
0.085,3455,3207,1222,0.2720249366582211,23484.199948531095,31329.200624780548,75.74619337416289,23.29,26.42
0.08750000000000001,3391,3195,1218,0.28002567008934526,23103.84186968665,30860.383618754866,54.31193583914197,23.29,26.42
0.09,3498,3193,1148,0.2880264035204694,22736.087809745404,30404.47220326755,29.195628042886735,23.29,26.42
0.0925,3393,3191,1128,0.29602713695159355,22384.20737481951,29960.62416004011,4.870993874395635,23.29,26.42
0.095,3496,3187,1136,0.30402787038271767,22051.113888823507,29527.562354452264,-15.072242032526612,23.29,26.42
0.0975,3454,3212,1154,0.31202860381384184,21738.382020174155,29103.738749955217,-29.71276067048491,23.29,26.42
0.1,3450,3212,1208,0.32002933724496596,21445.17531276938,28687.394163176516,-38.259557314323565,23.29,26.42
0.10250000000000001,3540,3211,1232,0.32803007067609014,21167.834894285465,28276.814427216286,-38.12190652209945,23.29,26.42
0.105,3476,3210,1250,0.3360308041072143,20900.447205482895,27870.813911924604,-28.369968605878952,23.29,26.42
0.1075,3500,3204,1245,0.34403153753833843,20636.37880908989,27469.055380318438,-14.148777034626223,23.29,26.42
0.11,3511,3217,1204,0.3520322709694626,20370.496224174145,27072.065012519975,-4.230060626802655,23.29,26.42
0.1125,3474,3215,1181,0.3600330044005867,20100.976162789993,26681.061997082266,-4.085594000392801,23.29,26.42
0.115,3498,3224,1168,0.3680337378317109,19829.859168409203,26297.581498215037,-13.23780980761068,23.29,26.42
0.11750000000000001,3389,3212,1214,0.376034471262835,19562.560622871566,25923.01427810925,-28.418166890945376,23.29,26.42
0.12,3486,3202,1284,0.3840352046939592,19306.48192465197,25558.39104010847,-47.29128395555609,23.29,26.42
0.1225,3395,3202,1329,0.39203593812508336,19068.644112930728,25204.539656790825,-67.15672808514024,23.29,26.42
0.125,3397,3213,1344,0.4000366715562075,18853.140277566188,24862.88566340165,-80.43628945179269,23.29,26.42
0.1275,3436,3208,1334,0.40803740498733165,18659.810214692625,24536.36864347636,-78.71206345219615,23.29,26.42
0.13,3425,3216,1322,0.41603813841845577,18484.89657333787,24227.70722543205,-64.04485751953325,23.29,26.42
0.1325,3394,3210,1284,0.42403887184957995,18323.035957632004,23935.38978432881,-46.823362072323576,23.29,26.42
0.135,3572,3218,1256,0.43203960528070406,18169.192723777076,23653.484655433407,-31.572095145611577,23.29,26.42
0.1375,3417,3221,1312,0.44004033871182824,18019.935362644115,23376.52952779489,-15.558158142245782,23.29,26.42
0.14,3375,3215,1368,0.4480410721429524,17874.38356105664,23103.533741874766,1.3667606320033467,23.29,26.42
0.14250000000000002,3347,3212,1398,0.45604180557407653,17734.811680828447,22838.077605984996,13.625032549916462,23.29,26.42
0.145,3507,3218,1407,0.4640425390052007,17606.33162659577,22586.18321391545,13.14547972445849,23.29,26.42
0.1475,3452,3199,1380,0.4720432724363248,17495.323947581768,22353.72658818061,-2.6266830261712366,23.29,26.42
0.15,3437,3204,1343,0.480044005867449,17406.453216741324,22143.81779388946,-22.38777087687758,23.29,26.42
0.1525,3415,3204,1342,0.4880447392985731,17339.13743339575,21953.053117897573,-30.949581187585046,23.29,26.42
0.155,3488,3209,1328,0.4960454727296973,17285.949701603433,21765.95489555945,-27.395722226995332,23.29,26.42
0.1575,3403,3212,1346,0.5040462061608214,17234.15825395265,21552.229843556004,-18.64943237698265,23.29,26.42
0.16,3404,3219,1405,0.5120469395919456,17169.354122762677,21273.26379322926,-3.572932475749784,23.29,26.42
0.1625,3388,3217,1437,0.5200476730230698,17079.950747445244,20895.928085825253,20.389590758600136,23.29,26.42
0.165,3614,3221,1438,0.5280484064541939,16961.447880283882,20406.515601219413,49.824962488133195,23.29,26.42
0.1675,3515,3230,1418,0.536049139885318,16818.91061251796,19819.4892429487,82.7611732008755,23.29,26.42
0.17,3552,3226,1361,0.5440498733164422,16665.74205667075,19175.57863303016,109.93302612831317,23.29,26.42
0.17250000000000001,3382,3225,1343,0.5520506067475663,16517.004855997904,18525.969977295903,104.86927364181511,23.29,26.42
0.17500000000000002,3487,3194,1331,0.5600513401786905,16378.416500207812,17908.270498911264,63.786508251260884,23.29,26.42
0.1775,3546,3199,1335,0.5680520736098146,16237.87579326551,17327.285544585382,51.05566173547028,23.29,26.42
0.18,3449,3213,1356,0.5760528070409388,16067.44671200628,16751.35802573656,151.42498991760888,23.29,26.42
0.1825,3483,3205,1401,0.5840535404720629,15835.060295705513,16123.821293345656,354.9871471758355,23.29,26.42
0.185,3547,3214,1449,0.5920542739031871,15515.237526999888,15377.287220562212,532.3609664234953,23.29,26.42
0.1875,3556,3222,1406,0.6000550073343113,15085.465623770488,14435.783050685504,562.0718040883851,23.29,26.42
0.19,3557,3229,1334,0.6080557407654353,14500.606404959613,13199.885351655805,444.61515316175837,23.29,26.42
0.1925,3398,3222,1328,0.6160564741965595,13653.507607262209,11527.50807495875,253.4229554632396,23.29,26.42
0.195,3479,3222,1337,0.6240572076276837,12351.438008223962,9238.086806070292,26.946748415144583,23.29,26.42
0.1975,3553,3223,1358,0.6320579410588079,10350.257382470732,6168.018100172343,-231.9860220406865,23.29,26.42
0.2,3436,3221,1373,0.6400586744899319,7465.375709659442,2272.819776346143,-475.3497252034755,23.29,26.42
0.2025,3456,3213,1420,0.6480594079210561,3710.1702932667686,-2280.924589583622,-594.4610478980474,23.29,26.42
0.20500000000000002,3517,3214,1464,0.6560601413521803,-631.150740732518,-7099.750890172789,-523.2445096137769,23.29,26.42
0.20750000000000002,3530,3208,1441,0.6640608747833044,-5045.021536830615,-11639.41332460437,-333.69202430508915,23.29,26.42
0.21,3502,3224,1396,0.6720616082144286,-8924.38292222314,-15343.402596790085,-172.4179221402585,23.29,26.42
0.2125,3617,3221,1344,0.6800623416455527,-11745.45206701115,-17797.102362221307,-104.98506772093256,23.29,26.42
0.215,3450,3224,1340,0.6880630750766769,-13221.850219905013,-18844.41140169237,-83.491679864095,23.29,26.42
0.2175,3612,3241,1360,0.696063808507801,-13384.66859120642,-18624.91457139198,-54.66375470006594,23.29,26.42
0.22,3553,3229,1382,0.7040645419389252,-12560.800324421045,-17516.172137021313,-20.112465093436125,23.29,26.42
0.2225,3521,3230,1421,0.7120652753700494,-11246.857933176569,-15997.281221110352,2.887657749246257,23.29,26.42
