Time (s),PPG_Red,PPG_IR,ECG_Raw,Resample Time (s),PPG_Red_Clean,PPG_IR_Clean,ECG_Clean,Suhu Obj,Suhu Amb
0.0,107162,139726,817,0.0,1081.3152152904079,303.6925353789014,-622.893537512953,30.29,28.63
0.0025,107169,139724,871,0.00800073343112415,2579.781161336424,1678.8013622331046,-199.23190272204158,30.29,28.63
0.005,107161,139722,1119,0.0160014668622483,3808.6602069939127,2811.267826922621,150.27953888283957,30.29,28.63
0.0075,107169,139711,1501,0.02400220029337245,4767.952352262874,3701.091929447452,425.64078730169024,30.29,28.63
0.01,107152,139701,1672,0.0320029337244966,5457.6575971433085,4348.273669807596,626.8518425345106,30.29,28.63
0.0125,107150,139725,1681,0.040003667155620745,5877.775941635236,4752.813048003067,753.9127045813027,30.29,28.63
0.015,107157,139716,1416,0.0480044005867449,5650.042445556876,4574.966893564934,890.991609857368,30.29,28.63
0.0175,107165,139713,946,0.05600513401786905,5333.653511934435,4316.85257916457,911.0507896660654,30.29,28.63
0.02,107155,139717,773,0.0640058674489932,5060.6306754493935,4097.132791600595,804.0620389890856,30.29,28.63
0.0225,107163,139709,929,0.07200660088011734,4866.765032482157,3948.1701023059177,566.6132171674824,30.29,28.63
0.025,107168,139710,1193,0.08000733431124149,4737.260046263791,3856.807696213811,226.85789850139707,30.29,28.63
0.0275,107166,139714,1560,0.08800806774236565,4644.050528104602,3797.854207269646,-121.77965390477405,30.29,28.63
0.03,107162,139707,1726,0.0960088011734898,4564.075123081138,3750.576222410634,-334.7022362851917,30.29,28.63
0.0325,107156,139715,1732,0.10400953460461394,4484.313390197308,3703.2413894367505,-358.46940628041085,30.29,28.63
0.035,107155,139716,1556,0.1120102680357381,4400.003900316284,3651.4958863200454,-281.9835936845848,30.29,28.63
0.0375,107153,139707,1228,0.12001100146686225,4311.009639753948,3595.066450496407,-204.09030366592023,30.29,28.63
0.04,107141,139716,1084,0.1280117348979864,4218.861997896951,3535.1160222960316,-149.3222808526508,30.29,28.63
0.0425,107146,139708,1394,0.13601246832911054,4125.0990584655765,3472.912390177722,-106.89683205814823,30.29,28.63
0.045,107149,139710,1856,0.1440132017602347,4030.6170646035343,3409.435300426118,-71.96359680960046,30.29,28.63
0.0475,107154,139718,2666,0.15201393519135883,3935.7285305534056,3345.3587753233905,-44.87787425768741,30.29,28.63
0.05,107139,139696,3081,0.16001466862248298,3840.56200922321,3281.1017372980677,-25.004772425135748,30.29,28.63
0.0525,107139,139709,3308,0.16801540205360715,3745.3893402328513,3216.8759135185546,-8.154383505218565,30.29,28.63
0.055,107148,139709,3160,0.1760161354847313,3650.7111139972776,3152.7165698513777,13.363535014838341,30.29,28.63
0.0575,107139,139723,2670,0.18401686891585545,3557.132627172629,3088.5038600393164,40.63417682568536,30.29,28.63
0.06,107140,139693,2270,0.1920176023469796,3465.104421690082,3024.0148046559634,69.27614359237839,30.29,28.63
0.0625,107142,139713,2064,0.20001833577810374,3374.7291179737294,2959.0386787178127,101.89068156239432,30.29,28.63
0.065,107133,139704,2134,0.20801906920922789,3285.795027282238,2893.5099149624825,147.44916733642685,30.29,28.63
0.0675,107132,139700,2217,0.21601980264035203,3197.9066357274314,2827.6012586195584,207.56177615485018,30.29,28.63
0.07,107144,139684,2237,0.2240205360714762,3110.5832689378653,2761.7557206366264,269.7154315330139,30.29,28.63
0.0725,107141,139703,1987,0.23202126950260035,3023.391463467159,2696.5883071823746,320.7858772535609,30.29,28.63
0.075,107141,139703,1502,0.2400220029337245,2936.0905682873404,2632.674191256424,359.9741679236206,30.29,28.63
0.0775,107146,139706,811,0.24802273636484864,2848.685731488365,2570.349572515728,397.0979112601177,30.29,28.63
0.08,107138,139712,577,0.2560234697959728,2761.390596341851,2509.6168262869687,439.1841285760914,30.29,28.63
0.0825,107142,139713,704,0.26402420322709697,2674.561443360456,2450.2174753451363,472.43345941433176,30.29,28.63
0.085,107128,139703,969,0.2720249366582211,2588.6227341828435,2391.8035919935587,470.27302523616856,30.29,28.63
0.08750000000000001,107135,139723,1151,0.28002567008934526,2503.9981352058435,2334.0701088048254,422.404021090079,30.29,28.63
0.09,107142,139702,1324,0.2880264035204694,2421.082113682551,2276.824570692793,341.1338531306271,30.29,28.63
0.0925,107134,139713,1220,0.29602713695159355,2340.2365662404122,2220.0225327478156,239.15111901444698,30.29,28.63
0.095,107135,139694,808,0.30402787038271767,2261.7493185971307,2163.759322908566,113.78375855326524,30.29,28.63
0.0975,107132,139717,654,0.31202860381384184,2185.7358546733176,2108.1804657167004,-35.35053881369757,30.29,28.63
0.1,107140,139702,561,0.32002933724496596,2112.0649575058883,2053.362809656445,-183.76764463970403,30.29,28.63
0.10250000000000001,107143,139711,684,0.32803007067609014,2040.3885272577634,1999.2667902147155,-297.733808950536,30.29,28.63
0.105,107143,139697,1067,0.3360308041072143,1970.2646785000456,1945.7888522281614,-365.972818778378,30.29,28.63
0.1075,107129,139693,1311,0.34403153753833843,1901.3275518369928,1892.8828162829118,-397.0402732632612,30.29,28.63
0.11,107140,139702,1498,0.3520322709694626,1833.3873934987423,1840.6222881507601,-398.27545070942915,30.29,28.63
