Time (s),PPG_Red,PPG_IR,ECG_Raw,Resample Time (s),PPG_Red_Clean,PPG_IR_Clean,ECG_Clean,Suhu Obj,Suhu Amb
0.0,-0.0019921132148849187,-0.0004399987657969623,-3.808029572524e-05,0.0,0.00010966611116083881,-0.00013854285907763183,0.0006050226795664722,36.5,26.0
0.002500625156289072,-0.0008060481456046408,-0.0012891878689056924,-0.0008207876608552347,0.008006405124099279,-1.4496495689156176e-05,-0.00015552986250903434,0.0005310573165480224,36.5,26.0
0.005001250312578144,-3.7727682775922124e-05,-0.0001898373651977818,0.0005000028497147983,0.016012810248198558,-0.00011832590429704892,-0.00018943892495238066,0.0004694324873471304,36.5,26.0
0.007501875468867217,0.00013487020852104398,0.00012611801502969557,0.00020541595159695848,0.024019215372297835,-0.0002018221146628395,-0.00024027004640767084,0.0004201481919637961,36.5,26.0
0.010002500625156289,3.43314575269477e-05,-0.0007623419056603101,0.0011807141768764302,0.032025620496397116,-0.00026498512678652775,-0.00030802322687490486,0.0003832044303980195,36.5,26.0
0.01250312578144536,-0.00045369010145615557,-1.5197104419965937e-05,0.0019874572493142726,0.040032025620496396,-0.0003078149406681146,-0.00039269846635408374,0.0003586012026498019,36.5,26.0
0.015003750937734433,-4.174001267303589e-05,0.0015920010147565246,-0.00015060027279844348,0.04803843074459567,-0.0002976398124877037,-0.0004990440916952658,0.00021022546143837536,36.5,26.0
0.017504376094023506,0.0005869718558746583,-0.0011004769852198846,0.001476560356882446,0.05604483586869495,-0.00028397981763089616,-0.0006377582002035906,0.00016370185895541893,36.5,26.0
0.020005001250312578,0.00041192618586299515,-0.0005633956648199025,0.0024504445088539524,0.06405124099279423,-0.00028615228376521724,-0.0007834905289524666,0.0002793958002687887,36.5,26.0
0.02250562640660165,-0.0011603934873258106,-3.7249377010839237e-05,0.0022397595882396285,0.07205764611689351,-0.0003081783315368503,-0.0008938448193630661,0.0003868766599642583,36.5,26.0
