Time (s),PPG_Red,PPG_IR,ECG_Raw,Resample Time (s),PPG_Red_Clean,PPG_IR_Clean,ECG_Clean,Suhu Obj,Suhu Amb
0.0,59004,97882,4095,0.0,-288.7729083278064,-300.1650802474187,1024.0173956489703,31.95,29.86
0.0025,59003,97871,4095,0.00800073343112415,-692.0540947612661,-703.9878384724435,634.4152960033111,31.95,29.86
0.005,58995,97883,3720,0.0160014668622483,-1022.5222598783118,-1034.8220488727675,312.3514312403754,31.95,29.86
0.0075,58998,97865,1716,0.02400220029337245,-1280.1774036789436,-1292.66771144839,57.8258013601627,31.95,29.86
0.01,59006,97883,508,0.0320029337244966,-1465.0195261631611,-1477.524826199312,-129.16159363732663,31.95,29.86
0.0125,58997,97882,90,0.040003667155620745,-1577.0486273309698,-1589.3933931255378,-248.6107537520944,31.95,29.86
0.015,59000,97874,158,0.0480044005867449,-1513.9189041866593,-1526.706656659945,-235.62462794162172,31.95,29.86
0.0175,59016,97877,2744,0.05600513401786905,-1426.8788040166417,-1439.4318709157656,-195.98269920803867,31.95,29.86
0.02,59004,97869,3873,0.0640058674489932,-1351.7236692348324,-1363.0061635070756,-132.25565256114567,31.95,29.86
0.0225,59008,97869,3006,0.07200660088011734,-1298.2563498785846,-1307.2291673893221,-67.62243470954678,31.95,29.86
0.025,58991,97874,1366,0.08000733431124149,-1262.540065356733,-1268.6480741878481,-38.70272711088639,31.95,29.86
0.0275,59005,97880,456,0.08800806774236565,-1236.98091273217,-1240.5086408487784,-22.251965695343344,31.95,29.86
0.03,59010,97874,74,0.0960088011734898,-1215.294627750261,-1217.3976095738626,-3.999339764979574,31.95,29.86
0.0325,59003,97872,26,0.10400953460461394,-1193.861725233155,-1196.3382130433627,-2.1394975332143336,31.95,29.86
0.035,59004,97886,53,0.1120102680357381,-1171.2744786200958,-1176.181060860597,1.1970337356853937,31.95,29.86
0.0375,59004,97883,1365,0.12001100146686225,-1147.437013561163,-1156.5867542877995,29.468679086269198,31.95,29.86
0.04,59006,97883,3173,0.1280117348979864,-1122.7922219138923,-1137.281994725186,59.318169064790254,31.95,29.86
0.0425,58999,97886,2820,0.13601246832911054,-1097.8399030461092,-1117.7710897629522,72.82324900267594,31.95,29.86
0.045,59002,97875,1384,0.1440132017602347,-1072.9277270632626,-1097.3628031386106,91.11012757772073,31.95,29.86
0.0475,58999,97885,500,0.15201393519135883,-1048.1800434344782,-1075.375767881863,115.90703197488443,31.95,29.86
0.05,59013,97871,80,0.16001466862248298,-1023.5099195043665,-1051.36598056704,137.6085359186934,31.95,29.86
0.0525,59006,97874,28,0.16801540205360715,-998.7455485666667,-1025.1689943379654,169.77592431466235,31.95,29.86
0.055,59012,97877,141,0.1760161354847313,-973.755083263534,-996.7572312500843,210.58684410186373,31.95,29.86
