Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth,HR_Ground_Truth
0.0000,30526,32668,85,1280,27.25,25.63,98,90
0.0025,30513,32634,82,1257,27.25,25.63,98,90
0.0050,30503,32610,81,1381,27.25,25.63,98,90
0.0075,30481,32580,80,1460,27.25,25.63,98,90
0.0100,30483,32543,92,1366,27.25,25.63,98,90
0.0125,30472,32498,88,1299,27.25,25.63,98,90
0.0150,30447,32469,97,1135,27.25,25.63,98,90
0.0175,30435,32430,96,905,27.25,25.63,98,90
0.0200,30429,32395,110,1140,27.25,25.63,98,90
0.0225,30409,32372,83,1360,27.25,25.63,98,90
0.0250,30396,32344,89,1232,27.25,25.63,98,90
0.0275,30392,32322,91,1068,27.25,25.63,98,90
0.0300,30379,32278,69,1115,27.25,25.63,98,90
0.0325,30369,32260,90,1249,27.25,25.63,98,90
0.0350,30359,32239,87,1364,27.25,25.63,98,90
0.0375,30345,32212,89,1103,27.25,25.63,98,90
0.0400,30343,32184,82,844,27.25,25.63,98,90
0.0425,30323,32160,85,718,27.25,25.63,98,90
0.0450,30315,32124,92,873,27.25,25.63,98,90
0.0475,30303,32102,89,825,27.25,25.63,98,90
0.0500,30293,32109,94,921,27.25,25.63,98,90
0.0525,30285,32102,91,1036,27.25,25.63,98,90
0.0550,30298,32086,74,1029,27.25,25.63,98,90
0.0575,30291,32069,84,873,27.25,25.63,98,90
0.0600,30295,32062,82,829,27.25,25.63,98,90
0.0625,30281,32050,79,836,27.25,25.63,98,90
0.0650,30283,32047,80,851,27.25,25.63,98,90
0.0675,30288,32046,87,806,27.25,25.63,98,90
0.0700,30281,32042,82,689,27.25,25.63,98,90
0.0725,30270,32026,103,799,27.25,25.63,98,90
0.0750,30261,32020,91,1006,27.25,25.63,98,90
0.0775,30273,32025,90,1010,27.25,25.63,98,90
0.0800,30267,32029,85,952,27.25,25.63,98,90
0.0825,30266,32032,95,902,27.25,25.63,98,90
0.0850,30273,32038,88,883,27.25,25.63,98,90
0.0875,30270,32038,99,778,27.25,25.63,98,90
0.0900,30277,32029,86,1120,27.25,25.63,98,90
0.0925,30268,32041,86,1060,27.25,25.63,98,90
0.0950,30284,32051,81,952,27.25,25.63,98,90
0.0975,30283,32058,80,990,27.25,25.63,98,90
0.1000,30270,32047,103,1047,27.25,25.63,98,90
0.1025,30282,32054,98,910,27.25,25.63,98,90
0.1050,30284,32065,94,1064,27.25,25.63,98,90
0.1075,30277,32079,87,1192,27.25,25.63,98,90
0.1100,30277,32078,80,1267,27.25,25.63,98,90
0.1125,30291,32071,84,1317,27.25,25.63,98,90
0.1150,30299,32077,86,1319,27.25,25.63,98,90
0.1175,30285,32093,94,1257,27.25,25.63,98,90
0.1200,30292,32088,90,1060,27.25,25.63,98,90
0.1225,30296,32100,79,1008,27.25,25.63,98,90
0.1250,30303,32102,79,1047,27.25,25.63,98,90
0.1275,30297,32078,86,986,27.25,25.63,98,90
0.1300,30300,32091,99,1096,27.25,25.63,98,90
0.1325,30297,32102,97,1288,27.25,25.63,98,90
0.1350,30299,32100,93,1270,27.25,25.63,98,90
0.1375,30302,32111,79,1199,27.25,25.63,98,90
0.1400,30304,32114,83,1096,27.25,25.63,98,90
0.1425,30308,32113,72,1148,27.25,25.63,98,90
0.1450,30312,32115,87,1116,27.25,25.63,98,90
0.1475,30314,32121,85,1032,27.25,25.63,98,90
0.1500,30303,32121,88,944,27.25,25.63,98,90
0.1525,30305,32115,92,1198,27.25,25.63,98,90
0.1550,30308,32104,97,1209,27.25,25.63,98,90
0.1575,30312,32109,102,1161,27.25,25.63,98,90
0.1600,30312,32111,105,1173,27.25,25.63,98,90
0.1625,30307,32114,92,1096,27.25,25.63,98,90
0.1650,30310,32115,84,1168,27.25,25.63,98,90
0.1675,30303,32121,96,1168,27.25,25.63,98,90
0.1700,30314,32120,92,1286,27.25,25.63,98,90
0.1725,30317,32118,83,1188,27.25,25.63,98,90
0.1750,30315,32111,79,1256,27.25,25.63,98,90
0.1775,30319,32123,83,1558,27.25,25.63,98,90
0.1800,30320,32118,70,1478,27.25,25.63,98,90
0.1825,30317,32117,97,1274,27.25,25.63,98,90
0.1850,30318,32110,106,1267,27.25,25.63,98,90
0.1875,30312,32132,87,1338,27.25,25.63,98,90
0.1900,30314,32131,83,1264,27.25,25.63,98,90
0.1925,30311,32135,79,1341,27.25,25.63,98,90
0.1950,30306,32147,81,1383,27.25,25.63,98,90
0.1975,30326,32149,87,1239,27.25,25.63,98,90
0.2000,30329,32147,79,1276,27.25,25.63,98,90
0.2025,30332,32151,84,1286,27.25,25.63,98,90
0.2050,30333,32153,93,1069,27.25,25.63,98,90
0.2075,30338,32162,76,1267,27.25,25.63,98,90
0.2100,30321,32156,105,1418,27.25,25.63,98,90
0.2125,30334,32151,95,1357,27.25,25.63,98,90
0.2150,30323,32160,88,1464,27.25,25.63,98,90
0.2175,30322,32172,99,1319,27.25,25.63,98,90
0.2200,30337,32173,91,1246,27.25,25.63,98,90
0.2225,30334,32177,86,1362,27.25,25.63,98,90
0.2250,30332,32176,90,1291,27.25,25.63,98,90
0.2275,30334,32173,87,1236,27.25,25.63,98,90
0.2300,30330,32187,83,1272,27.25,25.63,98,90
0.2325,30335,32185,73,1238,27.25,25.63,98,90
0.2350,30337,32196,81,1143,27.25,25.63,98,90
0.2375,30331,32195,105,1291,27.25,25.63,98,90
0.2400,30335,32169,101,1428,27.25,25.63,98,90
0.2425,30338,32178,96,1332,27.25,25.63,98,90
0.2450,30329,32194,98,1223,27.25,25.63,98,90
0.2475,30333,32193,90,1234,27.25,25.63,98,90
0.2500,30335,32184,91,1418,27.25,25.63,98,90
0.2525,30340,32189,83,1525,27.25,25.63,98,90
0.2550,30341,32196,80,1520,27.25,25.63,98,90
0.2575,30341,32192,88,1492,27.25,25.63,98,90
0.2600,30327,32197,90,1336,27.25,25.63,98,90
0.2625,30347,32186,86,1296,27.25,25.63,98,90
0.2650,30329,32176,89,1361,27.25,25.63,98,90
0.2675,30333,32175,88,1368,27.25,25.63,98,90
0.2700,30335,32171,94,1399,27.25,25.63,98,90
0.2725,30327,32179,86,1485,27.25,25.63,98,90
0.2750,30330,32187,87,1305,27.25,25.63,98,90
0.2775,30326,32192,86,1212,27.25,25.63,98,90
0.2800,30333,32188,85,1331,27.25,25.63,98,90
0.2825,30321,32186,83,1360,27.25,25.63,98,90
0.2850,30327,32181,73,1202,27.25,25.63,98,90
0.2875,30338,32180,90,1209,27.25,25.63,98,90
0.2900,30328,32172,84,1528,27.25,25.63,98,90
0.2925,30333,32182,99,1595,27.25,25.63,98,90
0.2950,30330,32163,100,1373,27.25,25.63,98,90
0.2975,30328,32190,98,1325,27.25,25.63,98,90
0.3000,30335,32177,89,1247,27.25,25.63,98,90
0.3025,30333,32182,92,1206,27.25,25.63,98,90
0.3050,30335,32177,95,1155,27.25,25.63,98,90
0.3075,30337,32192,79,1273,27.25,25.63,98,90
0.3100,30339,32182,74,1548,27.25,25.63,98,90
0.3125,30340,32194,78,1727,27.25,25.63,98,90
0.3150,30340,32188,89,1629,27.25,25.63,98,90
0.3175,30333,32185,84,1198,27.25,25.63,98,90
0.3200,30333,32171,86,1095,27.25,25.63,98,90
0.3225,30333,32173,92,1085,27.25,25.63,98,90
0.3250,30334,32184,94,1218,27.25,25.63,98,90
0.3275,30333,32181,89,1219,27.25,25.63,98,90
0.3300,30337,32191,79,1432,27.25,25.63,98,90
0.3325,30339,32186,80,1483,27.25,25.63,98,90
0.3350,30343,32190,100,1516,27.25,25.63,98,90
0.3375,30345,32208,96,1380,27.25,25.63,98,90
0.3400,30350,32209,87,1323,27.25,25.63,98,90
0.3425,30333,32201,80,1359,27.25,25.63,98,90
0.3450,30347,32198,85,1569,27.25,25.63,98,90
0.3475,30333,32191,93,1632,27.25,25.63,98,90
0.3500,30340,32204,78,1261,27.25,25.63,98,90
0.3525,30332,32205,93,1325,27.25,25.63,98,90
0.3550,30344,32215,88,1577,27.25,25.63,98,90
0.3575,30347,32210,105,1441,27.25,25.63,98,90
0.3600,30345,32228,77,1474,27.25,25.63,98,90
0.3625,30341,32233,89,1431,27.25,25.63,98,90
0.3650,30356,32235,83,1387,27.25,25.63,98,90
0.3675,30359,32240,76,1478,27.25,25.63,98,90
0.3700,30362,32249,91,1333,27.25,25.63,98,90
0.3725,30359,32242,79,1204,27.25,25.63,98,90
0.3750,30351,32235,78,1423,27.25,25.63,98,90
0.3775,30355,32252,92,1403,27.25,25.63,98,90
0.3800,30353,32254,90,1317,27.25,25.63,98,90
0.3825,30347,32264,86,1343,27.25,25.63,98,90
0.3850,30360,32259,90,1313,27.25,25.63,98,90
0.3875,30354,32282,97,1302,27.25,25.63,98,90
0.3900,30369,32265,76,1563,27.25,25.63,98,90
0.3925,30352,32284,102,1496,27.25,25.63,98,90
0.3950,30372,32284,92,1505,27.25,25.63,98,90
0.3975,30366,32292,94,1566,27.25,25.63,98,90
0.4000,30373,32266,90,1417,27.25,25.63,98,90
0.4025,30372,32274,83,1248,27.25,25.63,98,90
0.4050,30356,32300,74,1348,27.25,25.63,98,90
0.4075,30355,32276,79,1431,27.25,25.63,98,90
0.4100,30413,32293,89,1523,27.25,25.63,98,90
0.4125,30387,32293,60,1538,27.25,25.63,98,90
0.4150,30382,32289,57,1428,27.25,25.63,98,90
0.4175,30377,32308,61,1526,27.25,25.63,98,90
0.4200,30395,32287,106,1713,27.25,25.63,98,90
0.4225,30381,32293,103,1640,27.25,25.63,98,90
0.4250,30368,32360,68,1605,27.25,25.63,98,90
0.4275,30415,32320,91,1515,27.25,25.63,98,90
0.4300,30408,32329,109,1599,27.25,25.63,98,90
0.4325,30390,32333,87,1659,27.25,25.63,98,90
0.4350,30396,32301,73,1611,27.25,25.63,98,90
0.4375,30386,32339,63,1374,27.25,25.63,98,90
0.4400,30377,32374,80,1204,27.25,25.63,98,90
0.4425,30341,32233,89,1350,27.25,25.63,98,90
0.4450,30432,32328,91,1348,27.25,25.63,98,90
0.4475,30403,32344,97,1503,27.25,25.63,98,90
0.4500,30401,32364,95,1624,27.26,25.69,98,90
0.4525,30402,32381,92,1412,27.26,25.69,98,90
0.4550,30405,32381,86,1451,27.26,25.69,98,90
0.4575,30412,32388,100,1204,27.26,25.69,98,90
0.4600,30403,32403,86,1279,27.26,25.69,98,90
0.4625,30411,32398,85,1393,27.26,25.69,98,90
0.4650,30410,32408,87,1389,27.26,25.69,98,90
0.4675,30423,32398,82,1368,27.26,25.69,98,90
0.4700,30411,32404,77,1392,27.26,25.69,98,90
0.4725,30409,32414,89,1362,27.26,25.69,98,90
0.4750,30408,32423,87,1355,27.26,25.69,98,90
0.4775,30424,32422,80,1312,27.26,25.69,98,90
0.4800,30412,32425,107,1319,27.26,25.69,98,90
0.4825,30426,32425,90,1345,27.26,25.69,98,90
0.4850,30424,32424,95,1283,27.26,25.69,98,90
0.4875,30428,32431,81,1121,27.26,25.69,98,90
0.4900,30420,32436,96,1266,27.26,25.69,98,90
0.4925,30434,32448,85,1583,27.26,25.69,98,90
0.4950,30411,32447,87,1605,27.26,25.69,98,90
0.4975,30433,32460,87,1424,27.26,25.69,98,90
0.5000,30424,32460,79,1314,27.26,25.69,98,90
0.5025,30429,32445,85,1336,27.26,25.69,98,90
0.5050,30436,32465,89,1291,27.26,25.69,98,90
0.5075,30437,32460,98,1354,27.26,25.69,98,90
0.5100,30431,32467,108,1432,27.26,25.69,98,90
0.5125,30428,32469,85,1363,27.26,25.69,98,90
0.5150,30430,32478,98,1603,27.26,25.69,98,90
0.5175,30438,32478,89,1724,27.26,25.69,98,90
0.5200,30434,32487,94,1514,27.26,25.69,98,90
0.5225,30438,32486,92,1516,27.26,25.69,98,90
0.5250,30440,32489,92,1627,27.26,25.69,98,90
0.5275,30443,32487,98,1672,27.26,25.69,98,90
0.5300,30443,32498,83,1839,27.26,25.69,98,90
0.5325,30452,32500,79,1876,27.26,25.69,98,90
0.5350,30446,32486,83,1944,27.26,25.69,98,90
0.5375,30448,32502,86,2039,27.26,25.69,98,90
0.5400,30446,32511,88,2494,27.26,25.69,98,90
0.5425,30450,32504,96,2581,27.26,25.69,98,90
0.5450,30451,32518,87,2388,27.26,25.69,98,90
0.5475,30462,32514,83,2188,27.26,25.69,98,90
0.5500,30451,32520,77,2026,27.26,25.69,98,90
0.5525,30457,32520,87,1875,27.26,25.69,98,90
0.5550,30457,32516,86,1696,27.26,25.69,98,90
0.5575,30461,32520,89,1607,27.26,25.69,98,90
0.5600,30463,32529,84,1473,27.26,25.69,98,90
0.5625,30458,32513,100,1148,27.26,25.69,98,90
0.5650,30464,32538,105,1125,27.26,25.69,98,90
0.5675,30456,32533,92,1088,27.26,25.69,98,90
0.5700,30467,32541,91,1167,27.26,25.69,98,90
0.5725,30452,32541,81,1071,27.26,25.69,98,90
0.5750,30458,32542,96,938,27.26,25.69,98,90
0.5775,30475,32552,96,981,27.26,25.69,98,90
0.5800,30462,32545,96,995,27.26,25.69,98,90
0.5825,30471,32551,91,923,27.26,25.69,98,90
0.5850,30474,32555,77,974,27.26,25.69,98,90
0.5875,30472,32557,77,1140,27.26,25.69,98,90
0.5900,30475,32559,80,1282,27.26,25.69,98,90
0.5925,30464,32553,100,1171,27.26,25.69,98,90
0.5950,30467,32562,93,1330,27.26,25.69,98,90
0.5975,30473,32565,92,1357,27.26,25.69,98,90
0.6000,30468,32566,81,1371,27.26,25.69,98,90
0.6025,30463,32563,79,1191,27.26,25.69,98,90
0.6050,30471,32569,83,1058,27.26,25.69,98,90
0.6075,30479,32576,76,1255,27.26,25.69,98,90
0.6100,30474,32571,93,1365,27.26,25.69,98,90
0.6125,30472,32564,93,1402,27.26,25.69,98,90
0.6150,30483,32571,93,1210,27.26,25.69,98,90
0.6175,30475,32574,85,1134,27.26,25.69,98,90
0.6200,30474,32582,100,1441,27.26,25.69,98,90
0.6225,30481,32568,109,1478,27.26,25.69,98,90
0.6250,30465,32595,88,1380,27.26,25.69,98,90
0.6275,30488,32593,106,1463,27.26,25.69,98,90
0.6300,30484,32591,80,1384,27.26,25.69,98,90
0.6325,30475,32596,90,1310,27.26,25.69,98,90
0.6350,30478,32600,86,1410,27.26,25.69,98,90
0.6375,30493,32605,90,1330,27.26,25.69,98,90
0.6400,30482,32589,94,1180,27.26,25.69,98,90
0.6425,30479,32589,102,1268,27.26,25.69,98,90
0.6450,30481,32588,96,1526,27.26,25.69,98,90
0.6475,30488,32609,100,1545,27.26,25.69,98,90
0.6500,30482,32607,89,1395,27.26,25.69,98,90
0.6525,30484,32608,94,1459,27.26,25.69,98,90
0.6550,30495,32617,86,1463,27.26,25.69,98,90
0.6575,30496,32627,89,1403,27.26,25.69,98,90
0.6600,30492,32629,85,1361,27.26,25.69,98,90
0.6625,30486,32632,97,1389,27.26,25.69,98,90
0.6650,30494,32627,89,1437,27.26,25.69,98,90
0.6675,30513,32616,94,1424,27.26,25.69,98,90
0.6700,30496,32623,101,1407,27.26,25.69,98,90
0.6725,30492,32626,108,1549,27.26,25.69,98,90
0.6750,30492,32636,80,1292,27.26,25.69,98,90
0.6775,30490,32633,98,1015,27.26,25.69,98,90
0.6800,30495,32644,87,1261,27.26,25.69,98,90
0.6825,30517,32651,84,1320,27.26,25.69,98,90
0.6850,30509,32658,95,1320,27.26,25.69,98,90
0.6875,30500,32653,83,1435,27.26,25.69,98,90
0.6900,30493,32653,70,1600,27.26,25.69,98,90
0.6925,30502,32656,89,1739,27.26,25.69,98,90
0.6950,30495,32640,87,1569,27.26,25.69,98,90
0.6975,30512,32663,82,1402,27.26,25.69,98,90
0.7000,30508,32650,102,1409,27.26,25.69,98,90
0.7025,30507,32674,81,1505,27.26,25.69,98,90
0.7050,30505,32683,94,1557,27.26,25.69,98,90
0.7075,30508,32685,92,1332,27.26,25.69,98,90
0.7100,30513,32683,93,1292,27.26,25.69,98,90
0.7125,30510,32691,88,1463,27.26,25.69,98,90
0.7150,30520,32692,92,1602,27.26,25.69,98,90
0.7175,30514,32689,95,1672,27.26,25.69,98,90
0.7200,30526,32706,86,1586,27.26,25.69,98,90
0.7225,30521,32692,97,1507,27.26,25.69,98,90
0.7250,30515,32689,97,1546,27.26,25.69,98,90
0.7275,30529,32708,94,1789,27.26,25.69,98,90
0.7300,30525,32708,83,1738,27.26,25.69,98,90
0.7325,30533,32725,79,1684,27.26,25.69,98,90
0.7350,30521,32723,79,1720,27.26,25.69,98,90
0.7375,30541,32727,93,1402,27.26,25.69,98,90
0.7400,30539,32726,80,1392,27.26,25.69,98,90
0.7425,30535,32732,90,1704,27.26,25.69,98,90
0.7450,30536,32733,82,1706,27.26,25.69,98,90
0.7475,30538,32740,89,1637,27.26,25.69,98,90
0.7500,30527,32723,94,1646,27.26,25.69,98,90
0.7525,30524,32720,88,1783,27.26,25.69,98,90
0.7550,30522,32719,100,1727,27.26,25.69,98,90
0.7575,30527,32718,98,1583,27.26,25.69,98,90
0.7600,30527,32707,95,1490,27.26,25.69,98,90
0.7625,30541,32712,79,1567,27.26,25.69,98,90
0.7650,30524,32708,80,1647,27.26,25.69,98,90
0.7675,30521,32696,93,1453,27.26,25.69,98,90
0.7700,30504,32671,93,1528,27.26,25.69,98,90
0.7725,30500,32661,84,1781,27.26,25.69,98,90
0.7750,30501,32642,92,1701,27.26,25.69,98,90
0.7775,30483,32610,90,1649,27.26,25.69,98,90
0.7800,30480,32580,87,1710,27.26,25.69,98,90
0.7825,30467,32589,75,1489,27.26,25.69,98,90
0.7850,30465,32565,90,1382,27.26,25.69,98,90
0.7875,30451,32550,88,1720,27.26,25.69,98,90
0.7900,30446,32509,97,1727,27.26,25.69,98,90
0.7925,30441,32483,82,1649,27.26,25.69,98,90
0.7950,30410,32474,82,1623,27.26,25.69,98,90
0.7975,30429,32442,87,1571,27.26,25.69,98,90
0.8000,30398,32413,79,1488,27.26,25.69,98,90
0.8025,30402,32372,80,1432,27.26,25.69,98,90
0.8050,30387,32336,104,1422,27.26,25.69,98,90
0.8075,30373,32297,94,1447,27.26,25.69,98,90
0.8100,30354,32275,85,1437,27.26,25.69,98,90
0.8125,30350,32262,93,1312,27.26,25.69,98,90
0.8150,30342,32232,85,1160,27.26,25.69,98,90
0.8175,30328,32198,88,1064,27.26,25.69,98,90
0.8200,30315,32168,86,1025,27.26,25.69,98,90
0.8225,30302,32139,85,1181,27.26,25.69,98,90
0.8250,30287,32117,87,1247,27.26,25.69,98,90
0.8275,30273,32087,91,1144,27.26,25.69,98,90
0.8300,30273,32070,81,1078,27.26,25.69,98,90
0.8325,30256,32035,98,1021,27.26,25.69,98,90
0.8350,30245,32011,102,1174,27.26,25.69,98,90
0.8375,30238,31986,96,1157,27.26,25.69,98,90
0.8400,30237,31980,95,986,27.26,25.69,98,90
0.8425,30226,31961,81,972,27.26,25.69,98,90
0.8450,30233,31953,79,1021,27.26,25.69,98,90
0.8475,30226,31936,79,1030,27.26,25.69,98,90
0.8500,30220,31927,74,911,27.26,25.69,98,90
0.8525,30209,31923,86,1092,27.26,25.69,98,90
0.8550,30208,31893,93,1116,27.26,25.69,98,90
0.8575,30207,31900,80,1008,27.26,25.69,98,90
0.8600,30196,31884,89,818,27.26,25.69,98,90
0.8625,30195,31887,90,928,27.26,25.69,98,90
0.8650,30198,31880,90,1015,27.26,25.69,98,90
0.8675,30191,31882,89,1001,27.26,25.69,98,90
0.8700,30198,31881,85,1051,27.26,25.69,98,90
0.8725,30198,31875,86,995,27.26,25.69,98,90
0.8750,30199,31881,86,903,27.26,25.69,98,90
0.8775,30200,31879,83,824,27.26,25.69,98,90
0.8800,30202,31874,78,771,27.26,25.69,98,90
0.8825,30210,31874,85,980,27.26,25.69,98,90
0.8850,30206,31888,88,1129,27.26,25.69,98,90
0.8875,30208,31880,94,1100,27.26,25.69,98,90
0.8900,30205,31883,80,1256,27.26,25.69,98,90
0.8925,30201,31884,109,1280,27.26,25.69,98,90
0.8950,30199,31884,80,1266,27.26,25.69,98,90
0.8975,30204,31899,98,1263,27.26,25.69,98,90
0.9000,30214,31901,83,1091,27.26,25.69,98,90
0.9025,30208,31896,82,1228,27.26,25.69,98,90
0.9050,30216,31900,88,1191,27.26,25.69,98,90
0.9075,30218,31905,85,1149,27.26,25.69,98,90
0.9100,30223,31913,80,1162,27.26,25.69,98,90
0.9125,30221,31913,86,1218,27.26,25.69,98,90
0.9150,30215,31905,83,1328,27.26,25.69,98,90
0.9175,30213,31911,91,1239,27.26,25.69,98,90
0.9200,30210,31919,90,1255,27.26,25.69,98,90
0.9225,30219,31928,90,1206,27.26,25.69,98,90
0.9250,30219,31927,82,1183,27.26,25.69,98,90
0.9275,30214,31936,85,1239,27.26,25.69,98,90
0.9300,30222,31926,82,1273,27.26,25.69,98,90
0.9325,30229,31937,82,1172,27.26,25.69,98,90
0.9350,30235,31930,86,1194,27.26,25.69,98,90
0.9375,30226,31923,89,1241,27.26,25.69,98,90
0.9400,30218,31925,90,1210,27.26,25.69,98,90
0.9425,30227,31920,95,1041,27.26,25.69,98,90
0.9450,30222,31929,82,1268,27.26,25.69,98,90
0.9475,30218,31937,107,1394,27.26,25.69,98,90
0.9500,30235,31928,81,1129,27.26,25.69,98,90
0.9525,30213,31929,86,1141,27.26,25.69,98,90
0.9550,30212,31920,81,1269,27.26,25.69,98,90
0.9575,30254,31920,76,1406,27.26,25.69,98,90
0.9600,30228,31932,60,1426,27.26,25.69,98,90
0.9625,30237,31912,59,1325,27.26,25.69,98,90
0.9650,30246,31907,102,1106,27.26,25.69,98,90
0.9675,30231,31922,91,1293,27.26,25.69,98,90
0.9700,30198,31957,69,1330,27.26,25.69,98,90
0.9725,30256,31949,47,1188,27.26,25.69,98,90
0.9750,30252,31946,86,1262,27.26,25.69,98,90
0.9775,30233,31933,100,1254,27.26,25.69,98,90
0.9800,30234,31933,86,1174,27.26,25.69,98,90
0.9825,30236,31929,53,1223,27.26,25.69,98,90
0.9850,30211,31970,76,1339,27.26,25.69,98,90
0.9875,30218,31905,85,1395,27.26,25.69,98,90
0.9900,30268,31953,94,1430,27.26,25.69,98,90
0.9925,30252,31946,106,1462,27.26,25.69,98,90
0.9950,30249,31997,95,1398,27.25,25.69,98,90
0.9975,30248,31993,82,1313,27.25,25.69,98,90
1.0000,30244,32009,98,1326,27.25,25.69,98,90
1.0025,30247,32009,89,1370,27.25,25.69,98,90
1.0050,30263,32013,90,1387,27.25,25.69,98,90
1.0075,30268,32025,81,1472,27.25,25.69,98,90
1.0100,30268,32023,80,1385,27.25,25.69,98,90
1.0125,30270,32027,96,1160,27.25,25.69,98,90
1.0150,30271,32035,87,1147,27.25,25.69,98,90
1.0175,30264,32027,79,1114,27.25,25.69,98,90
1.0200,30270,32032,92,1322,27.25,25.69,98,90
1.0225,30268,32022,93,1649,27.25,25.69,98,90
1.0250,30272,32030,85,1509,27.25,25.69,98,90
1.0275,30264,32049,97,1086,27.25,25.69,98,90
1.0300,30275,32045,105,1128,27.25,25.69,98,90
1.0325,30275,32047,85,1310,27.25,25.69,98,90
1.0350,30279,32051,80,1307,27.25,25.69,98,90
1.0375,30284,32044,87,1337,27.25,25.69,98,90
1.0400,30274,32059,81,1390,27.25,25.69,98,90
1.0425,30281,32057,89,1293,27.25,25.69,98,90
1.0450,30288,32051,89,1492,27.25,25.69,98,90
1.0475,30267,32067,97,1418,27.25,25.69,98,90
1.0500,30272,32039,100,1286,27.25,25.69,98,90
1.0525,30268,32058,106,1237,27.25,25.69,98,90
1.0550,30272,32059,97,1260,27.25,25.69,98,90
1.0575,30285,32059,90,1330,27.25,25.69,98,90
1.0600,30277,32058,82,1360,27.25,25.69,98,90
1.0625,30280,32059,80,1275,27.25,25.69,98,90
1.0650,30270,32054,98,1334,27.25,25.69,98,90
1.0675,30278,32059,76,1446,27.25,25.69,98,90
1.0700,30263,32056,93,1284,27.25,25.69,98,90
1.0725,30281,32058,85,1110,27.25,25.69,98,90
1.0750,30274,32044,95,1168,27.25,25.69,98,90
1.0775,30272,32047,80,1192,27.25,25.69,98,90
1.0800,30276,32063,99,1006,27.25,25.69,98,90
1.0825,30285,32057,87,1123,27.25,25.69,98,90
1.0850,30269,32050,81,1429,27.25,25.69,98,90
1.0875,30277,32056,88,1505,27.25,25.69,98,90
1.0900,30280,32060,95,1509,27.25,25.69,98,90
1.0925,30276,32055,85,1550,27.25,25.69,98,90
1.0950,30287,32057,75,1341,27.25,25.69,98,90
1.0975,30280,32048,76,1055,27.25,25.69,98,90
1.1000,30278,32057,88,964,27.25,25.69,98,90
1.1025,30277,32044,90,1064,27.25,25.69,98,90
1.1050,30273,32046,93,1283,27.25,25.69,98,90
1.1075,30263,32053,79,1160,27.25,25.69,98,90
1.1100,30275,32063,72,1189,27.25,25.69,98,90
1.1125,30279,32064,97,1449,27.25,25.69,98,90
1.1150,30284,32066,84,1484,27.25,25.69,98,90
1.1175,30284,32065,94,1248,27.25,25.69,98,90
1.1200,30284,32063,81,1189,27.25,25.69,98,90
1.1225,30281,32069,86,1401,27.25,25.69,98,90
1.1250,30290,32066,87,1379,27.25,25.69,98,90
1.1275,30291,32073,87,1360,27.25,25.69,98,90
1.1300,30283,32059,85,1484,27.25,25.69,98,90
1.1325,30286,32066,100,1550,27.25,25.69,98,90
1.1350,30285,32095,93,1262,27.25,25.69,98,90
1.1375,30283,32076,87,1156,27.25,25.69,98,90
1.1400,30284,32094,77,1162,27.25,25.69,98,90
1.1425,30291,32091,82,1252,27.25,25.69,98,90
1.1450,30303,32091,87,1284,27.25,25.69,98,90
1.1475,30297,32097,89,1366,27.25,25.69,98,90
1.1500,30302,32105,84,1305,27.25,25.69,98,90
1.1525,30300,32105,86,1232,27.25,25.69,98,90
1.1550,30299,32103,95,1208,27.25,25.69,98,90
1.1575,30296,32103,89,1246,27.25,25.69,98,90
1.1600,30296,32112,96,1357,27.25,25.69,98,90
1.1625,30293,32121,103,1207,27.25,25.69,98,90
1.1650,30300,32118,86,1079,27.25,25.69,98,90
1.1675,30302,32125,92,1252,27.25,25.69,98,90
1.1700,30313,32142,97,1326,27.25,25.69,98,90
1.1725,30313,32145,85,1206,27.25,25.69,98,90
1.1750,30318,32146,86,1070,27.25,25.69,98,90
1.1775,30317,32154,82,1161,27.25,25.69,98,90
1.1800,30317,32148,80,1381,27.25,25.69,98,90
1.1825,30317,32150,88,1519,27.25,25.69,98,90
1.1850,30318,32153,105,1566,27.25,25.69,98,90
1.1875,30324,32156,104,1601,27.25,25.69,98,90
1.1900,30309,32169,102,1563,27.25,25.69,98,90
1.1925,30324,32162,81,1481,27.25,25.69,98,90
1.1950,30323,32173,87,1517,27.25,25.69,98,90
1.1975,30321,32179,78,1324,27.25,25.69,98,90
1.2000,30335,32183,83,1374,27.25,25.69,98,90
1.2025,30333,32188,80,1481,27.25,25.69,98,90
1.2050,30333,32198,92,1420,27.25,25.69,98,90
1.2075,30333,32198,94,1364,27.25,25.69,98,90
1.2100,30330,32204,87,1363,27.25,25.69,98,90
1.2125,30331,32196,97,1267,27.25,25.69,98,90
1.2150,30335,32181,98,1254,27.25,25.69,98,90
1.2175,30328,32212,89,1270,27.25,25.69,98,90
1.2200,30337,32215,91,1360,27.25,25.69,98,90
1.2225,30333,32228,84,1340,27.25,25.69,98,90
1.2250,30353,32229,86,1284,27.25,25.69,98,90
1.2275,30358,32229,86,1170,27.25,25.69,98,90
1.2300,30339,32231,96,1069,27.25,25.69,98,90
1.2325,30355,32232,85,1177,27.25,25.69,98,90
1.2350,30346,32242,88,1066,27.25,25.69,98,90
1.2375,30349,32239,88,793,27.25,25.69,98,90
1.2400,30341,32225,108,936,27.25,25.69,98,90
1.2425,30348,32229,105,1219,27.25,25.69,98,90
