Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,31817,33130,83,1105,25.48,23.58,97
0.0025,31821,33100,111,1217,25.48,23.58,97
0.0050,31819,33125,92,1376,25.48,23.58,97
0.0075,31842,33147,68,1126,25.48,23.58,97
0.0100,31817,33142,59,856,25.48,23.58,97
0.0125,31817,33153,69,784,25.48,23.58,97
0.0150,31805,33149,82,1045,25.48,23.58,97
0.0175,31794,33147,83,1045,25.48,23.58,97
0.0200,31782,33132,105,611,25.48,23.58,97
0.0225,31804,33129,66,1420,25.48,23.58,97
0.0250,31794,33172,70,1504,25.48,23.58,97
0.0275,31802,33153,72,1346,25.48,23.58,97
0.0300,31808,33115,62,976,25.48,23.58,97
0.0325,31810,33124,96,890,25.48,23.58,97
0.0350,31807,33149,89,936,25.48,23.58,97
0.0375,31820,33160,100,1057,25.48,23.58,97
0.0400,31817,33156,88,1030,25.48,23.58,97
0.0425,31809,33159,84,1165,25.48,23.58,97
0.0450,31831,33156,84,1344,25.48,23.58,97
0.0475,31793,33154,65,1169,25.48,23.58,97
0.0500,31789,33199,65,817,25.48,23.58,97
0.0525,31792,33165,90,832,25.48,23.58,97
0.0550,31808,33128,94,987,25.48,23.58,97
0.0575,31818,33137,92,1032,25.48,23.58,97
0.0600,31805,33155,71,1028,25.48,23.58,97
0.0625,31814,33166,51,1162,25.48,23.58,97
0.0650,31818,33167,55,1330,25.48,23.58,97
0.0675,31840,33163,78,1112,25.48,23.58,97
0.0700,31832,33164,88,795,25.48,23.58,97
0.0725,31798,33166,78,801,25.48,23.58,97
0.0750,31768,33191,82,976,25.48,23.58,97
0.0775,31777,33182,65,994,25.48,23.58,97
0.0800,31800,33170,82,1081,25.48,23.58,97
0.0825,31809,33138,100,1189,25.48,23.58,97
0.0850,31808,33150,96,1361,25.48,23.58,97
0.0875,31806,33170,72,1116,25.48,23.58,97
0.0900,31795,33162,59,855,25.48,23.58,97
0.0925,31808,33157,73,848,25.48,23.58,97
0.0950,31813,33169,80,1033,25.48,23.58,97
0.0975,31813,33188,85,992,25.48,23.58,97
0.1000,31806,33204,79,1109,25.48,23.58,97
0.1025,31806,33172,82,1205,25.48,23.58,97
0.1050,31815,33147,93,1349,25.48,23.58,97
0.1075,31823,33144,99,1092,25.48,23.58,97
0.1100,31826,33157,73,868,25.48,23.58,97
0.1125,31816,33181,61,752,25.48,23.58,97
0.1150,31824,33165,64,1128,25.48,23.58,97
0.1175,31802,33170,79,1064,25.48,23.58,97
0.1200,31787,33162,93,1064,25.48,23.58,97
0.1225,31786,33154,91,773,25.48,23.58,97
0.1250,31831,33156,84,1068,25.48,23.58,97
0.1275,31793,33154,65,1496,25.48,23.58,97
0.1300,31781,33188,83,1058,25.48,23.58,97
0.1325,31783,33156,79,896,25.48,23.58,97
0.1350,31799,33129,78,912,25.48,23.58,97
0.1375,31800,33138,100,980,25.48,23.58,97
0.1400,31801,33158,93,1032,25.48,23.58,97
0.1425,31800,33171,95,1168,25.48,23.58,97
0.1450,31799,33174,87,1344,25.48,23.58,97
0.1475,31823,33166,77,1136,25.48,23.58,97
0.1500,31817,33151,75,850,25.48,23.58,97
0.1525,31792,33175,76,833,25.48,23.58,97
0.1550,31767,33184,56,968,25.48,23.58,97
0.1575,31780,33182,77,992,25.48,23.58,97
0.1600,31787,33165,87,1062,25.48,23.58,97
0.1625,31804,33132,105,1192,25.48,23.58,97
0.1650,31797,33151,95,1357,25.48,23.58,97
0.1675,31796,33149,57,1130,25.48,23.58,97
0.1700,31803,33167,59,856,25.48,23.58,97
0.1725,31818,33160,68,829,25.48,23.58,97
0.1750,31833,33160,75,1009,25.48,23.58,97
0.1775,31809,33168,79,1020,25.48,23.58,97
0.1800,31771,33166,78,1137,25.48,23.58,97
0.1825,31767,33183,79,1232,25.48,23.58,97
0.1850,31785,33167,86,1376,25.48,23.58,97
0.1875,31792,33151,81,1116,25.48,23.58,97
0.1900,31796,33136,98,873,25.48,23.58,97
0.1925,31801,33139,93,784,25.48,23.58,97
0.1950,31796,33156,75,1056,25.48,23.58,97
0.1975,31789,33153,54,1008,25.48,23.58,97
0.2000,31795,33151,69,1138,25.48,23.58,97
0.2025,31789,33150,79,1306,25.48,23.58,97
0.2050,31792,33171,75,1296,25.48,23.58,97
0.2075,31793,33178,75,1001,25.48,23.58,97
0.2100,31791,33173,75,860,25.48,23.58,97
0.2125,31798,33140,99,705,25.48,23.58,97
0.2150,31814,33116,111,1156,25.48,23.58,97
0.2175,31807,33121,100,1056,25.48,23.58,97
0.2200,31817,33147,79,1153,25.48,23.58,97
0.2225,31791,33164,62,1312,25.48,23.58,97
0.2250,31803,33157,69,1216,25.48,23.58,97
0.2275,31788,33143,70,756,25.48,23.58,97
0.2300,31777,33144,79,756,25.48,23.58,97
0.2325,31763,33144,110,480,25.48,23.58,97
0.2350,31767,33184,56,1222,25.48,23.58,97
0.2375,31780,33182,77,1159,25.48,23.58,97
0.2400,31773,33157,76,1132,25.48,23.58,97
0.2425,31791,33135,63,1257,25.48,23.58,97
0.2450,31803,33123,86,1424,25.48,23.58,97
0.2475,31792,33141,84,1144,25.48,23.58,97
0.2500,31791,33159,98,930,25.48,23.58,97
0.2525,31787,33176,91,869,25.48,23.58,97
0.2550,31799,33167,67,1033,25.48,23.58,97
0.2575,31821,33159,68,992,25.48,23.58,97
0.2600,31807,33166,69,1088,25.48,23.58,97
0.2625,31778,33177,76,1188,25.48,23.58,97
0.2650,31778,33190,67,1345,25.48,23.58,97
0.2675,31785,33171,82,1097,25.48,23.58,97
0.2700,31794,33167,94,880,25.48,23.58,97
0.2725,31792,33152,102,797,25.48,23.58,97
0.2750,31803,33170,69,1060,25.48,23.58,97
0.2775,31789,33179,51,1026,25.48,23.58,97
0.2800,31817,33173,60,1091,25.48,23.58,97
0.2825,31833,33186,80,1235,25.48,23.58,97
0.2850,31800,33182,74,1307,25.48,23.58,97
0.2875,31772,33200,73,1030,25.48,23.58,97
0.2900,31770,33205,90,857,25.48,23.58,97
0.2925,31791,33158,94,720,25.48,23.58,97
0.2950,31806,33164,116,1156,25.48,23.58,97
0.2975,31798,33169,95,1047,25.48,23.58,97
0.3000,31804,33188,74,1152,25.48,23.58,97
0.3025,31790,33199,69,1296,25.48,23.58,97
0.3050,31807,33187,63,1204,25.48,23.58,97
0.3075,31799,33177,68,949,25.48,23.58,97
0.3100,31805,33195,75,853,25.48,23.58,97
0.3125,31806,33230,80,808,25.48,23.58,97
0.3150,31802,33225,85,1102,25.48,23.58,97
0.3175,31814,33187,80,1065,25.48,23.58,97
0.3200,31806,33168,94,1185,25.48,23.58,97
0.3225,31824,33170,95,1328,25.48,23.58,97
0.3250,31833,33193,89,1216,25.48,23.58,97
0.3275,31848,33213,63,884,25.48,23.58,97
0.3300,31813,33208,68,844,25.48,23.58,97
0.3325,31819,33205,73,1003,25.48,23.58,97
0.3350,31816,33206,90,1120,25.48,23.58,97
0.3375,31800,33210,81,1120,25.48,23.58,97
0.3400,31795,33203,103,736,25.48,23.58,97
0.3425,31778,33177,76,1477,25.48,23.58,97
0.3450,31789,33226,62,1568,25.48,23.58,97
0.3475,31808,33203,64,1228,25.48,23.58,97
0.3500,31812,33169,71,954,25.48,23.58,97
0.3525,31812,33193,96,816,25.48,23.58,97
0.3550,31809,33217,93,1017,25.48,23.58,97
0.3575,31815,33230,97,1015,25.48,23.58,97
0.3600,31820,33218,82,1152,25.48,23.58,97
0.3625,31830,33227,80,1236,25.48,23.58,97
0.3650,31833,33230,64,1344,25.48,23.58,97
0.3675,31791,33226,77,1078,25.48,23.58,97
0.3700,31795,33258,80,860,25.48,23.58,97
0.3725,31798,33239,85,727,25.48,23.58,97
0.3750,31820,33194,107,1155,25.48,23.58,97
0.3775,31809,33215,90,1048,25.48,23.58,97
0.3800,31812,33230,62,1139,25.48,23.58,97
0.3825,31831,33232,55,1336,25.48,23.58,97
0.3850,31839,33238,75,1265,25.48,23.58,97
0.3875,31859,33241,76,1000,25.48,23.58,97
0.3900,31834,33242,80,855,25.48,23.58,97
0.3925,31794,33260,81,776,25.48,23.58,97
0.3950,31789,33266,89,1097,25.48,23.58,97
0.3975,31815,33234,80,1056,25.48,23.58,97
0.4000,31828,33225,105,1168,25.48,23.58,97
0.4025,31830,33230,102,1313,25.48,23.58,97
