Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,31655,33262,104,864,25.8,23.85,97
0.0025,31653,33260,89,748,25.8,23.85,97
0.0050,31646,33279,57,1136,25.8,23.85,97
0.0075,31661,33300,57,1082,25.8,23.85,97
0.0100,31670,33290,73,1184,25.8,23.85,97
0.0125,31694,33293,86,1362,25.8,23.85,97
0.0150,31656,33300,85,1379,25.8,23.85,97
0.0175,31644,33320,80,1073,25.8,23.85,97
0.0200,31631,33332,78,848,25.8,23.85,97
0.0225,31644,33312,79,704,25.8,23.85,97
0.0250,31662,33299,101,1168,25.8,23.85,97
0.0275,31670,33290,111,1060,25.8,23.85,97
0.0300,31668,33304,95,1193,25.8,23.85,97
0.0325,31657,33318,64,1392,25.8,23.85,97
0.0350,31657,33327,57,1345,25.8,23.85,97
0.0375,31673,33326,67,993,25.8,23.85,97
0.0400,31669,33337,91,854,25.8,23.85,97
0.0425,31673,33346,85,880,25.8,23.85,97
0.0450,31668,33368,80,1144,25.8,23.85,97
0.0475,31677,33376,81,1099,25.8,23.85,97
0.0500,31693,33344,79,1259,25.8,23.85,97
0.0525,31693,33335,99,1448,25.8,23.85,97
0.0550,31690,33322,105,1336,25.8,23.85,97
0.0575,31701,33364,74,881,25.8,23.85,97
0.0600,31687,33383,69,816,25.8,23.85,97
0.0625,31685,33372,75,1045,25.8,23.85,97
0.0650,31691,33376,79,1116,25.8,23.85,97
0.0675,31687,33382,78,1116,25.8,23.85,97
0.0700,31678,33376,115,771,25.8,23.85,97
0.0725,31632,33298,61,1488,25.8,23.85,97
0.0750,31632,33292,71,1608,25.8,23.85,97
0.0775,31684,33405,78,1280,25.8,23.85,97
0.0800,31693,33392,61,945,25.8,23.85,97
0.0825,31709,33381,81,819,25.8,23.85,97
0.0850,31692,33399,73,1096,25.8,23.85,97
0.0875,31704,33424,103,1049,25.8,23.85,97
0.0900,31696,33425,104,1141,25.8,23.85,97
0.0925,31720,33431,91,1444,25.8,23.85,97
0.0950,31720,33431,91,1444,25.8,23.85,97
0.0975,31724,33427,68,1301,25.8,23.85,97
