Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,32555,34444,67,1107,25.51,23.63,96
0.0025,32554,34417,95,832,25.51,23.63,96
0.0050,32562,34382,108,826,25.51,23.63,96
0.0075,32551,34413,86,1048,25.51,23.63,96
0.0100,32558,34415,64,1011,25.51,23.63,96
0.0125,32546,34411,55,1048,25.51,23.63,96
0.0150,32564,34409,79,1136,25.51,23.63,96
0.0175,32553,34407,81,1296,25.51,23.63,96
0.0200,32550,34434,76,1098,25.51,23.63,96
0.0225,32546,34436,78,844,25.51,23.63,96
0.0250,32546,34404,91,848,25.51,23.63,96
0.0275,32536,34383,90,1048,25.51,23.63,96
0.0300,32563,34381,101,987,25.51,23.63,96
0.0325,32562,34401,95,1049,25.51,23.63,96
0.0350,32558,34422,69,1129,25.51,23.63,96
0.0375,32547,34401,56,1282,25.51,23.63,96
0.0400,32537,34408,68,1056,25.51,23.63,96
0.0425,32525,34411,84,790,25.51,23.63,96
0.0450,32523,34408,75,790,25.51,23.63,96
0.0475,32519,34380,102,486,25.51,23.63,96
0.0500,32572,34451,58,1344,25.51,23.63,96
0.0525,32523,34439,72,1194,25.51,23.63,96
0.0550,32533,34414,72,1234,25.51,23.63,96
0.0575,32531,34384,69,1329,25.51,23.63,96
0.0600,32534,34378,74,1216,25.51,23.63,96
0.0625,32535,34398,89,914,25.51,23.63,96
0.0650,32545,34427,102,858,25.51,23.63,96
0.0675,32554,34420,77,936,25.51,23.63,96
0.0700,32564,34418,83,1019,25.51,23.63,96
0.0725,32553,34432,77,1040,25.51,23.63,96
0.0750,32528,34429,72,1121,25.51,23.63,96
0.0775,32513,34446,70,1282,25.51,23.63,96
0.0800,32537,34429,71,1120,25.51,23.63,96
0.0825,32551,34404,103,872,25.51,23.63,96
0.0850,32553,34402,109,842,25.51,23.63,96
0.0875,32544,34415,74,968,25.51,23.63,96
0.0900,32557,34428,66,994,25.51,23.63,96
0.0925,32555,34430,44,1043,25.51,23.63,96
0.0950,32571,34429,71,1128,25.51,23.63,96
0.0975,32581,34432,94,1280,25.51,23.63,96
0.1000,32546,34447,76,1088,25.51,23.63,96
0.1025,32513,34453,77,836,25.51,23.63,96
0.1050,32529,34448,83,837,25.51,23.63,96
0.1075,32548,34444,86,982,25.51,23.63,96
0.1100,32561,34412,97,996,25.51,23.63,96
0.1125,32546,34418,105,1065,25.51,23.63,96
0.1150,32552,34419,82,1133,25.51,23.63,96
0.1175,32542,34439,51,1291,25.51,23.63,96
0.1200,32550,34442,58,1088,25.51,23.63,96
0.1225,32553,34433,76,869,25.51,23.63,96
0.1250,32550,34447,83,824,25.51,23.63,96
0.1275,32553,34468,74,1025,25.51,23.63,96
0.1300,32553,34471,82,955,25.51,23.63,96
0.1325,32548,34432,82,1056,25.51,23.63,96
0.1350,32569,34410,105,1158,25.51,23.63,96
0.1375,32573,34429,93,1216,25.51,23.63,96
0.1400,32568,34447,84,1010,25.51,23.63,96
0.1425,32565,34439,64,876,25.51,23.63,96
0.1450,32560,34434,72,757,25.51,23.63,96
0.1475,32544,34450,90,1074,25.51,23.63,96
0.1500,32535,34440,80,1074,25.51,23.63,96
0.1525,32521,34417,90,666,25.51,23.63,96
0.1550,32528,34429,72,1379,25.51,23.63,96
0.1575,32520,34459,63,1452,25.51,23.63,96
0.1600,32534,34440,57,1252,25.51,23.63,96
0.1625,32551,34409,81,972,25.51,23.63,96
0.1650,32553,34438,87,882,25.51,23.63,96
0.1675,32547,34444,80,964,25.51,23.63,96
0.1700,32550,34444,97,992,25.51,23.63,96
0.1725,32551,34447,80,1030,25.51,23.63,96
0.1750,32579,34433,74,1129,25.51,23.63,96
0.1775,32566,34452,72,1291,25.51,23.63,96
0.1800,32544,34464,50,1094,25.51,23.63,96
0.1825,32512,34467,67,859,25.51,23.63,96
