Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,32367,32792,76,809,26.02,24.2,97
0.0025,32359,32810,77,1429,26.02,24.2,97
0.0050,32394,32914,81,1402,26.02,24.2,97
0.0075,32409,32888,75,1514,26.02,24.2,97
0.0100,32445,32865,80,1203,26.02,24.2,97
0.0125,32414,32879,77,918,26.02,24.2,97
0.0150,32430,32898,100,848,26.02,24.2,97
0.0175,32419,32909,94,1083,26.02,24.2,97
0.0200,32434,32904,74,1036,26.02,24.2,97
0.0225,32444,32909,81,1114,26.02,24.2,97
0.0250,32444,32903,61,1216,26.02,24.2,97
0.0275,32441,32912,68,1313,26.02,24.2,97
0.0300,32399,32940,61,1024,26.02,24.2,97
0.0325,32424,32937,84,860,26.02,24.2,97
0.0350,32432,32905,99,742,26.02,24.2,97
0.0375,32447,32907,114,1184,26.02,24.2,97
0.0400,32439,32925,86,1076,26.02,24.2,97
0.0425,32442,32941,65,1185,26.02,24.2,97
0.0450,32450,32940,54,1324,26.02,24.2,97
0.0475,32462,32943,77,1236,26.02,24.2,97
0.0500,32473,32953,92,952,26.02,24.2,97
0.0525,32439,32956,80,835,26.02,24.2,97
0.0550,32420,32974,80,728,26.02,24.2,97
0.0575,32419,32985,82,1168,26.02,24.2,97
0.0600,32446,32960,87,1074,26.02,24.2,97
0.0625,32468,32933,106,1203,26.02,24.2,97
0.0650,32452,32952,107,1336,26.02,24.2,97
0.0675,32458,32959,94,1203,26.02,24.2,97
0.0700,32445,32973,69,864,26.02,24.2,97
0.0725,32446,32965,72,833,26.02,24.2,97
0.0750,32457,32976,81,955,26.02,24.2,97
0.0775,32460,32977,87,1128,26.02,24.2,97
0.0800,32461,32999,85,1104,26.02,24.2,97
0.0825,32452,33015,73,1241,26.02,24.2,97
0.0850,32467,32984,81,1365,26.02,24.2,97
0.0875,32467,32959,90,1204,26.02,24.2,97
0.0900,32471,32949,106,809,26.02,24.2,97
0.0925,32478,32990,81,836,26.02,24.2,97
0.0950,32469,33004,70,1177,26.02,24.2,97
0.0975,32467,32980,84,1137,26.02,24.2,97
0.1000,32470,32989,74,1164,26.02,24.2,97
0.1025,32451,32994,87,1164,26.02,24.2,97
0.1050,32445,32989,100,808,26.02,24.2,97
0.1075,32441,32912,68,1064,26.02,24.2,97
0.1100,32399,32940,61,1316,26.02,24.2,97
0.1125,32446,33027,69,997,26.02,24.2,97
0.1150,32468,32990,86,840,26.02,24.2,97
0.1175,32474,32977,85,1212,26.02,24.2,97
0.1200,32466,33004,75,1121,26.02,24.2,97
0.1225,32474,33013,102,1216,26.02,24.2,97
0.1250,32464,33023,90,1349,26.02,24.2,97
0.1275,32484,33022,91,1280,26.02,24.2,97
0.1300,32493,33018,77,946,26.02,24.2,97
0.1325,32464,33039,70,867,26.02,24.2,97
0.1350,32461,33051,44,856,26.02,24.2,97
0.1375,32464,33035,77,1216,26.02,24.2,97
0.1400,32477,33001,102,1120,26.02,24.2,97
0.1425,32473,33009,98,1240,26.02,24.2,97
0.1450,32477,33012,71,1396,26.02,24.2,97
0.1475,32466,33031,48,1264,26.02,24.2,97
0.1500,32495,33020,64,933,26.02,24.2,97
0.1525,32515,33022,71,820,26.02,24.2,97
0.1550,32501,33034,96,984,26.02,24.2,97
0.1575,32458,33038,75,1152,26.02,24.2,97
0.1600,32456,33067,84,1081,26.02,24.2,97
0.1625,32481,33056,82,1204,26.02,24.2,97
0.1650,32483,33017,87,1324,26.02,24.2,97
0.1675,32484,33018,102,1171,26.02,24.2,97
0.1700,32488,33025,95,813,26.02,24.2,97
0.1725,32487,33055,70,848,26.02,24.2,97
0.1750,32477,33031,59,1168,26.02,24.2,97
0.1775,32488,33051,81,1124,26.02,24.2,97
0.1800,32484,33041,84,1121,26.02,24.2,97
0.1825,32499,33074,76,1248,26.02,24.2,97
0.1850,32494,33081,79,1426,26.02,24.2,97
0.1875,32493,33078,79,1146,26.02,24.2,97
0.1900,32498,33046,106,816,26.02,24.2,97
0.1925,32510,33040,120,842,26.02,24.2,97
0.1950,32517,33061,95,1205,26.02,24.2,97
