Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,32763,32994,81,1265,25.42,23.64,96
0.0025,32735,33011,78,1453,25.42,23.64,96
0.0050,32760,33009,83,1299,25.42,23.64,96
0.0075,32763,32989,86,832,25.42,23.64,96
0.0100,32793,32979,112,812,25.42,23.64,96
0.0125,32776,32986,82,1153,25.42,23.64,96
0.0150,32774,32977,74,1145,25.42,23.64,96
0.0175,32778,33001,70,1139,25.42,23.64,96
0.0200,32772,32997,74,1312,25.42,23.64,96
0.0225,32778,32997,75,1491,25.42,23.64,96
0.0250,32784,33012,78,1260,25.42,23.64,96
0.0275,32775,33031,83,822,25.42,23.64,96
0.0300,32787,33016,86,820,25.42,23.64,96
0.0325,32790,32988,85,1161,25.42,23.64,96
0.0350,32810,32971,105,1082,25.42,23.64,96
0.0375,32812,32986,100,1090,25.42,23.64,96
0.0400,32812,33022,79,1272,25.42,23.64,96
0.0425,32803,33017,70,1508,25.42,23.64,96
0.0450,32806,33015,64,1229,25.42,23.64,96
0.0475,32793,33022,75,736,25.42,23.64,96
0.0500,32773,33021,92,736,25.42,23.64,96
0.0525,32782,33029,113,496,25.42,23.64,96
0.0550,32755,33005,99,1045,25.42,23.64,96
0.0575,32743,33014,68,1456,25.42,23.64,96
0.0600,32788,33059,69,1472,25.42,23.64,96
0.0625,32803,33030,64,1586,25.42,23.64,96
0.0650,32816,33022,84,1442,25.42,23.64,96
0.0675,32810,33044,102,1008,25.42,23.64,96
0.0700,32818,33049,83,889,25.42,23.64,96
0.0725,32806,33073,91,1017,25.42,23.64,96
0.0750,32832,33065,70,1216,25.42,23.64,96
0.0775,32851,33082,94,1140,25.42,23.64,96
0.0800,32829,33076,68,1317,25.42,23.64,96
0.0825,32822,33084,86,1445,25.42,23.64,96
0.0850,32804,33108,97,1312,25.42,23.64,96
0.0875,32826,33089,78,865,25.42,23.64,96
0.0900,32822,33080,87,836,25.42,23.64,96
0.0925,32830,33061,79,1032,25.42,23.64,96
0.0950,32835,33078,67,1088,25.42,23.64,96
0.0975,32836,33091,64,1088,25.42,23.64,96
0.1000,32845,33095,51,1256,25.42,23.64,96
0.1025,32853,33087,72,1492,25.42,23.64,96
0.1050,32860,33096,90,1259,25.42,23.64,96
0.1075,32826,33106,82,823,25.42,23.64,96
0.1100,32809,33112,78,808,25.42,23.64,96
0.1125,32812,33113,78,1043,25.42,23.64,96
0.1150,32829,33072,84,1032,25.42,23.64,96
0.1175,32843,33058,107,1062,25.42,23.64,96
0.1200,32842,33069,103,1232,25.42,23.64,96
0.1225,32827,33058,82,1456,25.42,23.64,96
0.1250,32823,33076,63,1180,25.42,23.64,96
0.1275,32823,33071,67,819,25.42,23.64,96
0.1300,32816,33064,83,820,25.42,23.64,96
0.1325,32831,33063,86,1050,25.42,23.64,96
0.1350,32824,33066,73,1011,25.42,23.64,96
0.1375,32823,33086,75,1144,25.42,23.64,96
0.1400,32817,33049,84,1280,25.42,23.64,96
0.1425,32830,33002,90,1440,25.42,23.64,96
0.1450,32833,33009,112,1122,25.42,23.64,96
0.1475,32843,33023,91,848,25.42,23.64,96
0.1500,32824,33048,70,746,25.42,23.64,96
0.1525,32831,33033,65,1100,25.42,23.64,96
0.1550,32817,33031,72,1056,25.42,23.64,96
0.1575,32806,33025,87,1217,25.42,23.64,96
0.1600,32798,33016,80,1217,25.42,23.64,96
0.1625,32809,33002,100,944,25.42,23.64,96
0.1650,32804,33108,97,1461,25.42,23.64,96
0.1675,32794,33016,82,1024,25.42,23.64,96
0.1700,32799,32998,60,902,25.42,23.64,96
0.1725,32815,32984,60,924,25.42,23.64,96
0.1750,32813,32985,77,1040,25.42,23.64,96
0.1775,32814,33002,86,1036,25.42,23.64,96
0.1800,32811,33020,92,1205,25.42,23.64,96
0.1825,32799,33021,91,1441,25.42,23.64,96
0.1850,32841,33016,62,1212,25.42,23.64,96
0.1875,32842,33019,71,888,25.42,23.64,96
0.1900,32822,33022,72,848,25.42,23.64,96
