Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,29275,29929,100,976,33.17,30.58,99
0.0025,29289,29902,93,961,33.17,30.58,99
0.0050,29286,29903,116,1136,33.17,30.58,99
0.0075,29293,29922,92,993,33.17,30.58,99
0.0100,29284,29929,100,885,33.17,30.58,99
0.0125,29283,29937,63,904,33.17,30.58,99
0.0150,29284,29935,77,800,33.17,30.58,99
0.0175,29263,29940,99,800,33.17,30.58,99
0.0200,29248,29913,97,507,33.17,30.58,99
0.0225,29250,29854,100,1236,33.17,30.58,99
0.0250,29250,29859,97,1210,33.17,30.58,99
0.0275,29259,29961,78,1156,33.17,30.58,99
0.0300,29276,29914,75,929,33.17,30.58,99
0.0325,29280,29926,70,868,33.17,30.58,99
0.0350,29281,29941,96,774,33.17,30.58,99
0.0375,29287,29964,96,836,33.17,30.58,99
0.0400,29269,29953,101,952,33.17,30.58,99
0.0425,29298,29962,84,968,33.17,30.58,99
0.0450,29300,29955,70,1098,33.17,30.58,99
0.0475,29283,29967,78,996,33.17,30.58,99
0.0500,29263,29967,67,880,33.17,30.58,99
0.0525,29289,29965,109,874,33.17,30.58,99
0.0550,29294,29957,91,789,33.17,30.58,99
0.0575,29296,29961,92,853,33.17,30.58,99
0.0600,29278,29970,89,1005,33.17,30.58,99
0.0625,29307,29968,48,993,33.17,30.58,99
0.0650,29308,29984,70,1144,33.17,30.58,99
0.0675,29322,29991,79,1014,33.17,30.58,99
0.0700,29301,29981,110,896,33.17,30.58,99
0.0725,29265,30003,82,856,33.17,30.58,99
0.0750,29276,30025,80,803,33.17,30.58,99
0.0775,29298,29988,82,886,33.17,30.58,99
0.0800,29329,29975,117,1024,33.17,30.58,99
0.0825,29307,29988,97,960,33.17,30.58,99
0.0850,29304,30005,76,1104,33.17,30.58,99
0.0875,29295,30019,62,952,33.17,30.58,99
0.0900,29314,30017,74,865,33.17,30.58,99
0.0925,29324,30012,88,883,33.17,30.58,99
0.0950,29328,30058,86,857,33.17,30.58,99
0.0975,29325,30067,92,928,33.17,30.58,99
0.1000,29327,30038,90,1004,33.17,30.58,99
0.1025,29337,30002,108,992,33.17,30.58,99
0.1050,29328,30011,108,1144,33.17,30.58,99
0.1075,29334,30025,85,970,33.17,30.58,99
0.1100,29333,30040,66,889,33.17,30.58,99
0.1125,29330,30039,66,905,33.17,30.58,99
0.1150,29321,30036,82,853,33.17,30.58,99
0.1175,29305,30036,84,853,33.17,30.58,99
0.1200,29309,30022,103,550,33.17,30.58,99
0.1225,29298,29962,84,1216,33.17,30.58,99
0.1250,29291,30067,70,1244,33.17,30.58,99
0.1275,29308,30047,74,1093,33.17,30.58,99
0.1300,29329,30001,76,933,33.17,30.58,99
0.1325,29315,30018,79,875,33.17,30.58,99
0.1350,29319,30028,92,828,33.17,30.58,99
0.1375,29327,30031,91,884,33.17,30.58,99
0.1400,29347,30021,98,1024,33.17,30.58,99
0.1425,29355,30038,86,964,33.17,30.58,99
0.1450,29334,30036,75,1110,33.17,30.58,99
0.1475,29291,30054,93,984,33.17,30.58,99
0.1500,29307,30054,95,869,33.17,30.58,99
0.1525,29307,30025,105,880,33.17,30.58,99
0.1550,29294,29992,101,793,33.17,30.58,99
0.1575,29306,30014,72,909,33.17,30.58,99
0.1600,29305,30027,54,976,33.17,30.58,99
0.1625,29337,30011,53,961,33.17,30.58,99
0.1650,29331,30015,73,1105,33.17,30.58,99
0.1675,29327,30015,113,944,33.17,30.58,99
0.1700,29310,30014,82,865,33.17,30.58,99
0.1725,29276,30024,98,873,33.17,30.58,99
0.1750,29301,30015,83,848,33.17,30.58,99
0.1775,29311,29981,105,993,33.17,30.58,99
0.1800,29320,29993,109,1024,33.17,30.58,99
0.1825,29286,29975,59,952,33.17,30.58,99
0.1850,29301,29997,57,1117,33.17,30.58,99
0.1875,29291,29992,80,949,33.17,30.58,99
0.1900,29296,29996,84,886,33.17,30.58,99
0.1925,29300,30009,88,908,33.17,30.58,99
0.1950,29306,30034,80,861,33.17,30.58,99
0.1975,29293,30011,96,1000,33.17,30.58,99
0.2000,29321,29963,111,1036,33.17,30.58,99
0.2025,29330,29984,101,1004,33.17,30.58,99
0.2050,29331,30009,85,1128,33.17,30.58,99
0.2075,29306,30020,65,944,33.17,30.58,99
0.2100,29310,30009,77,883,33.17,30.58,99
0.2125,29307,30012,84,714,33.17,30.58,99
0.2150,29304,30020,73,714,33.17,30.58,99
0.2175,29287,29989,113,469,33.17,30.58,99
0.2200,29347,30021,98,781,33.17,30.58,99
0.2225,29355,30038,86,1312,33.17,30.58,99
0.2250,29303,30049,84,1329,33.17,30.58,99
0.2275,29311,30031,57,1088,33.17,30.58,99
0.2300,29313,30022,90,922,33.17,30.58,99
0.2325,29317,30053,81,877,33.17,30.58,99
