Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,30030,32530,76,889,34.88,30.08,98
0.0025,30032,32515,96,832,34.88,30.08,98
0.0050,29973,32540,93,846,34.88,30.08,98
0.0075,29976,32545,94,924,34.88,30.08,98
0.0100,29984,32506,77,913,34.88,30.08,98
0.0125,29999,32471,115,968,34.88,30.08,98
0.0150,29989,32479,102,934,34.88,30.08,98
0.0175,29982,32502,61,872,34.88,30.08,98
0.0200,29984,32501,65,883,34.88,30.08,98
0.0225,29991,32486,78,816,34.88,30.08,98
0.0250,29990,32482,97,873,34.88,30.08,98
0.0275,29988,32487,80,944,34.88,30.08,98
0.0300,29984,32500,86,922,34.88,30.08,98
0.0325,29998,32447,99,1004,34.88,30.08,98
0.0350,30000,32422,98,952,34.88,30.08,98
0.0375,30005,32431,105,882,34.88,30.08,98
0.0400,29988,32473,74,896,34.88,30.08,98
0.0425,29967,32441,66,828,34.88,30.08,98
0.0450,29972,32439,67,892,34.88,30.08,98
0.0475,29963,32440,89,892,34.88,30.08,98
0.0500,29948,32430,107,483,34.88,30.08,98
0.0525,30042,32602,70,704,34.88,30.08,98
0.0550,30041,32621,94,1322,34.88,30.08,98
0.0575,29974,32427,64,1132,34.88,30.08,98
0.0600,29955,32405,61,1024,34.88,30.08,98
0.0625,29980,32398,77,868,34.88,30.08,98
0.0650,29959,32408,70,876,34.88,30.08,98
0.0675,29966,32425,93,952,34.88,30.08,98
0.0700,29963,32449,104,936,34.88,30.08,98
0.0725,29989,32418,97,970,34.88,30.08,98
0.0750,29991,32428,81,960,34.88,30.08,98
0.0775,29966,32440,68,884,34.88,30.08,98
0.0800,29927,32438,96,900,34.88,30.08,98
0.0825,29950,32414,102,796,34.88,30.08,98
0.0850,29954,32397,112,828,34.88,30.08,98
0.0875,29957,32387,105,904,34.88,30.08,98
0.0900,29969,32404,67,891,34.88,30.08,98
0.0925,29949,32420,51,992,34.88,30.08,98
0.0950,29976,32405,72,950,34.88,30.08,98
0.0975,29984,32408,82,888,34.88,30.08,98
0.1000,29962,32402,86,896,34.88,30.08,98
0.1025,29934,32438,86,793,34.88,30.08,98
0.1050,29944,32407,89,844,34.88,30.08,98
0.1075,29956,32409,98,921,34.88,30.08,98
0.1100,29949,32388,125,902,34.88,30.08,98
0.1125,29955,32403,92,979,34.88,30.08,98
0.1150,29950,32421,73,915,34.88,30.08,98
0.1175,29958,32411,70,867,34.88,30.08,98
0.1200,29950,32410,82,877,34.88,30.08,98
0.1225,29957,32415,96,832,34.88,30.08,98
0.1250,29962,32440,68,905,34.88,30.08,98
0.1275,29949,32435,102,900,34.88,30.08,98
0.1300,29970,32389,98,897,34.88,30.08,98
0.1325,29971,32365,101,971,34.88,30.08,98
0.1350,29974,32374,105,908,34.88,30.08,98
0.1375,29976,32382,114,865,34.88,30.08,98
0.1400,29968,32401,65,881,34.88,30.08,98
0.1425,29961,32395,80,840,34.88,30.08,98
0.1450,29959,32410,74,901,34.88,30.08,98
0.1475,29930,32385,101,901,34.88,30.08,98
0.1500,29923,32370,113,462,34.88,30.08,98
0.1525,29989,32418,97,708,34.88,30.08,98
0.1550,29991,32428,81,1297,34.88,30.08,98
0.1575,29933,32418,69,1091,34.88,30.08,98
0.1600,29942,32369,76,993,34.88,30.08,98
0.1625,29966,32366,71,888,34.88,30.08,98
0.1650,29955,32370,72,904,34.88,30.08,98
0.1675,29943,32379,93,924,34.88,30.08,98
0.1700,29956,32383,99,905,34.88,30.08,98
0.1725,29956,32389,113,984,34.88,30.08,98
0.1750,29972,32384,82,933,34.88,30.08,98
0.1775,29960,32387,89,867,34.88,30.08,98
0.1800,29906,32385,84,881,34.88,30.08,98
0.1825,29908,32383,73,809,34.88,30.08,98
0.1850,29922,32351,89,844,34.88,30.08,98
0.1875,29928,32335,98,918,34.88,30.08,98
0.1900,29914,32315,94,912,34.88,30.08,98
0.1925,29916,32334,65,981,34.88,30.08,98
0.1950,29911,32340,57,941,34.88,30.08,98
0.1975,29929,32329,70,873,34.88,30.08,98
0.2000,29946,32316,83,884,34.88,30.08,98
0.2025,29932,32338,78,816,34.88,30.08,98
0.2050,29899,32342,84,877,34.88,30.08,98
0.2075,29895,32362,76,944,34.88,30.08,98
0.2100,29929,32342,77,921,34.88,30.08,98
0.2125,29946,32330,106,995,34.88,30.08,98
0.2150,29936,32369,94,936,34.88,30.08,98
0.2175,29934,32357,69,883,34.88,30.08,98
0.2200,29936,32363,68,896,34.88,30.08,98
0.2225,29947,32374,72,833,34.88,30.08,98
0.2250,29949,32378,88,896,34.88,30.08,98
0.2275,29938,32377,84,908,34.88,30.08,98
0.2300,29952,32409,86,896,34.88,30.08,98
0.2325,29950,32394,71,980,34.88,30.08,98
0.2350,29948,32368,100,896,34.88,30.08,98
0.2375,29959,32330,112,857,34.88,30.08,98
0.2400,29971,32345,105,868,34.88,30.08,98
0.2425,29954,32379,84,864,34.88,30.08,98
0.2450,29966,32381,57,928,34.88,30.08,98
0.2475,29967,32380,67,933,34.88,30.08,98
0.2500,29940,32385,74,960,34.88,30.08,98
0.2525,29940,32371,91,960,34.88,30.08,98
0.2550,29937,32343,109,496,34.88,30.08,98
0.2575,29960,32387,89,621,34.88,30.08,98
0.2600,29906,32385,84,1226,34.88,30.08,98
0.2625,29919,32367,76,987,34.88,30.08,98
0.2650,29934,32348,69,960,34.88,30.08,98
0.2675,29950,32318,63,998,34.88,30.08,98
0.2700,29941,32357,89,980,34.88,30.08,98
0.2725,29930,32349,98,1066,34.88,30.08,98
0.2750,29929,32332,116,976,34.88,30.08,98
0.2775,29930,32323,93,883,34.88,30.08,98
0.2800,29939,32323,71,891,34.88,30.08,98
0.2825,29915,32318,74,832,34.88,30.08,98
0.2850,29897,32335,82,888,34.88,30.08,98
0.2875,29904,32313,86,947,34.88,30.08,98
0.2900,29917,32277,97,928,34.88,30.08,98
0.2925,29904,32280,101,1032,34.88,30.08,98
0.2950,29901,32293,78,898,34.88,30.08,98
0.2975,29906,32294,54,842,34.88,30.08,98
0.3000,29926,32292,66,888,34.88,30.08,98
0.3025,29935,32287,78,812,34.88,30.08,98
0.3050,29920,32283,95,888,34.88,30.08,98
0.3075,29862,32279,84,944,34.88,30.08,98
0.3100,29884,32317,81,921,34.88,30.08,98
0.3125,29893,32259,103,1000,34.88,30.08,98
0.3150,29896,32245,122,932,34.88,30.08,98
0.3175,29892,32256,87,874,34.88,30.08,98
0.3200,29910,32266,66,868,34.88,30.08,98
0.3225,29902,32276,69,854,34.88,30.08,98
0.3250,29890,32268,74,948,34.88,30.08,98
0.3275,29907,32266,97,948,34.88,30.08,98
0.3300,29903,32283,83,962,34.88,30.08,98
0.3325,29898,32306,84,1004,34.88,30.08,98
0.3350,29903,32281,92,947,34.88,30.08,98
0.3375,29909,32255,107,888,34.88,30.08,98
0.3400,29902,32244,112,828,34.88,30.08,98
0.3425,29929,32268,90,852,34.88,30.08,98
0.3450,29905,32276,81,939,34.88,30.08,98
0.3475,29907,32272,73,941,34.88,30.08,98
0.3500,29888,32267,74,1010,34.88,30.08,98
0.3525,29878,32255,84,945,34.88,30.08,98
0.3550,29872,32261,70,945,34.88,30.08,98
0.3575,29879,32241,105,448,34.88,30.08,98
0.3600,29939,32323,71,1094,34.88,30.08,98
0.3625,29915,32318,74,896,34.88,30.08,98
0.3650,29885,32271,74,933,34.88,30.08,98
0.3675,29876,32225,80,955,34.88,30.08,98
0.3700,29893,32232,68,939,34.88,30.08,98
0.3725,29880,32243,82,1013,34.88,30.08,98
0.3750,29885,32268,99,941,34.88,30.08,98
0.3775,29883,32251,110,885,34.88,30.08,98
0.3800,29903,32258,98,904,34.88,30.08,98
0.3825,29905,32255,69,788,34.88,30.08,98
0.3850,29883,32257,71,885,34.88,30.08,98
0.3875,29894,32284,87,944,34.88,30.08,98
0.3900,29871,32282,83,916,34.88,30.08,98
0.3925,29893,32231,98,1001,34.88,30.08,98
0.3950,29901,32241,101,916,34.88,30.08,98
0.3975,29884,32269,82,848,34.88,30.08,98
