Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,29950,33326,69,1180,33.92,30.42,99
0.0025,29950,33317,67,970,33.92,30.42,99
0.0050,29954,33307,82,874,33.92,30.42,99
0.0075,29950,33350,93,875,33.92,30.42,99
0.0100,29951,33335,85,785,33.92,30.42,99
0.0125,29952,33334,83,928,33.92,30.42,99
0.0150,29960,33295,72,1004,33.92,30.42,99
0.0175,29972,33283,115,983,33.92,30.42,99
0.0200,29984,33288,96,1184,33.92,30.42,99
0.0225,29978,33285,72,973,33.92,30.42,99
0.0250,29953,33309,74,882,33.92,30.42,99
0.0275,29977,33288,64,896,33.92,30.42,99
0.0300,29950,33306,78,817,33.92,30.42,99
0.0325,29944,33305,92,817,33.92,30.42,99
0.0350,29940,33286,104,568,33.92,30.42,99
0.0375,29945,33314,70,1216,33.92,30.42,99
0.0400,29925,33331,81,1282,33.92,30.42,99
0.0425,29942,33289,54,1088,33.92,30.42,99
0.0450,29945,33270,84,952,33.92,30.42,99
0.0475,29946,33281,84,856,33.92,30.42,99
0.0500,29947,33305,82,780,33.92,30.42,99
0.0525,29952,33319,82,834,33.92,30.42,99
0.0550,29945,33306,83,1000,33.92,30.42,99
0.0575,29976,33301,58,1000,33.92,30.42,99
0.0600,29955,33316,79,1170,33.92,30.42,99
0.0625,29925,33343,88,1005,33.92,30.42,99
0.0650,29954,33325,76,886,33.92,30.42,99
0.0675,29932,33302,86,876,33.92,30.42,99
0.0700,29953,33276,102,752,33.92,30.42,99
0.0725,29952,33293,97,892,33.92,30.42,99
0.0750,29953,33318,76,1033,33.92,30.42,99
0.0775,29942,33322,57,979,33.92,30.42,99
0.0800,29968,33312,70,1176,33.92,30.42,99
0.0825,29979,33308,73,984,33.92,30.42,99
0.0850,29940,33304,76,864,33.92,30.42,99
0.0875,29905,33341,86,866,33.92,30.42,99
0.0900,29925,33348,86,810,33.92,30.42,99
0.0925,29948,33306,84,946,33.92,30.42,99
0.0950,29946,33302,95,996,33.92,30.42,99
0.0975,29943,33293,106,1000,33.92,30.42,99
0.1000,29941,33315,74,1237,33.92,30.42,99
0.1025,29943,33337,62,970,33.92,30.42,99
0.1050,29944,33320,76,864,33.92,30.42,99
0.1075,29938,33304,82,888,33.92,30.42,99
0.1100,29953,33339,90,848,33.92,30.42,99
0.1125,29966,33350,93,984,33.92,30.42,99
0.1150,29959,33336,74,1044,33.92,30.42,99
0.1175,29987,33285,87,978,33.92,30.42,99
0.1200,29972,33292,108,1216,33.92,30.42,99
0.1225,29968,33301,83,952,33.92,30.42,99
0.1250,29966,33311,90,866,33.92,30.42,99
0.1275,29986,33328,68,813,33.92,30.42,99
0.1300,29966,33321,70,853,33.92,30.42,99
0.1325,29969,33333,75,998,33.92,30.42,99
0.1350,29959,33324,96,998,33.92,30.42,99
0.1375,29939,33291,114,610,33.92,30.42,99
0.1400,29955,33316,79,1472,33.92,30.42,99
0.1425,29925,33343,88,1192,33.92,30.42,99
0.1450,29963,33332,51,960,33.92,30.42,99
0.1475,29961,33297,89,885,33.92,30.42,99
0.1500,29957,33298,96,856,33.92,30.42,99
0.1525,29965,33312,96,905,33.92,30.42,99
0.1550,29966,33318,92,1016,33.92,30.42,99
0.1575,29973,33324,90,1003,33.92,30.42,99
0.1600,29994,33338,78,1196,33.92,30.42,99
0.1625,29995,33339,89,1016,33.92,30.42,99
0.1650,29970,33358,71,892,33.92,30.42,99
0.1675,29926,33365,83,876,33.92,30.42,99
0.1700,29964,33355,91,848,33.92,30.42,99
0.1725,29960,33341,95,916,33.92,30.42,99
0.1750,29966,33322,88,1017,33.92,30.42,99
0.1775,29986,33338,89,1001,33.92,30.42,99
0.1800,29972,33366,62,1208,33.92,30.42,99
0.1825,30027,33354,57,1009,33.92,30.42,99
0.1850,30015,33355,75,880,33.92,30.42,99
0.1875,29986,33384,88,861,33.92,30.42,99
0.1900,29955,33367,82,828,33.92,30.42,99
0.1925,29956,33390,91,962,33.92,30.42,99
0.1950,29952,33378,89,988,33.92,30.42,99
0.1975,29977,33346,78,981,33.92,30.42,99
0.2000,29973,33336,101,1196,33.92,30.42,99
0.2025,29968,33351,92,954,33.92,30.42,99
0.2050,30001,33371,74,885,33.92,30.42,99
0.2075,29974,33354,73,860,33.92,30.42,99
0.2100,29975,33354,79,857,33.92,30.42,99
0.2125,29985,33363,92,1035,33.92,30.42,99
0.2150,29995,33383,78,1003,33.92,30.42,99
0.2175,29985,33396,83,1048,33.92,30.42,99
0.2200,29987,33402,75,1112,33.92,30.42,99
0.2225,29987,33347,100,949,33.92,30.42,99
0.2250,29998,33343,103,875,33.92,30.42,99
0.2275,29986,33340,113,753,33.92,30.42,99
0.2300,30018,33371,78,873,33.92,30.42,99
0.2325,30001,33377,68,985,33.92,30.42,99
0.2350,29989,33367,69,996,33.92,30.42,99
0.2375,29993,33367,92,996,33.92,30.42,99
0.2400,29974,33363,102,741,33.92,30.42,99
0.2425,29995,33339,89,744,33.92,30.42,99
0.2450,29970,33358,71,1176,33.92,30.42,99
0.2475,29976,33391,67,1034,33.92,30.42,99
0.2500,29975,33368,68,853,33.92,30.42,99
0.2525,29988,33336,63,951,33.92,30.42,99
0.2550,29985,33344,94,1056,33.92,30.42,99
0.2575,29991,33367,88,995,33.92,30.42,99
0.2600,29987,33375,94,1184,33.92,30.42,99
0.2625,30008,33385,91,1008,33.92,30.42,99
0.2650,30008,33356,64,868,33.92,30.42,99
0.2675,29967,33358,69,868,33.92,30.42,99
0.2700,29970,33382,87,832,33.92,30.42,99
0.2725,29961,33361,76,996,33.92,30.42,99
0.2750,29968,33341,77,1024,33.92,30.42,99
0.2775,29996,33332,115,973,33.92,30.42,99
0.2800,29975,33323,77,1176,33.92,30.42,99
0.2825,29976,33334,59,932,33.92,30.42,99
0.2850,29995,33338,66,851,33.92,30.42,99
0.2875,29995,33339,75,788,33.92,30.42,99
0.2900,29986,33334,92,790,33.92,30.42,99
0.2925,29961,33325,90,966,33.92,30.42,99
0.2950,29948,33359,93,1008,33.92,30.42,99
0.2975,29987,33335,86,1065,33.92,30.42,99
0.3000,29971,33296,107,1152,33.92,30.42,99
0.3025,29982,33276,111,880,33.92,30.42,99
0.3050,29956,33307,107,868,33.92,30.42,99
0.3075,29961,33311,67,768,33.92,30.42,99
0.3100,29964,33299,58,828,33.92,30.42,99
0.3125,29970,33302,71,969,33.92,30.42,99
0.3150,29965,33298,100,1005,33.92,30.42,99
0.3175,30000,33307,85,1124,33.92,30.42,99
0.3200,29972,33335,83,1108,33.92,30.42,99
0.3225,29958,33327,93,964,33.92,30.42,99
0.3250,29963,33272,80,880,33.92,30.42,99
0.3275,29984,33263,109,739,33.92,30.42,99
0.3300,29995,33283,91,866,33.92,30.42,99
0.3325,30006,33298,70,1028,33.92,30.42,99
0.3350,29977,33284,66,998,33.92,30.42,99
0.3375,29966,33282,70,1163,33.92,30.42,99
0.3400,29958,33280,90,946,33.92,30.42,99
0.3425,29962,33273,81,946,33.92,30.42,99
0.3450,29963,33264,135,470,33.92,30.42,99
0.3475,29967,33358,69,1114,33.92,30.42,99
0.3500,29941,33295,71,906,33.92,30.42,99
0.3525,29953,33262,75,985,33.92,30.42,99
0.3550,29978,33228,61,1037,33.92,30.42,99
0.3575,29939,33248,72,981,33.92,30.42,99
