Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,29097,29997,74,860,34.1,30.23,97
0.0025,29074,30017,52,864,34.1,30.23,97
0.0050,29032,29988,85,819,34.1,30.23,97
0.0075,29015,30003,80,913,34.1,30.23,97
0.0100,29047,29967,85,986,34.1,30.23,97
0.0125,29042,29931,100,970,34.1,30.23,97
0.0150,29038,29932,93,1184,34.1,30.23,97
0.0175,29047,29941,69,960,34.1,30.23,97
0.0200,29036,29944,46,851,34.1,30.23,97
0.0225,29057,29926,72,861,34.1,30.23,97
0.0250,29069,29934,91,801,34.1,30.23,97
0.0275,29025,29938,87,981,34.1,30.23,97
0.0300,29008,29941,89,997,34.1,30.23,97
0.0325,29000,29938,77,985,34.1,30.23,97
0.0350,29013,29914,84,1174,34.1,30.23,97
0.0375,29049,29885,102,930,34.1,30.23,97
0.0400,29034,29900,95,864,34.1,30.23,97
0.0425,29017,29902,89,867,34.1,30.23,97
0.0450,29016,29921,68,848,34.1,30.23,97
0.0475,29027,29906,68,1010,34.1,30.23,97
0.0500,29030,29918,81,1036,34.1,30.23,97
0.0525,29025,29911,82,992,34.1,30.23,97
0.0550,29015,29923,85,1152,34.1,30.23,97
0.0575,29011,29897,64,913,34.1,30.23,97
0.0600,29005,29868,86,842,34.1,30.23,97
0.0625,29027,29844,104,779,34.1,30.23,97
0.0650,29025,29848,103,857,34.1,30.23,97
0.0675,29009,29860,78,989,34.1,30.23,97
0.0700,29015,29869,72,1024,34.1,30.23,97
0.0725,29004,29851,74,1101,34.1,30.23,97
0.0750,28996,29850,93,997,34.1,30.23,97
0.0775,28983,29860,86,997,34.1,30.23,97
0.0800,28975,29826,117,487,34.1,30.23,97
0.0825,29074,30017,52,1128,34.1,30.23,97
0.0850,29032,29988,85,928,34.1,30.23,97
0.0875,28988,29849,79,976,34.1,30.23,97
0.0900,28993,29830,78,1030,34.1,30.23,97
0.0925,28977,29838,80,971,34.1,30.23,97
0.0950,28994,29847,89,1186,34.1,30.23,97
