Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,28469,30076,89,1188,34.6,30.29,96
0.0025,28428,30033,66,947,34.6,30.29,96
0.0050,28391,30031,72,853,34.6,30.29,96
0.0075,28385,30038,79,869,34.6,30.29,96
0.0100,28398,29988,98,856,34.6,30.29,96
0.0125,28387,29958,94,978,34.6,30.29,96
0.0150,28379,29975,88,1018,34.6,30.29,96
0.0175,28392,29963,65,1002,34.6,30.29,96
0.0200,28359,29920,75,1169,34.6,30.29,96
0.0225,28358,29926,75,920,34.6,30.29,96
0.0250,28353,29882,97,850,34.6,30.29,96
0.0275,28323,29888,76,874,34.6,30.29,96
0.0300,28335,29884,82,886,34.6,30.29,96
0.0325,28335,29852,112,1029,34.6,30.29,96
0.0350,28330,29801,105,1012,34.6,30.29,96
0.0375,28324,29780,106,1013,34.6,30.29,96
0.0400,28316,29774,101,1158,34.6,30.29,96
0.0425,28312,29768,63,956,34.6,30.29,96
0.0450,28298,29777,74,878,34.6,30.29,96
0.0475,28324,29753,75,836,34.6,30.29,96
0.0500,28290,29770,80,856,34.6,30.29,96
0.0525,28266,29760,84,856,34.6,30.29,96
0.0550,28284,29756,110,576,34.6,30.29,96
0.0575,28497,30185,63,746,34.6,30.29,96
0.0600,28445,30194,81,1489,34.6,30.29,96
0.0625,28264,29794,78,1225,34.6,30.29,96
0.0650,28285,29764,72,998,34.6,30.29,96
0.0675,28294,29743,80,950,34.6,30.29,96
0.0700,28308,29771,88,840,34.6,30.29,96
0.0725,28306,29792,93,934,34.6,30.29,96
0.0750,28314,29795,95,1010,34.6,30.29,96
0.0775,28301,29797,105,996,34.6,30.29,96
0.0800,28326,29800,94,1204,34.6,30.29,96
0.0825,28334,29796,65,960,34.6,30.29,96
0.0850,28300,29839,80,864,34.6,30.29,96
0.0875,28281,29815,67,868,34.6,30.29,96
0.0900,28307,29800,94,849,34.6,30.29,96
0.0925,28301,29810,105,962,34.6,30.29,96
0.0950,28307,29790,107,1008,34.6,30.29,96
0.0975,28294,29801,78,984,34.6,30.29,96
0.1000,28308,29811,54,1154,34.6,30.29,96
0.1025,28324,29808,69,920,34.6,30.29,96
0.1050,28330,29789,96,835,34.6,30.29,96
0.1075,28303,29799,81,852,34.6,30.29,96
0.1100,28265,29832,85,841,34.6,30.29,96
0.1125,28294,29801,90,984,34.6,30.29,96
0.1150,28311,29761,113,978,34.6,30.29,96
0.1175,28316,29770,115,992,34.6,30.29,96
0.1200,28298,29805,80,1142,34.6,30.29,96
0.1225,28287,29801,68,952,34.6,30.29,96
0.1250,28287,29788,73,886,34.6,30.29,96
0.1275,28291,29789,81,822,34.6,30.29,96
0.1300,28290,29789,100,859,34.6,30.29,96
0.1325,28302,29795,92,1008,34.6,30.29,96
0.1350,28315,29819,81,1024,34.6,30.29,96
