Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth
0.0000,29354,24760,64,1834,35.07,29.92,97
0.0025,28389,24002,65,1528,35.07,29.92,97
0.0050,27208,23116,78,1275,35.07,29.92,97
0.0075,25891,22112,88,680,35.07,29.92,97
0.0100,24516,21118,78,677,35.07,29.92,97
0.0125,23221,20130,75,849,35.07,29.92,97
0.0150,22057,19169,96,904,35.07,29.92,97
0.0175,20994,18306,114,1600,35.07,29.92,97
0.0200,20050,17571,108,1802,35.07,29.92,97
0.0225,19296,16968,83,1457,35.07,29.92,97
0.0250,18728,16506,86,1192,35.07,29.92,97
0.0275,18347,16153,72,640,35.07,29.92,97
0.0300,18161,15957,87,812,35.07,29.92,97
0.0325,18132,15891,83,857,35.07,29.92,97
0.0350,18277,15981,78,921,35.07,29.92,97
0.0375,18582,16154,86,1752,35.07,29.92,97
0.0400,19050,16445,95,1776,35.07,29.92,97
0.0425,19690,16906,112,1482,35.07,29.92,97
0.0450,20491,17514,91,1221,35.07,29.92,97
0.0475,21423,18246,72,660,35.07,29.92,97
0.0500,22498,19073,74,782,35.07,29.92,97
0.0525,23745,20024,86,884,35.07,29.92,97
0.0550,25097,21059,89,1324,35.07,29.92,97
0.0575,26550,22167,85,1324,35.07,29.92,97
0.0600,27972,23244,109,1356,35.07,29.92,97
0.0625,27870,25620,93,1728,35.07,29.92,97
0.0650,30133,25164,78,1397,35.07,29.92,97
0.0675,30362,25768,65,916,35.07,29.92,97
0.0700,29411,26054,81,800,35.07,29.92,97
0.0725,27325,25578,79,840,35.07,29.92,97
0.0750,26170,25456,91,900,35.07,29.92,97
0.0775,26155,25713,97,1477,35.07,29.92,97
0.0800,26335,25939,86,1840,35.07,29.92,97
0.0825,26600,26412,71,1093,35.07,29.92,97
0.0850,27052,26945,65,885,35.07,29.92,97
0.0875,27268,27297,88,668,35.07,29.92,97
0.0900,27472,27565,97,812,35.07,29.92,97
0.0925,27630,27803,118,1045,35.07,29.92,97
0.0950,27730,27989,106,1040,35.07,29.92,97
0.0975,27849,28211,81,1376,35.07,29.92,97
0.1000,27923,28397,62,1076,35.07,29.92,97
0.1025,28019,28549,48,854,35.07,29.92,97
0.1050,28105,28671,95,832,35.07,29.92,97
0.1075,28143,28794,93,731,35.07,29.92,97
0.1100,28187,28910,88,968,35.07,29.92,97
0.1125,28234,29036,82,1092,35.07,29.92,97
0.1150,28273,29142,89,1058,35.07,29.92,97
0.1175,28342,29191,93,1361,35.07,29.92,97
0.1200,28361,29284,109,1032,35.07,29.92,97
0.1225,28398,29318,107,845,35.07,29.92,97
0.1250,28422,29376,74,848,35.07,29.92,97
0.1275,28410,29390,70,835,35.07,29.92,97
0.1300,28411,29382,76,1025,35.07,29.92,97
0.1325,28420,29380,101,1082,35.07,29.92,97
0.1350,28403,29410,83,1072,35.07,29.92,97
0.1375,28383,29339,82,1300,35.07,29.92,97
0.1400,28383,29260,96,944,35.07,29.92,97
0.1425,28346,29195,107,848,35.07,29.92,97
0.1450,28311,29187,89,724,35.07,29.92,97
0.1475,28299,29139,71,864,35.07,29.92,97
0.1500,28263,29067,78,1064,35.07,29.92,97
0.1525,28197,29021,75,1057,35.07,29.92,97
0.1550,28145,28956,89,1057,35.07,29.92,97
0.1575,28119,28858,118,857,35.07,29.92,97
0.1600,26335,25939,86,789,35.07,29.92,97
0.1625,26600,26412,71,1128,35.07,29.92,97
0.1650,27984,28673,76,986,35.07,29.92,97
0.1675,27970,28575,80,840,35.07,29.92,97
0.1700,27949,28472,66,969,35.07,29.92,97
0.1725,27875,28432,81,1112,35.07,29.92,97
0.1750,27849,28378,95,1072,35.07,29.92,97
0.1775,27797,28287,111,1399,35.07,29.92,97
0.1800,27770,28218,86,1083,35.07,29.92,97
0.1825,27718,28156,100,859,35.07,29.92,97
0.1850,27651,28070,65,848,35.07,29.92,97
