method,n_windows,coverage_percent,mae_bpm,rmse_bpm,bias_bpm,mape_percent,within_2_bpm_percent
legacy,792,99.62264150943396,2.7576571531433838,3.672151426206652,1.7326746428185757,18.467283623448065,48.484848484848484
fusion,791,99.49685534591195,1.6203580273748295,3.5369581479772205,-0.4963454868041722,9.770949693513518,82.80657395701644
