Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object
0.3325,30015,33755,97,922,23.2,23.63
0.3350,30003,33767,88,1214,23.2,23.63
0.3375,29995,33766,92,1374,23.2,23.63
0.3400,30009,33776,87,1586,23.2,23.63
0.3425,30006,33773,82,1868,23.2,23.63
0.3450,30003,33779,79,1555,23.2,23.63
0.3475,30005,33775,80,856,23.2,23.63
0.3500,30008,33774,77,890,23.2,23.63
0.3525,30006,33774,87,1001,23.2,23.63
0.3550,30004,33759,84,1088,23.2,23.63
0.3575,30005,33765,99,1309,23.2,23.63
0.3600,30000,33765,101,1744,23.2,23.63
0.3625,29999,33770,92,1970,23.2,23.63
0.3650,29999,33766,93,1564,23.2,23.63
0.3675,29999,33780,77,817,23.2,23.63
0.3700,30004,33779,89,919,23.2,23.63
0.3725,30009,33784,79,1188,23.2,23.63
0.3750,30015,33778,78,1089,23.2,23.63
0.3775,30013,33786,83,1199,23.2,23.63
0.3800,30012,33785,79,1757,23.2,23.63
0.3825,30014,33784,80,1856,23.2,23.63
0.3850,30012,33784,86,1370,23.2,23.63
0.3875,29999,33777,83,860,23.2,23.63
0.3900,29997,33745,94,1011,23.2,23.63
0.3925,30004,33780,92,1125,23.2,23.63
0.3950,30001,33778,87,960,23.2,23.63
0.3975,30006,33769,75,1225,23.2,23.63
0.4000,29991,33779,86,1829,23.2,23.63
0.4025,30006,33786,87,2039,23.2,23.63
0.4050,30006,33791,82,1565,23.2,23.63
0.4075,30010,33784,81,882,23.2,23.63
0.4100,30012,33782,84,923,23.2,23.63
0.4125,30010,33784,91,895,23.2,23.63
0.4150,29998,33777,92,946,23.2,23.63
0.4175,29996,33761,92,1257,23.2,23.63
0.4200,30002,33758,86,1700,23.2,23.63
0.4225,29997,33750,88,1876,23.2,23.63
0.4250,30004,33759,92,1574,23.2,23.63
0.4275,30008,33758,80,908,23.2,23.63
0.4300,30000,33762,102,823,23.2,23.63
0.4325,30010,33785,86,1018,23.2,23.63
0.4350,30001,33781,87,1148,23.2,23.63
0.4375,30014,33784,84,1386,23.2,23.63
0.4400,29991,33778,96,1717,23.2,23.63
0.4425,30003,33771,90,1903,23.2,23.63
0.4450,30005,33768,87,1489,23.2,23.63
0.4475,29999,33760,89,955,23.2,23.63
0.4500,30014,33753,88,1003,23.2,23.63
0.4525,30004,33776,89,994,23.2,23.63
0.4550,30007,33769,84,1072,23.2,23.63
0.4575,30004,33775,92,1243,23.2,23.63
0.4600,30003,33767,91,1658,23.2,23.63
0.4625,30006,33779,76,1838,23.2,23.63
0.4650,29997,33790,99,1520,23.2,23.63
0.4675,30015,33781,75,1030,23.2,23.63
0.4700,30007,33787,78,1019,23.2,23.63
0.4725,30011,33790,93,1131,23.2,23.63
0.4750,30004,33777,86,1020,23.2,23.63
0.4775,30008,33782,88,1303,23.2,23.63
0.4800,30003,33777,98,1843,23.2,23.63
0.4825,29993,33753,101,1914,23.2,23.63
0.4850,30004,33765,92,1013,23.2,23.63
0.4875,29999,33767,90,649,23.2,23.63
0.4900,30003,33775,93,972,23.2,23.63
0.4925,30001,33783,90,1105,23.2,23.63
0.4950,30010,33788,74,993,23.2,23.63
0.4975,29994,33790,77,1267,23.2,23.63
0.5000,29993,33791,84,1949,23.2,23.63
0.5025,30006,33788,95,1916,23.2,23.63
0.5050,30014,33793,82,1176,23.2,23.63
0.5075,30007,33781,97,840,23.2,23.63
0.5100,30005,33791,82,1044,23.2,23.63
0.5125,30004,33769,99,1189,23.2,23.63
0.5150,30004,33776,104,1276,23.2,23.63
0.5175,30005,33776,97,1286,23.2,23.63
0.5200,29999,33772,90,1753,23.2,23.63
0.5225,30009,33787,93,1915,23.2,23.63
0.5250,30013,33797,83,1315,23.2,23.63
0.5275,30008,33781,71,879,23.2,23.63
0.5300,30011,33795,78,961,23.2,23.63
0.5325,30014,33781,85,1073,23.2,23.63
0.5350,30017,33792,87,1112,23.2,23.63
0.5375,30013,33782,77,1382,23.2,23.63
0.5400,30011,33794,85,1920,23.2,23.63
0.5425,30003,33780,90,1916,23.2,23.63
0.5450,30014,33781,90,1270,23.2,23.63
0.5475,30006,33791,82,894,23.2,23.63
0.5500,30005,33793,86,1031,23.2,23.63
0.5525,30006,33786,78,1029,23.2,23.63
0.5550,30020,33812,89,973,23.2,23.63
0.5575,30013,33782,93,1237,23.2,23.63
0.5600,30022,33800,83,1841,23.2,23.63
0.5625,30018,33798,83,1800,23.2,23.63
0.5650,30014,33788,65,1221,23.2,23.63
0.5675,30027,33801,82,1012,23.2,23.63
0.5700,30014,33798,82,1041,23.2,23.63
0.5725,30011,33790,103,1173,23.2,23.63
0.5750,30007,33796,93,1115,23.2,23.63
0.5775,30012,33784,81,1318,23.2,23.63
0.5800,30006,33798,102,1897,23.2,23.63
0.5825,30004,33794,91,1948,23.2,23.63
0.5850,30016,33798,88,1288,23.2,23.63
0.5875,30011,33796,104,816,23.2,23.63
0.5900,30021,33807,85,876,23.2,23.63
0.5925,30004,33808,92,976,23.2,23.63
0.5950,30019,33813,90,1028,23.2,23.63
0.5975,30014,33812,86,1328,23.2,23.63
0.6000,30016,33807,91,1831,23.2,23.63
0.6025,30017,33810,78,1882,23.2,23.63
0.6050,30013,33801,93,1432,23.2,23.63
0.6075,30015,33804,94,970,23.2,23.63
0.6100,30026,33795,78,848,23.2,23.63
0.6125,30010,33802,85,942,23.2,23.63
0.6150,30016,33802,82,887,23.2,23.63
0.6175,30018,33797,83,1203,23.2,23.63
0.6200,30030,33817,68,1920,23.2,23.63
0.6225,30019,33811,88,1896,23.2,23.63
0.6250,30009,33809,86,1093,23.2,23.63
0.6275,30010,33812,80,908,23.2,23.63
0.6300,30016,33810,85,1139,23.2,23.63
0.6325,30009,33816,95,1051,23.2,23.63
0.6350,30030,33815,70,957,23.2,23.63
0.6375,30019,33811,103,1442,23.2,23.63
0.6400,30009,33790,89,1918,23.2,23.63
0.6425,30020,33806,90,1749,23.2,23.63
0.6450,30014,33816,97,1164,23.2,23.63
0.6475,30027,33812,93,856,23.2,23.63
0.6500,30012,33820,84,998,23.2,23.63
0.6525,30017,33826,85,1094,23.2,23.63
0.6550,30011,33815,92,970,23.2,23.63
0.6575,30032,33826,86,1241,23.2,23.63
0.6600,30023,33821,87,1699,23.2,23.63
0.6625,30026,33826,75,1725,23.2,23.63
0.6650,30022,33828,97,1185,23.2,23.63
0.6675,30031,33827,77,853,23.2,23.63
0.6700,30016,33810,89,993,23.2,23.63
0.6725,30020,33824,83,909,23.2,23.63
0.6750,30020,33804,86,868,23.2,23.63
0.6775,30011,33821,77,1313,23.2,23.63
0.6800,30023,33824,86,1808,23.2,23.63
0.6825,30031,33825,87,1753,23.2,23.63
0.6850,30012,33826,88,1271,23.2,23.63
0.6875,30024,33837,86,945,23.2,23.63
0.6900,30010,33827,82,1118,23.2,23.63
0.6925,30017,33817,70,1240,23.2,23.63
0.6950,30021,33828,82,1497,23.2,23.63
0.6975,30019,33813,100,2290,23.2,23.63
0.7000,30022,33810,94,2700,23.2,23.63
0.7025,30011,33813,86,2588,23.2,23.63
0.7050,30016,33797,91,2026,23.2,23.63
0.7075,30011,33820,75,1576,23.2,23.63
0.7100,30021,33817,84,1488,23.2,23.63
0.7125,30029,33817,92,1600,23.2,23.63
0.7150,30014,33816,94,1600,23.2,23.63
0.7175,30017,33818,77,1795,23.2,23.63
0.7200,30015,33810,83,1842,23.2,23.63
0.7225,30021,33823,72,1267,23.2,23.63
0.7250,30022,33827,96,605,23.2,23.63
0.7275,30022,33822,83,81,23.2,23.63
0.7300,30013,33826,96,210,23.2,23.63
0.7325,30024,33812,101,302,23.2,23.63
0.7350,30013,33832,97,227,23.2,23.63
0.7375,30018,33811,98,916,23.2,23.63
0.7400,30015,33819,94,1590,23.2,23.63
0.7425,30014,33818,80,1371,23.2,23.63
0.7450,30018,33811,100,836,23.2,23.63
0.7475,30024,33822,92,774,23.2,23.63
0.7500,30015,33825,92,832,23.2,23.63
0.7525,30023,33837,86,801,23.2,23.63
0.7550,30022,33822,77,900,23.2,23.63
0.7575,30022,33820,93,1402,23.2,23.63
0.7600,30022,33825,84,1688,23.2,23.63
0.7625,30021,33807,91,1752,23.2,23.63
0.7650,30019,33818,81,1416,23.2,23.63
0.7675,30011,33815,101,971,23.2,23.63
0.7700,30018,33815,87,948,23.2,23.63
0.7725,30019,33839,76,963,23.2,23.63
0.7750,30025,33835,100,1088,23.2,23.63
0.7775,30022,33837,86,1467,23.2,23.63
0.7800,30028,33841,75,1813,23.2,23.63
0.7825,30012,33851,84,1535,23.2,23.63
0.7850,30026,33856,77,1046,23.2,23.63
0.7875,30062,33838,69,1064,23.2,23.63
0.7900,30044,33844,69,1015,23.2,23.63
0.7925,30025,33834,56,958,23.2,23.63
0.7950,30028,33841,74,1076,23.2,23.63
0.7975,30032,33825,89,1673,23.2,23.63
0.8000,30013,33871,66,1930,23.2,23.63
0.8025,30056,33844,63,1642,23.2,23.63
0.8050,30035,33845,82,1209,23.2,23.63
0.8075,30022,33854,92,907,23.2,23.63
0.8100,30022,33826,95,949,23.2,23.63
0.8125,30030,33798,73,984,23.2,23.63
0.8150,30014,33859,71,935,23.2,23.63
0.8175,30011,33868,71,1471,23.2,23.63
0.8200,30015,33819,94,2038,23.2,23.63
0.8225,30040,33856,115,1758,23.2,23.63
0.8250,30027,33838,83,1072,23.2,23.63
0.8275,30022,33835,93,939,23.23,23.58
0.8300,30036,33840,87,1180,23.23,23.58
0.8325,30022,33848,86,1247,23.23,23.58
0.8350,30031,33852,78,1108,23.23,23.58
0.8375,30024,33855,77,1423,23.23,23.58
0.8400,30025,33844,78,1961,23.23,23.58
0.8425,30029,33846,84,1793,23.23,23.58
0.8450,30029,33839,91,1124,23.23,23.58
0.8475,30032,33838,69,988,23.23,23.58
0.8500,30029,33844,84,1171,23.23,23.58
0.8525,30021,33843,96,1154,23.23,23.58
0.8550,30015,33824,111,1152,23.23,23.58
0.8575,30017,33820,95,1600,23.23,23.58
0.8600,29999,33821,75,2176,23.23,23.58
0.8625,30011,33824,76,1814,23.23,23.58
0.8650,30012,33828,90,991,23.23,23.58
0.8675,30005,33832,92,853,23.23,23.58
0.8700,30017,33832,88,1139,23.23,23.58
0.8725,30024,33818,93,1372,23.23,23.58
0.8750,30018,33824,84,1109,23.23,23.58
0.8775,30002,33821,103,1190,23.23,23.58
0.8800,30006,33810,89,1832,23.23,23.58
0.8825,30004,33800,95,1810,23.23,23.58
0.8850,30002,33812,79,1003,23.23,23.58
0.8875,30002,33813,82,896,23.23,23.58
0.8900,30011,33793,92,1152,23.23,23.58
0.8925,30007,33793,87,1213,23.23,23.58
0.8950,29992,33799,82,1188,23.23,23.58
0.8975,30000,33789,93,1524,23.23,23.58
0.9000,30001,33807,82,2036,23.23,23.58
0.9025,29994,33798,89,1819,23.23,23.58
0.9050,30007,33785,76,1118,23.23,23.58
0.9075,29986,33790,94,986,23.23,23.58
0.9100,29997,33797,86,1161,23.23,23.58
0.9125,30005,33788,86,1101,23.23,23.58
0.9150,29992,33766,88,1129,23.23,23.58
0.9175,29985,33780,97,1364,23.23,23.58
0.9200,29989,33759,98,1900,23.23,23.58
0.9225,29995,33755,96,1848,23.23,23.58
0.9250,29995,33760,95,1255,23.23,23.58
0.9275,29987,33755,82,1150,23.23,23.58
0.9300,29985,33770,86,1188,23.23,23.58
0.9325,29990,33759,82,1109,23.23,23.58
0.9350,29999,33766,83,1032,23.23,23.58
0.9375,29986,33768,70,1467,23.23,23.58
0.9400,29996,33764,86,2101,23.23,23.58
0.9425,29983,33760,77,1718,23.23,23.58
0.9450,29989,33761,87,1178,23.23,23.58
0.9475,29990,33734,91,988,23.23,23.58
0.9500,29982,33742,86,1149,23.23,23.58
0.9525,29983,33745,86,1251,23.23,23.58
0.9550,29987,33731,91,1221,23.23,23.58
0.9575,29982,33741,90,1720,23.23,23.58
0.9600,29992,33752,90,1921,23.23,23.58
0.9625,29987,33756,81,1645,23.23,23.58
0.9650,29990,33755,81,1258,23.23,23.58
0.9675,29983,33746,80,1047,23.23,23.58
0.9700,29988,33748,91,1056,23.23,23.58
0.9725,29994,33754,80,1109,23.23,23.58
0.9750,29995,33747,83,1080,23.23,23.58
0.9775,29993,33755,78,1521,23.23,23.58
0.9800,29983,33753,92,1738,23.23,23.58
0.9825,29982,33742,89,1491,23.23,23.58
0.9850,29982,33744,79,991,23.23,23.58
0.9875,29984,33745,72,724,23.23,23.58
0.9900,29990,33750,91,913,23.23,23.58
0.9925,29992,33754,82,1292,23.23,23.58
0.9950,29992,33759,79,1256,23.23,23.58
0.9975,29985,33756,84,1499,23.23,23.58
1.0000,29996,33767,95,1693,23.23,23.58
1.0025,29991,33768,79,1320,23.23,23.58
1.0050,29993,33762,73,841,23.23,23.58
1.0075,29999,33761,76,800,23.23,23.58
1.0100,30000,33762,89,912,23.23,23.58
1.0125,29989,33755,83,926,23.23,23.58
1.0150,29992,33748,82,877,23.23,23.58
1.0175,29989,33748,85,1513,23.23,23.58
1.0200,29987,33755,88,1787,23.23,23.58
1.0225,29991,33766,79,1328,23.23,23.58
1.0250,30007,33770,73,813,23.23,23.58
1.0275,29995,33770,77,828,23.23,23.58
1.0300,30003,33764,82,790,23.23,23.58
1.0325,30005,33776,78,727,23.23,23.58
1.0350,29995,33770,86,912,23.23,23.58
1.0375,29999,33772,89,1616,23.23,23.58
1.0400,29998,33744,94,1843,23.23,23.58
1.0425,29996,33762,82,1485,23.23,23.58
1.0450,29991,33753,95,1108,23.23,23.58
1.0475,29988,33747,81,798,23.23,23.58
1.0500,29996,33766,97,907,23.23,23.58
1.0525,29998,33756,95,780,23.23,23.58
1.0550,29985,33761,87,725,23.23,23.58
1.0575,30009,33780,78,1402,23.23,23.58
1.0600,29987,33768,79,1757,23.23,23.58
1.0625,30007,33771,87,1522,23.23,23.58
1.0650,30000,33767,82,1061,23.23,23.58
1.0675,30000,33767,80,744,23.23,23.58
1.0700,29997,33765,87,902,23.23,23.58
1.0725,29986,33751,102,978,23.23,23.58
1.0750,29995,33746,97,936,23.23,23.58
1.0775,29984,33752,101,1588,23.23,23.58
1.0800,29991,33745,89,1880,23.23,23.58
1.0825,29995,33758,90,1488,23.23,23.58
1.0850,29993,33760,88,1056,23.23,23.58
1.0875,29996,33761,83,788,23.23,23.58
1.0900,29989,33757,85,879,23.23,23.58
1.0925,30003,33762,76,1074,23.23,23.58
1.0950,29998,33775,95,1138,23.23,23.58
1.0975,29996,33777,74,1512,23.23,23.58
1.1000,29989,33780,85,1810,23.23,23.58
1.1025,30004,33778,82,1498,23.23,23.58
1.1050,30003,33761,98,949,23.23,23.58
1.1075,29995,33741,100,1000,23.23,23.58
1.1100,30002,33755,92,1139,23.23,23.58
1.1125,30003,33768,88,1104,23.23,23.58
1.1150,29992,33771,94,1078,23.23,23.58
1.1175,29989,33778,85,1409,23.23,23.58
1.1200,30008,33782,84,1808,23.23,23.58
1.1225,30004,33787,94,1486,23.23,23.58
1.1250,30006,33780,81,921,23.23,23.58
1.1275,30005,33777,82,919,23.23,23.58
1.1300,30002,33786,81,983,23.23,23.58
1.1325,29999,33788,92,959,23.23,23.58
1.1350,29998,33785,97,1274,23.23,23.58
1.1375,29999,33758,98,1742,23.23,23.58
1.1400,30002,33756,100,1984,23.23,23.58
1.1425,29998,33765,94,1600,23.23,23.58
1.1450,29996,33746,77,882,23.23,23.58
1.1475,29994,33760,86,819,23.23,23.58
1.1500,30000,33775,85,1182,23.23,23.58
1.1525,29995,33770,87,1220,23.23,23.58
1.1550,30002,33780,85,983,23.23,23.58
1.1575,30001,33776,80,1417,23.23,23.58
1.1600,30001,33777,85,1794,23.23,23.58
1.1625,30002,33776,92,1500,23.23,23.58
1.1650,30004,33775,91,1045,23.23,23.58
1.1675,29992,33756,87,1100,23.23,23.58
1.1700,29988,33758,93,1014,23.23,23.58
1.1725,29996,33761,83,962,23.23,23.58
1.1750,29997,33769,77,1119,23.23,23.58
1.1775,29988,33777,88,1525,23.23,23.58
1.1800,29997,33770,89,1840,23.23,23.58
1.1825,29999,33770,69,1662,23.23,23.58
1.1850,30002,33772,85,1011,23.23,23.58
1.1875,30006,33779,88,889,23.23,23.58
1.1900,30004,33777,80,1098,23.23,23.58
1.1925,30007,33780,87,1040,23.23,23.58
1.1950,29994,33779,79,1138,23.23,23.58
1.1975,29992,33755,98,1592,23.23,23.58
1.2000,29993,33781,97,1858,23.23,23.58
1.2025,29984,33754,95,1432,23.23,23.58
1.2050,29989,33758,79,904,23.23,23.58
1.2075,29987,33752,86,1084,23.23,23.58
1.2100,29993,33767,85,1154,23.23,23.58
1.2125,29990,33755,84,1053,23.23,23.58
1.2150,30003,33776,84,1313,23.23,23.58
1.2175,29990,33767,87,1636,23.23,23.58
1.2200,30007,33773,82,1785,23.23,23.58
1.2225,30000,33773,86,1537,23.23,23.58
1.2250,29996,33788,85,1077,23.23,23.58
1.2275,30000,33784,79,973,23.23,23.58
1.2300,30002,33772,96,1110,23.23,23.58
1.2325,29993,33763,114,1113,23.23,23.58
1.2350,29995,33753,93,1195,23.23,23.58
1.2375,29998,33761,87,1624,23.23,23.58
1.2400,29995,33782,73,2016,23.23,23.58
1.2425,29996,33783,85,1645,23.23,23.58
1.2450,30002,33780,74,903,23.23,23.58
1.2475,29995,33777,81,864,23.23,23.58
1.2500,29993,33793,82,877,23.23,23.58
1.2525,29991,33778,90,941,23.23,23.58
1.2550,29998,33787,75,1074,23.23,23.58
1.2575,29990,33779,104,1801,23.23,23.58
1.2600,29994,33790,90,1997,23.23,23.58
1.2625,30001,33776,93,1321,23.23,23.58
1.2650,29994,33778,72,674,23.23,23.58
1.2675,29996,33771,92,839,23.23,23.58
1.2700,29998,33780,89,1020,23.23,23.58
1.2725,29997,33793,86,1036,23.23,23.58
1.2750,30009,33777,89,1150,23.23,23.58
1.2775,30007,33796,81,1830,23.23,23.58
1.2800,30001,33783,86,1977,23.23,23.58
1.2825,30001,33793,86,1471,23.23,23.58
1.2850,30008,33777,80,921,23.23,23.58
1.2875,30001,33800,80,888,23.23,23.58
1.2900,29996,33782,91,1187,23.23,23.58
1.2925,29999,33786,90,1158,23.23,23.58
1.2950,30007,33770,84,1044,23.23,23.58
1.2975,30000,33779,89,1678,23.23,23.58
1.3000,30003,33775,90,1826,23.23,23.58
1.3025,29999,33793,91,1339,23.23,23.58
1.3050,29997,33775,83,1080,23.23,23.58
1.3075,30004,33794,71,1154,23.23,23.58
1.3100,29998,33779,86,1048,23.23,23.58
1.3125,30010,33791,81,882,23.23,23.58
1.3150,29996,33792,81,1100,23.23,23.58
1.3175,30004,33787,76,1957,23.23,23.58
1.3200,30003,33796,91,2052,23.23,23.58
1.3225,30003,33766,87,1378,23.23,23.58
1.3250,30003,33764,85,868,23.23,23.58
1.3275,29995,33774,92,1090,23.23,23.58
1.3300,29997,33780,92,1097,23.23,23.58
1.3325,29966,33802,65,1017,23.23,23.58
1.3350,30024,33774,88,1316,23.23,23.58
1.3375,30020,33781,62,1859,23.23,23.58
1.3400,30006,33784,49,1837,23.23,23.58
1.3425,30005,33769,86,1123,23.23,23.58
1.3450,30015,33765,88,898,23.23,23.58
1.3475,29981,33812,95,1020,23.23,23.58
1.3500,29986,33803,78,1048,23.23,23.58
1.3525,30010,33801,74,1088,23.23,23.58
1.3550,30031,33787,75,1364,23.23,23.58
1.3575,30019,33782,70,1735,23.23,23.58
1.3600,30003,33782,97,1675,23.23,23.58
1.3625,29999,33770,84,1253,23.23,23.58
1.3650,29993,33779,54,832,23.23,23.58
1.3675,29986,33801,66,979,23.23,23.58
1.3700,29996,33782,91,1192,23.23,23.58
1.3725,29999,33786,90,1120,23.23,23.58
1.3750,30003,33771,93,1058,23.23,23.58
1.3775,30009,33781,97,1744,23.23,23.58
1.3800,30007,33789,93,1974,23.23,23.58
1.3825,30003,33790,91,1416,23.23,23.58
1.3850,30008,33807,81,890,23.25,23.64
1.3875,30005,33809,106,846,23.25,23.64
1.3900,30009,33804,96,998,23.25,23.64
1.3925,30012,33788,102,1112,23.25,23.64
1.3950,30012,33798,85,1208,23.25,23.64
1.3975,30007,33797,80,1714,23.25,23.64
1.4000,30006,33802,98,1795,23.25,23.64
1.4025,30018,33808,76,1337,23.25,23.64
1.4050,30010,33803,87,1000,23.25,23.64
1.4075,30010,33803,79,904,23.25,23.64
1.4100,30004,33800,78,1088,23.25,23.64
1.4125,30017,33802,84,1109,23.25,23.64
1.4150,30004,33799,103,1420,23.25,23.64
1.4175,30007,33800,79,1846,23.25,23.64
1.4200,30011,33791,95,1861,23.25,23.64
1.4225,30009,33786,79,1453,23.25,23.64
1.4250,30009,33783,82,1037,23.25,23.64
1.4275,30003,33800,89,1049,23.25,23.64
1.4300,30003,33804,85,1169,23.25,23.64
1.4325,30018,33803,89,1062,23.25,23.64
1.4350,30011,33801,79,1157,23.25,23.64
1.4375,30004,33810,77,1501,23.25,23.64
1.4400,30001,33807,77,1787,23.25,23.64
1.4425,30005,33787,95,1408,23.25,23.64
1.4450,29996,33796,84,948,23.25,23.64
1.4475,30005,33802,98,1051,23.25,23.64
1.4500,29999,33803,94,1130,23.25,23.64
1.4525,30005,33787,83,1121,23.25,23.64
1.4550,30011,33789,87,1349,23.25,23.64
1.4575,30001,33797,83,1730,23.25,23.64
1.4600,30020,33813,80,1872,23.25,23.64
1.4625,30008,33817,87,1345,23.25,23.64
